zip5	hrrcity	hrrstate	hrr	region
24155	Roanoke	VA	432	5
24161	Durham	NC	312	5
24162	Roanoke	VA	432	5
24165	Durham	NC	312	5
24167	Roanoke	VA	432	5
24168	Durham	NC	312	5
24171	Winston-Salem	NC	320	5
24174	Roanoke	VA	432	5
24175	Roanoke	VA	432	5
24176	Roanoke	VA	432	5
24177	Winston-Salem	NC	320	5
24178	Roanoke	VA	432	5
24179	Roanoke	VA	432	5
24184	Roanoke	VA	432	5
24185	Winston-Salem	NC	320	5
24201	Kingsport	TN	376	9
24202	Kingsport	TN	376	9
24203	Kingsport	TN	376	9
24209	Kingsport	TN	376	9
24210	Kingsport	TN	376	9
24211	Kingsport	TN	376	9
24212	Kingsport	TN	376	9
24215	Kingsport	TN	376	9
24216	Kingsport	TN	376	9
24217	Kingsport	TN	376	9
24218	Kingsport	TN	376	9
24219	Kingsport	TN	376	9
24220	Kingsport	TN	376	9
24221	Kingsport	TN	376	9
24224	Kingsport	TN	376	9
24225	Kingsport	TN	376	9
24226	Kingsport	TN	376	9
24228	Kingsport	TN	376	9
24230	Kingsport	TN	376	9
24236	Kingsport	TN	376	9
24237	Kingsport	TN	376	9
24239	Kingsport	TN	376	9
24243	Kingsport	TN	376	9
24244	Kingsport	TN	376	9
24245	Kingsport	TN	376	9
24246	Kingsport	TN	376	9
24248	Knoxville	TN	377	9
24250	Kingsport	TN	376	9
24251	Kingsport	TN	376	9
24256	Kingsport	TN	376	9
24258	Kingsport	TN	376	9
24260	Kingsport	TN	376	9
24263	Kingsport	TN	376	9
24265	Kingsport	TN	376	9
24266	Kingsport	TN	376	9
24269	Kingsport	TN	376	9
24270	Kingsport	TN	376	9
24271	Kingsport	TN	376	9
24272	Kingsport	TN	376	9
24273	Kingsport	TN	376	9
24277	Kingsport	TN	376	9
24279	Kingsport	TN	376	9
24280	Kingsport	TN	376	9
24281	Kingsport	TN	376	9
24282	Kingsport	TN	376	9
24283	Kingsport	TN	376	9
24290	Kingsport	TN	376	9
24292	Kingsport	TN	376	9
24293	Kingsport	TN	376	9
24301	Roanoke	VA	432	5
24311	Kingsport	TN	376	9
24312	Roanoke	VA	432	5
24313	Roanoke	VA	432	5
24314	Roanoke	VA	432	5
24315	Roanoke	VA	432	5
24316	Kingsport	TN	376	9
24317	Winston-Salem	NC	320	5
24318	Roanoke	VA	432	5
24319	Kingsport	TN	376	9
24322	Roanoke	VA	432	5
24323	Roanoke	VA	432	5
24324	Roanoke	VA	432	5
24325	Winston-Salem	NC	320	5
24326	Winston-Salem	NC	320	5
24327	Kingsport	TN	376	9
24328	Winston-Salem	NC	320	5
24330	Winston-Salem	NC	320	5
24333	Winston-Salem	NC	320	5
24340	Kingsport	TN	376	9
24343	Winston-Salem	NC	320	5
24347	Roanoke	VA	432	5
24348	Winston-Salem	NC	320	5
24350	Roanoke	VA	432	5
24351	Winston-Salem	NC	320	5
24352	Winston-Salem	NC	320	5
24354	Kingsport	TN	376	9
24360	Roanoke	VA	432	5
24361	Kingsport	TN	376	9
24363	Winston-Salem	NC	320	5
24366	Roanoke	VA	432	5
24368	Roanoke	VA	432	5
24370	Kingsport	TN	376	9
24374	Roanoke	VA	432	5
24375	Kingsport	TN	376	9
24377	Kingsport	TN	376	9
24378	Kingsport	TN	376	9
24380	Roanoke	VA	432	5
24381	Winston-Salem	NC	320	5
24382	Roanoke	VA	432	5
24401	Charlottesville	VA	427	5
24402	Charlottesville	VA	427	5
24411	Charlottesville	VA	427	5
24412	Charlottesville	VA	427	5
24413	Charlottesville	VA	427	5
24415	Roanoke	VA	432	5
24416	Roanoke	VA	432	5
24421	Charlottesville	VA	427	5
24422	Roanoke	VA	432	5
24426	Roanoke	VA	432	5
24430	Charlottesville	VA	427	5
24431	Charlottesville	VA	427	5
24432	Charlottesville	VA	427	5
24433	Charlottesville	VA	427	5
24435	Roanoke	VA	432	5
24437	Charlottesville	VA	427	5
24438	Roanoke	VA	432	5
24439	Charlottesville	VA	427	5
24440	Charlottesville	VA	427	5
24441	Charlottesville	VA	427	5
24442	Charlottesville	VA	427	5
24445	Charlottesville	VA	427	5
24448	Roanoke	VA	432	5
24450	Roanoke	VA	432	5
24457	Roanoke	VA	432	5
24458	Charlottesville	VA	427	5
24459	Charlottesville	VA	427	5
24460	Charlottesville	VA	427	5
24463	Charlottesville	VA	427	5
24464	Charlottesville	VA	427	5
24465	Charlottesville	VA	427	5
24467	Charlottesville	VA	427	5
24468	Charlottesville	VA	427	5
24469	Charlottesville	VA	427	5
24471	Charlottesville	VA	427	5
24472	Charlottesville	VA	427	5
24473	Roanoke	VA	432	5
24474	Roanoke	VA	432	5
24476	Charlottesville	VA	427	5
24477	Charlottesville	VA	427	5
24479	Charlottesville	VA	427	5
24482	Charlottesville	VA	427	5
24483	Charlottesville	VA	427	5
24484	Charlottesville	VA	427	5
24485	Charlottesville	VA	427	5
24486	Charlottesville	VA	427	5
24487	Charlottesville	VA	427	5
24501	Lynchburg	VA	428	5
24502	Lynchburg	VA	428	5
24503	Lynchburg	VA	428	5
24504	Lynchburg	VA	428	5
24505	Lynchburg	VA	428	5
24506	Lynchburg	VA	428	5
24512	Lynchburg	VA	428	5
24513	Lynchburg	VA	428	5
24514	Lynchburg	VA	428	5
24515	Lynchburg	VA	428	5
24517	Lynchburg	VA	428	5
24520	Durham	NC	312	5
24521	Lynchburg	VA	428	5
24522	Lynchburg	VA	428	5
24523	Lynchburg	VA	428	5
24526	Lynchburg	VA	428	5
24527	Durham	NC	312	5
24528	Lynchburg	VA	428	5
24529	Durham	NC	312	5
24530	Durham	NC	312	5
24531	Durham	NC	312	5
24533	Lynchburg	VA	428	5
24534	Durham	NC	312	5
24535	Durham	NC	312	5
24536	Lynchburg	VA	428	5
24538	Lynchburg	VA	428	5
24539	Durham	NC	312	5
24540	Durham	NC	312	5
24541	Durham	NC	312	5
24543	Durham	NC	312	5
24544	Durham	NC	312	5
24549	Durham	NC	312	5
24550	Lynchburg	VA	428	5
24551	Lynchburg	VA	428	5
24553	Lynchburg	VA	428	5
24554	Lynchburg	VA	428	5
24555	Roanoke	VA	432	5
24556	Lynchburg	VA	428	5
24557	Lynchburg	VA	428	5
24558	Durham	NC	312	5
24562	Charlottesville	VA	427	5
24563	Lynchburg	VA	428	5
24565	Durham	NC	312	5
24566	Durham	NC	312	5
24569	Lynchburg	VA	428	5
24570	Lynchburg	VA	428	5
24571	Lynchburg	VA	428	5
24572	Lynchburg	VA	428	5
24574	Lynchburg	VA	428	5
24576	Lynchburg	VA	428	5
24577	Durham	NC	312	5
24578	Roanoke	VA	432	5
24579	Roanoke	VA	432	5
24580	Durham	NC	312	5
24581	Charlottesville	VA	427	5
24586	Durham	NC	312	5
24588	Lynchburg	VA	428	5
24589	Durham	NC	312	5
24590	Charlottesville	VA	427	5
24592	Durham	NC	312	5
24593	Lynchburg	VA	428	5
24594	Durham	NC	312	5
24595	Lynchburg	VA	428	5
24597	Durham	NC	312	5
24598	Durham	NC	312	5
24599	Charlottesville	VA	427	5
24601	Kingsport	TN	376	9
24602	Kingsport	TN	376	9
24603	Kingsport	TN	376	9
24604	Kingsport	TN	376	9
24605	Roanoke	VA	432	5
24606	Roanoke	VA	432	5
24607	Kingsport	TN	376	9
24608	Roanoke	VA	432	5
24609	Kingsport	TN	376	9
24612	Kingsport	TN	376	9
24613	Roanoke	VA	432	5
24614	Kingsport	TN	376	9
24619	Kingsport	TN	376	9
24620	Kingsport	TN	376	9
24622	Kingsport	TN	376	9
24624	Kingsport	TN	376	9
24627	Kingsport	TN	376	9
24628	Kingsport	TN	376	9
24630	Roanoke	VA	432	5
24631	Kingsport	TN	376	9
24634	Kingsport	TN	376	9
24635	Roanoke	VA	432	5
24637	Kingsport	TN	376	9
24639	Kingsport	TN	376	9
24640	Kingsport	TN	376	9
24641	Kingsport	TN	376	9
24646	Kingsport	TN	376	9
24647	Kingsport	TN	376	9
24649	Kingsport	TN	376	9
24651	Roanoke	VA	432	5
24656	Kingsport	TN	376	9
24657	Kingsport	TN	376	9
24658	Kingsport	TN	376	9
24701	Roanoke	VA	432	5
24712	Roanoke	VA	432	5
24714	Roanoke	VA	432	5
24715	Roanoke	VA	432	5
24716	Roanoke	VA	432	5
24719	Roanoke	VA	432	5
24724	Roanoke	VA	432	5
24726	Roanoke	VA	432	5
24729	Roanoke	VA	432	5
24731	Roanoke	VA	432	5
24732	Roanoke	VA	432	5
24733	Roanoke	VA	432	5
24736	Roanoke	VA	432	5
24737	Roanoke	VA	432	5
24738	Roanoke	VA	432	5
24739	Roanoke	VA	432	5
24740	Roanoke	VA	432	5
24747	Roanoke	VA	432	5
24751	Roanoke	VA	432	5
24801	Roanoke	VA	432	5
24808	Roanoke	VA	432	5
24811	Roanoke	VA	432	5
24813	Roanoke	VA	432	5
24815	Roanoke	VA	432	5
24816	Roanoke	VA	432	5
24817	Kingsport	TN	376	9
24818	Charleston	WV	443	5
24822	Charleston	WV	443	5
24823	Charleston	WV	443	5
24826	Roanoke	VA	432	5
24827	Charleston	WV	443	5
24828	Roanoke	VA	432	5
24829	Roanoke	VA	432	5
24830	Roanoke	VA	432	5
24831	Roanoke	VA	432	5
24834	Charleston	WV	443	5
24836	Roanoke	VA	432	5
24839	Charleston	WV	443	5
24842	Roanoke	VA	432	5
24843	Roanoke	VA	432	5
24844	Roanoke	VA	432	5
24845	Charleston	WV	443	5
24846	Roanoke	VA	432	5
24847	Charleston	WV	443	5
24848	Roanoke	VA	432	5
24849	Charleston	WV	443	5
24850	Kingsport	TN	376	9
24851	Charleston	WV	443	5
24853	Roanoke	VA	432	5
24854	Charleston	WV	443	5
24855	Roanoke	VA	432	5
24857	Charleston	WV	443	5
24859	Charleston	WV	443	5
24860	Charleston	WV	443	5
24861	Roanoke	VA	432	5
24862	Roanoke	VA	432	5
24866	Roanoke	VA	432	5
24867	Charleston	WV	443	5
24868	Roanoke	VA	432	5
24869	Charleston	WV	443	5
24870	Charleston	WV	443	5
24871	Roanoke	VA	432	5
24872	Roanoke	VA	432	5
24873	Kingsport	TN	376	9
24874	Charleston	WV	443	5
24878	Roanoke	VA	432	5
24879	Roanoke	VA	432	5
24880	Charleston	WV	443	5
24881	Roanoke	VA	432	5
24882	Charleston	WV	443	5
24884	Roanoke	VA	432	5
24887	Roanoke	VA	432	5
24888	Roanoke	VA	432	5
24892	Roanoke	VA	432	5
24894	Roanoke	VA	432	5
24895	Roanoke	VA	432	5
24898	Charleston	WV	443	5
24901	Charleston	WV	443	5
24902	Charleston	WV	443	5
24910	Charleston	WV	443	5
24915	Morgantown	WV	445	5
24916	Charleston	WV	443	5
24918	Roanoke	VA	432	5
24920	Morgantown	WV	445	5
24924	Charlottesville	VA	427	5
24925	Charleston	WV	443	5
24927	Charlottesville	VA	427	5
24931	Charleston	WV	443	5
24934	Charlottesville	VA	427	5
24935	Charleston	WV	443	5
24938	Charleston	WV	443	5
24941	Roanoke	VA	432	5
24943	Charleston	WV	443	5
24944	Morgantown	WV	445	5
24945	Roanoke	VA	432	5
24946	Charleston	WV	443	5
24951	Roanoke	VA	432	5
24954	Charlottesville	VA	427	5
24957	Charleston	WV	443	5
24962	Charleston	WV	443	5
24963	Roanoke	VA	432	5
24966	Charleston	WV	443	5
24970	Charleston	WV	443	5
24974	Charleston	WV	443	5
24976	Charleston	WV	443	5
24977	Charleston	WV	443	5
24981	Charleston	WV	443	5
24983	Charleston	WV	443	5
24984	Charleston	WV	443	5
24985	Charleston	WV	443	5
24986	Charleston	WV	443	5
24991	Charleston	WV	443	5
24993	Charleston	WV	443	5
25002	Charleston	WV	443	5
25003	Charleston	WV	443	5
25005	Charleston	WV	443	5
25007	Charleston	WV	443	5
25008	Charleston	WV	443	5
25009	Charleston	WV	443	5
25011	Charleston	WV	443	5
25015	Charleston	WV	443	5
25019	Charleston	WV	443	5
25021	Charleston	WV	443	5
25022	Charleston	WV	443	5
25024	Charleston	WV	443	5
25025	Charleston	WV	443	5
25026	Charleston	WV	443	5
25028	Charleston	WV	443	5
25030	Charleston	WV	443	5
25031	Charleston	WV	443	5
25033	Charleston	WV	443	5
25035	Charleston	WV	443	5
25036	Charleston	WV	443	5
25039	Charleston	WV	443	5
25040	Charleston	WV	443	5
25043	Charleston	WV	443	5
25044	Charleston	WV	443	5
25045	Charleston	WV	443	5
25047	Charleston	WV	443	5
25048	Charleston	WV	443	5
25049	Charleston	WV	443	5
25051	Charleston	WV	443	5
25053	Charleston	WV	443	5
25054	Charleston	WV	443	5
25057	Charleston	WV	443	5
25059	Charleston	WV	443	5
25060	Charleston	WV	443	5
25061	Charleston	WV	443	5
25062	Charleston	WV	443	5
25063	Charleston	WV	443	5
25064	Charleston	WV	443	5
25067	Charleston	WV	443	5
25070	Charleston	WV	443	5
25071	Charleston	WV	443	5
25075	Charleston	WV	443	5
25076	Charleston	WV	443	5
25079	Charleston	WV	443	5
25081	Charleston	WV	443	5
25082	Charleston	WV	443	5
25083	Charleston	WV	443	5
25085	Charleston	WV	443	5
25086	Charleston	WV	443	5
25088	Charleston	WV	443	5
25090	Charleston	WV	443	5
25093	Charleston	WV	443	5
25102	Charleston	WV	443	5
25103	Charleston	WV	443	5
25106	Huntington	WV	444	5
25107	Charleston	WV	443	5
25108	Charleston	WV	443	5
25109	Charleston	WV	443	5
25110	Charleston	WV	443	5
25111	Charleston	WV	443	5
25112	Charleston	WV	443	5
25113	Charleston	WV	443	5
25114	Charleston	WV	443	5
25115	Charleston	WV	443	5
25118	Charleston	WV	443	5
25119	Charleston	WV	443	5
25121	Charleston	WV	443	5
25123	Huntington	WV	444	5
25124	Charleston	WV	443	5
25125	Charleston	WV	443	5
25126	Charleston	WV	443	5
25130	Charleston	WV	443	5
25132	Charleston	WV	443	5
25133	Charleston	WV	443	5
25134	Charleston	WV	443	5
25136	Charleston	WV	443	5
25139	Charleston	WV	443	5
25140	Charleston	WV	443	5
25141	Charleston	WV	443	5
25142	Charleston	WV	443	5
25143	Charleston	WV	443	5
25148	Charleston	WV	443	5
25149	Charleston	WV	443	5
25152	Charleston	WV	443	5
25154	Charleston	WV	443	5
25156	Charleston	WV	443	5
25159	Charleston	WV	443	5
25160	Charleston	WV	443	5
25161	Charleston	WV	443	5
25162	Charleston	WV	443	5
25164	Charleston	WV	443	5
25165	Charleston	WV	443	5
25168	Charleston	WV	443	5
25169	Charleston	WV	443	5
25173	Charleston	WV	443	5
25174	Charleston	WV	443	5
25177	Charleston	WV	443	5
25180	Charleston	WV	443	5
25181	Charleston	WV	443	5
25183	Charleston	WV	443	5
25185	Charleston	WV	443	5
25186	Charleston	WV	443	5
25187	Huntington	WV	444	5
25193	Charleston	WV	443	5
25201	Charleston	WV	443	5
25202	Charleston	WV	443	5
25203	Charleston	WV	443	5
25204	Charleston	WV	443	5
25205	Charleston	WV	443	5
25206	Charleston	WV	443	5
25208	Charleston	WV	443	5
25209	Charleston	WV	443	5
25211	Charleston	WV	443	5
25213	Charleston	WV	443	5
25214	Charleston	WV	443	5
25231	Charleston	WV	443	5
25234	Charleston	WV	443	5
25235	Charleston	WV	443	5
25239	Charleston	WV	443	5
25241	Charleston	WV	443	5
25243	Charleston	WV	443	5
25244	Charleston	WV	443	5
25245	Charleston	WV	443	5
25247	Huntington	WV	444	5
25248	Charleston	WV	443	5
25251	Charleston	WV	443	5
25252	Charleston	WV	443	5
25253	Huntington	WV	444	5
25259	Charleston	WV	443	5
25260	Huntington	WV	444	5
25261	Charleston	WV	443	5
25262	Charleston	WV	443	5
25264	Huntington	WV	444	5
25265	Huntington	WV	444	5
25266	Charleston	WV	443	5
25267	Charleston	WV	443	5
25268	Charleston	WV	443	5
25270	Charleston	WV	443	5
25271	Charleston	WV	443	5
25275	Charleston	WV	443	5
25276	Charleston	WV	443	5
25285	Charleston	WV	443	5
25286	Charleston	WV	443	5
25287	Huntington	WV	444	5
25301	Charleston	WV	443	5
25302	Charleston	WV	443	5
25303	Charleston	WV	443	5
25304	Charleston	WV	443	5
25305	Charleston	WV	443	5
25306	Charleston	WV	443	5
25309	Charleston	WV	443	5
25311	Charleston	WV	443	5
25312	Charleston	WV	443	5
25313	Charleston	WV	443	5
25314	Charleston	WV	443	5
25315	Charleston	WV	443	5
25317	Charleston	WV	443	5
25320	Charleston	WV	443	5
25321	Charleston	WV	443	5
25322	Charleston	WV	443	5
25323	Charleston	WV	443	5
25324	Charleston	WV	443	5
25325	Charleston	WV	443	5
25326	Charleston	WV	443	5
25327	Charleston	WV	443	5
25328	Charleston	WV	443	5
25329	Charleston	WV	443	5
25330	Charleston	WV	443	5
25331	Charleston	WV	443	5
25332	Charleston	WV	443	5
25333	Charleston	WV	443	5
25334	Charleston	WV	443	5
25335	Charleston	WV	443	5
25336	Charleston	WV	443	5
25337	Charleston	WV	443	5
25338	Charleston	WV	443	5
25339	Charleston	WV	443	5
25350	Charleston	WV	443	5
25356	Charleston	WV	443	5
25357	Charleston	WV	443	5
25358	Charleston	WV	443	5
25360	Charleston	WV	443	5
25361	Charleston	WV	443	5
25362	Charleston	WV	443	5
25364	Charleston	WV	443	5
25365	Charleston	WV	443	5
25375	Charleston	WV	443	5
25387	Charleston	WV	443	5
25389	Charleston	WV	443	5
25392	Charleston	WV	443	5
25396	Charleston	WV	443	5
25401	Winchester	VA	435	5
25402	Winchester	VA	435	5
25403	Winchester	VA	435	5
25404	Winchester	VA	435	5
25405	Winchester	VA	435	5
25410	Winchester	VA	435	5
25411	Winchester	VA	435	5
25413	Winchester	VA	435	5
25414	Winchester	VA	435	5
25419	Winchester	VA	435	5
25420	Winchester	VA	435	5
25421	Winchester	VA	435	5
25422	Winchester	VA	435	5
25423	Winchester	VA	435	5
25425	Winchester	VA	435	5
25427	Winchester	VA	435	5
25428	Winchester	VA	435	5
25430	Winchester	VA	435	5
25431	Washington	DC	113	5
25432	Winchester	VA	435	5
25434	Washington	DC	113	5
25437	Washington	DC	113	5
25438	Winchester	VA	435	5
25440	Winchester	VA	435	5
25441	Winchester	VA	435	5
25442	Winchester	VA	435	5
25443	Winchester	VA	435	5
25444	Winchester	VA	435	5
25446	Winchester	VA	435	5
25501	Charleston	WV	443	5
25502	Huntington	WV	444	5
25503	Huntington	WV	444	5
25504	Huntington	WV	444	5
25505	Charleston	WV	443	5
25506	Huntington	WV	444	5
25507	Huntington	WV	444	5
25508	Charleston	WV	443	5
25510	Huntington	WV	444	5
25511	Huntington	WV	444	5
25512	Huntington	WV	444	5
25514	Huntington	WV	444	5
25515	Huntington	WV	444	5
25517	Huntington	WV	444	5
25520	Huntington	WV	444	5
25521	Charleston	WV	443	5
25523	Huntington	WV	444	5
25524	Huntington	WV	444	5
25526	Charleston	WV	443	5
25529	Charleston	WV	443	5
25530	Huntington	WV	444	5
25534	Huntington	WV	444	5
25535	Huntington	WV	444	5
25537	Huntington	WV	444	5
25540	Huntington	WV	444	5
25541	Huntington	WV	444	5
25544	Huntington	WV	444	5
25545	Huntington	WV	444	5
25547	Charleston	WV	443	5
25550	Huntington	WV	444	5
25555	Huntington	WV	444	5
25557	Huntington	WV	444	5
25559	Huntington	WV	444	5
25560	Charleston	WV	443	5
25562	Huntington	WV	444	5
25564	Charleston	WV	443	5
25565	Charleston	WV	443	5
25567	Charleston	WV	443	5
25569	Charleston	WV	443	5
25570	Huntington	WV	444	5
25571	Huntington	WV	444	5
25572	Charleston	WV	443	5
25573	Charleston	WV	443	5
25601	Charleston	WV	443	5
25606	Charleston	WV	443	5
25607	Charleston	WV	443	5
25608	Charleston	WV	443	5
25611	Charleston	WV	443	5
25612	Charleston	WV	443	5
25614	Charleston	WV	443	5
25617	Charleston	WV	443	5
25621	Charleston	WV	443	5
25624	Charleston	WV	443	5
25625	Charleston	WV	443	5
25628	Charleston	WV	443	5
25630	Charleston	WV	443	5
25632	Charleston	WV	443	5
25634	Charleston	WV	443	5
25635	Charleston	WV	443	5
25637	Charleston	WV	443	5
25638	Charleston	WV	443	5
25639	Charleston	WV	443	5
25644	Charleston	WV	443	5
25646	Charleston	WV	443	5
25647	Charleston	WV	443	5
25649	Charleston	WV	443	5
25650	Charleston	WV	443	5
25651	Charleston	WV	443	5
25652	Charleston	WV	443	5
25653	Charleston	WV	443	5
25654	Charleston	WV	443	5
25661	Charleston	WV	443	5
25665	Charleston	WV	443	5
25666	Charleston	WV	443	5
25667	Charleston	WV	443	5
25669	Huntington	WV	444	5
25670	Charleston	WV	443	5
25671	Charleston	WV	443	5
25672	Lexington	KY	204	9
25674	Charleston	WV	443	5
25676	Charleston	WV	443	5
25678	Lexington	KY	204	9
25685	Charleston	WV	443	5
25686	Lexington	KY	204	9
25688	Charleston	WV	443	5
25690	Charleston	WV	443	5
25691	Charleston	WV	443	5
25692	Charleston	WV	443	5
25696	Charleston	WV	443	5
25699	Charleston	WV	443	5
25701	Huntington	WV	444	5
25702	Huntington	WV	444	5
25703	Huntington	WV	444	5
25704	Huntington	WV	444	5
25705	Huntington	WV	444	5
25706	Huntington	WV	444	5
25707	Huntington	WV	444	5
25708	Huntington	WV	444	5
25709	Huntington	WV	444	5
25710	Huntington	WV	444	5
25711	Huntington	WV	444	5
25712	Huntington	WV	444	5
25713	Huntington	WV	444	5
25714	Huntington	WV	444	5
25715	Huntington	WV	444	5
25716	Huntington	WV	444	5
25717	Huntington	WV	444	5
25718	Huntington	WV	444	5
25719	Huntington	WV	444	5
25720	Huntington	WV	444	5
25721	Huntington	WV	444	5
25722	Huntington	WV	444	5
25723	Huntington	WV	444	5
25724	Huntington	WV	444	5
25725	Huntington	WV	444	5
25726	Huntington	WV	444	5
25727	Huntington	WV	444	5
25728	Huntington	WV	444	5
25729	Huntington	WV	444	5
25755	Huntington	WV	444	5
25770	Huntington	WV	444	5
25771	Huntington	WV	444	5
25772	Huntington	WV	444	5
25773	Huntington	WV	444	5
25774	Huntington	WV	444	5
25775	Huntington	WV	444	5
25776	Huntington	WV	444	5
25777	Huntington	WV	444	5
25778	Huntington	WV	444	5
25779	Huntington	WV	444	5
25801	Charleston	WV	443	5
25802	Charleston	WV	443	5
25810	Charleston	WV	443	5
25811	Charleston	WV	443	5
25812	Charleston	WV	443	5
25813	Charleston	WV	443	5
25817	Charleston	WV	443	5
25818	Charleston	WV	443	5
25820	Roanoke	VA	432	5
25823	Charleston	WV	443	5
25825	Charleston	WV	443	5
25826	Charleston	WV	443	5
25827	Charleston	WV	443	5
25831	Charleston	WV	443	5
25832	Charleston	WV	443	5
25833	Charleston	WV	443	5
25836	Charleston	WV	443	5
25837	Charleston	WV	443	5
25839	Charleston	WV	443	5
25840	Charleston	WV	443	5
25841	Charleston	WV	443	5
25843	Charleston	WV	443	5
25844	Charleston	WV	443	5
25845	Charleston	WV	443	5
25846	Charleston	WV	443	5
25848	Charleston	WV	443	5
25849	Charleston	WV	443	5
25851	Charleston	WV	443	5
25853	Charleston	WV	443	5
25854	Charleston	WV	443	5
25855	Charleston	WV	443	5
25857	Charleston	WV	443	5
25860	Charleston	WV	443	5
25862	Charleston	WV	443	5
25864	Charleston	WV	443	5
25865	Charleston	WV	443	5
25866	Charleston	WV	443	5
25868	Charleston	WV	443	5
25870	Charleston	WV	443	5
25871	Charleston	WV	443	5
25873	Charleston	WV	443	5
25875	Charleston	WV	443	5
25876	Charleston	WV	443	5
25878	Charleston	WV	443	5
25879	Charleston	WV	443	5
25880	Charleston	WV	443	5
25882	Charleston	WV	443	5
25901	Charleston	WV	443	5
25902	Charleston	WV	443	5
25904	Charleston	WV	443	5
25906	Charleston	WV	443	5
25907	Charleston	WV	443	5
25908	Charleston	WV	443	5
25909	Charleston	WV	443	5
25911	Charleston	WV	443	5
25913	Charleston	WV	443	5
25915	Charleston	WV	443	5
25916	Charleston	WV	443	5
25917	Charleston	WV	443	5
25918	Charleston	WV	443	5
25919	Charleston	WV	443	5
25920	Charleston	WV	443	5
25921	Charleston	WV	443	5
25922	Roanoke	VA	432	5
25927	Charleston	WV	443	5
25928	Charleston	WV	443	5
25932	Charleston	WV	443	5
25936	Charleston	WV	443	5
25938	Charleston	WV	443	5
25942	Charleston	WV	443	5
25943	Charleston	WV	443	5
25951	Charleston	WV	443	5
25958	Charleston	WV	443	5
25962	Charleston	WV	443	5
25965	Charleston	WV	443	5
25966	Charleston	WV	443	5
25969	Charleston	WV	443	5
25971	Roanoke	VA	432	5
25972	Charleston	WV	443	5
25976	Charleston	WV	443	5
25977	Charleston	WV	443	5
25978	Charleston	WV	443	5
25979	Roanoke	VA	432	5
25981	Charleston	WV	443	5
25984	Charleston	WV	443	5
25985	Charleston	WV	443	5
25986	Charleston	WV	443	5
25989	Charleston	WV	443	5
26003	Pittsburgh	PA	357	4
26030	Pittsburgh	PA	357	4
26031	Pittsburgh	PA	357	4
26032	Pittsburgh	PA	357	4
26033	Pittsburgh	PA	357	4
26034	Pittsburgh	PA	357	4
26035	Pittsburgh	PA	357	4
26036	Pittsburgh	PA	357	4
26037	Pittsburgh	PA	357	4
26038	Pittsburgh	PA	357	4
26039	Pittsburgh	PA	357	4
26040	Pittsburgh	PA	357	4
26041	Pittsburgh	PA	357	4
26047	Pittsburgh	PA	357	4
26050	Pittsburgh	PA	357	4
26055	Pittsburgh	PA	357	4
26056	Pittsburgh	PA	357	4
26058	Pittsburgh	PA	357	4
26059	Pittsburgh	PA	357	4
26060	Pittsburgh	PA	357	4
26062	Pittsburgh	PA	357	4
26070	Pittsburgh	PA	357	4
26074	Pittsburgh	PA	357	4
26075	Pittsburgh	PA	357	4
26101	Charleston	WV	443	5
26102	Charleston	WV	443	5
26103	Charleston	WV	443	5
26104	Charleston	WV	443	5
26105	Charleston	WV	443	5
26106	Charleston	WV	443	5
26120	Charleston	WV	443	5
26121	Charleston	WV	443	5
26133	Charleston	WV	443	5
26134	Charleston	WV	443	5
26136	Charleston	WV	443	5
26137	Charleston	WV	443	5
26138	Charleston	WV	443	5
26141	Charleston	WV	443	5
26142	Charleston	WV	443	5
26143	Charleston	WV	443	5
26146	Charleston	WV	443	5
26147	Charleston	WV	443	5
26148	Charleston	WV	443	5
26149	Pittsburgh	PA	357	4
26150	Charleston	WV	443	5
26151	Charleston	WV	443	5
26152	Charleston	WV	443	5
26155	Pittsburgh	PA	357	4
26159	Pittsburgh	PA	357	4
26160	Charleston	WV	443	5
26161	Charleston	WV	443	5
26162	Pittsburgh	PA	357	4
26164	Charleston	WV	443	5
26167	Pittsburgh	PA	357	4
26169	Charleston	WV	443	5
26170	Charleston	WV	443	5
26175	Charleston	WV	443	5
26178	Charleston	WV	443	5
26180	Charleston	WV	443	5
26181	Charleston	WV	443	5
26184	Charleston	WV	443	5
26187	Columbus	OH	329	6
26201	Charleston	WV	443	5
26202	Charleston	WV	443	5
26203	Charleston	WV	443	5
26205	Charleston	WV	443	5
26206	Charleston	WV	443	5
26208	Charleston	WV	443	5
26209	Charlottesville	VA	427	5
26210	Charleston	WV	443	5
26215	Charleston	WV	443	5
26217	Charleston	WV	443	5
26218	Charleston	WV	443	5
26222	Charleston	WV	443	5
26224	Morgantown	WV	445	5
26228	Charleston	WV	443	5
26229	Charleston	WV	443	5
26230	Charleston	WV	443	5
26234	Charleston	WV	443	5
26236	Charleston	WV	443	5
26237	Charleston	WV	443	5
26238	Morgantown	WV	445	5
26241	Morgantown	WV	445	5
26250	Morgantown	WV	445	5
26253	Morgantown	WV	445	5
26254	Morgantown	WV	445	5
26257	Morgantown	WV	445	5
26259	Morgantown	WV	445	5
26260	Morgantown	WV	445	5
26261	Charleston	WV	443	5
26263	Morgantown	WV	445	5
26264	Morgantown	WV	445	5
26266	Charleston	WV	443	5
26267	Morgantown	WV	445	5
26268	Morgantown	WV	445	5
26269	Morgantown	WV	445	5
26270	Morgantown	WV	445	5
26271	Morgantown	WV	445	5
