cty	benchmark
35040	716.25
35050	721.61
35060	716.25
35070	716.25
35080	716.25
35090	716.25
35100	716.25
35110	716.25
35120	716.25
35130	716.25
35140	716.25
35150	716.25
35160	716.25
35170	716.25
35180	716.25
35190	716.25
35200	716.25
35210	716.25
35220	716.25
35230	716.25
35240	716.25
35250	716.25
35260	716.25
35270	716.25
35280	716.25
35290	716.25
35300	716.25
35310	716.25
35320	716.25
35330	716.25
35340	784.97
35350	716.25
35360	716.25
35370	716.25
35380	716.25
35390	788.5
35400	716.25
35410	716.25
35420	788.14
35430	716.25
35440	716.25
35450	716.25
35460	716.25
35470	765.15
35480	716.25
35490	716.25
35500	716.25
35510	756.48
35520	716.25
36000	716.25
36010	716.25
36020	716.25
36030	791.62
36040	716.25
36050	716.25
36060	842.21
36070	791.62
36080	791.62
36090	791.62
36100	716.25
36110	791.62
36120	791.62
36130	716.25
36140	791.62
36150	716.25
36160	716.25
36170	791.62
36190	716.25
36200	716.25
36210	791.62
36220	716.25
36230	791.62
36240	716.25
36250	791.62
36260	791.62
36270	716.25
36280	791.62
36290	791.62
36300	716.25
36310	791.62
36330	716.25
36340	766.33
36350	732.56
36360	716.25
36370	716.25
36380	716.25
36390	716.25
36400	716.25
36410	716.25
36420	778.7
36430	716.25
36440	791.62
36450	791.62
36460	791.62
36470	716.25
36480	791.62
36490	791.62
36500	791.62
36510	791.62
36520	960.66
36530	791.62
36540	716.25
36550	716.25
36560	791.62
36570	716.25
36580	791.62
36590	716.25
36600	791.62
36610	716.25
36620	716.25
36630	791.62
36640	716.25
36650	716.25
36660	791.62
36670	716.25
36680	791.62
36690	791.62
36700	716.25
36710	716.25
36720	716.25
36730	716.25
36740	746.4
36750	716.25
36760	716.25
36770	791.62
36780	791.62
36790	791.62
36800	716.25
36810	791.62
36820	716.25
36830	716.25
36840	791.62
36850	716.25
36860	716.25
36870	716.25
36880	791.62
36890	716.25
37000	740.08
37010	732.9
37020	810.16
37030	716.25
37040	747.51
37050	794.96
37060	846.69
37070	790.26
37080	885.27
37090	836.54
37100	742.25
37110	901.28
37120	815.37
37130	791.62
37140	877.77
37150	716.25
37160	716.25
37170	716.25
37180	791.62
37190	776.3
37200	768.97
37210	824.53
37220	784.38
37230	716.25
37240	877.17
37250	795.81
37260	730.65
37270	873.63
37280	773.31
37290	716.25
37300	727.45
37310	911.21
37320	821.43
37330	794.65
37340	862.91
37350	716.25
37360	843.85
37370	773.53
37380	839.14
37390	791.62
37400	791.62
37410	872.84
37420	906.6
37430	848.86
37440	890.47
37450	740
37460	733.08
37470	818.36
37480	716.25
37490	770.53
37500	857.32
37510	741.03
37520	716.25
37530	816.98
37540	859.23
37550	791.62
37560	791.62
37570	791.62
37580	791.62
37590	716.25
37600	722.65
37610	801.22
37620	791.62
37630	916.9
37640	790.15
37650	791.62
37660	808.51
37670	802.77
37680	716.25
37690	867.39
37700	742.63
37710	791.62
37720	817.68
37730	716.25
37740	753.36
37750	766.01
37760	734.7
38000	716.25
38010	716.25
38020	791.62
38030	716.25
38040	791.62
38050	716.25
38060	716.25
38070	716.25
38080	716.25
38090	716.25
38100	716.25
38110	716.25
38120	716.25
38130	716.25
38140	727.13
38150	716.25
38160	716.25
38170	716.25
38180	716.25
38190	810.66
38200	716.25
38210	732.87
38220	716.25
38230	791.62
38240	752.81
38250	791.62
38260	791.62
38270	716.25
38280	768.39
38290	716.25
38300	716.25
38310	716.25
38320	716.25
38330	791.62
38340	716.25
38350	791.62
39000	716.25
39010	793.03
39070	791.62
39080	791.62
39100	716.25
39110	791.62
39120	719.56
39130	716.25
39140	848.57
39150	791.62
39160	768.98
39180	716.25
39190	791.62
39200	716.25
39210	798.62
39220	750.94
39230	799.01
39240	716.25
39250	791.62
39260	720.69
39270	791.62
39280	791.62
39290	875.58
39310	716.25
39320	791.62
39330	842.62
39340	737.67
39350	716.25
39360	716.25
39370	896.83
39380	716.25
39390	802.74
39400	744.24
39410	716.25
39420	791.62
39440	791.62
39450	742.99
39460	791.62
39470	791.62
39480	791.62
39510	716.25
39520	716.25
39530	791.62
39540	716.25
39550	767.15
39560	791.62
39580	716.25
39590	791.62
39600	716.25
39610	791.62
39620	947.45
39630	791.62
39640	716.25
39650	716.25
39670	716.25
39680	765.06
39690	716.25
39700	716.25
39710	716.25
39720	716.25
39730	742.46
39740	716.25
39750	803.13
39760	716.25
39770	819.18
39790	791.62
39800	791.62
40010	687.39
40020	510.71
40030	555.32
40040	515.69
40050	514.44
40060	549.13
40070	536.08
40080	508.16
40090	564.7
40100	506.53
40110	625.4
40120	465.95
40130	632.18
40140	603.46
40145	616.36
40150	638.2
40160	628.03
40170	519.06
40180	702.62
40190	716.25
40200	547.73
40210	581.66
40220	650.82
40230	633.6
40240	470.04
40250	609.17
40260	681.8
40265	624.45
40270	551.8
40280	547
40290	621.98
40300	647.51
40310	630.46
40320	521.52
40330	521.55
40340	513.24
40350	533.23
40360	633.29
40370	656.43
40380	546.83
40390	478.14
40400	586.28
40410	475.09
40420	521.52
40430	526.37
40440	608.5
40450	614.44
40460	440.22
40470	467.71
40480	516.21
40490	504.86
40500	590.41
40510	490.79
40520	580.56
40530	538.34
40540	548.18
40550	675.04
40560	637.13
40570	515.75
40580	580.13
40590	647.4
40610	500.03
40620	580.17
40630	525.79
40640	650.75
40650	599.1
40660	600.31
40670	716.25
40680	605.45
40690	632.82
40700	602.43
40710	540.09
40720	580.61
40730	612.13
40740	654.16
40750	652.91
40760	488.58
40770	580.74
41000	791.62
41010	791.62
41020	791.62
41030	791.62
41050	791.62
42000	716.25
42010	791.62
42020	716.25
42030	791.62
42040	716.25
42050	735.57
42060	727.75
42070	791.62
42080	791.62
42090	791.62
42100	791.62
42110	716.25
42120	716.25
42130	716.25
42140	804.67
42150	727.11
42160	739.61
42170	791.62
42180	791.62
42190	791.62
42200	732.17
42210	747.32
42220	791.62
42230	716.25
42240	736.64
42250	716.25
42260	727.61
42270	791.62
42280	716.25
42290	791.62
42300	716.51
42310	791.62
42320	716.25
42330	761.84
42340	716.25
42350	716.25
42360	716.25
42370	716.25
42380	791.62
42390	791.62
42400	791.62
42410	791.62
42420	716.25
42430	716.25
42440	716.25
42450	791.62
43010	716.25
43020	716.25
43030	716.25
43040	716.25
43050	716.25
43060	716.25
43070	716.25
43080	724.15
43090	716.25
43100	716.25
43110	716.25
43120	716.25
43130	716.25
43140	716.25
43150	716.25
43160	716.25
43170	716.25
43180	716.25
43190	756.12
43200	716.25
43210	719.55
43220	716.25
43230	716.25
43240	800.64
43250	716.25
43260	757.63
43270	716.25
43280	716.25
43290	716.25
43300	716.25
43310	716.25
43320	716.25
43330	716.25
43340	716.25
43350	716.25
43360	716.25
43370	766.56
43380	716.25
43390	716.25
43400	716.25
43410	716.25
43420	716.25
43430	716.25
43440	716.25
43450	716.25
43460	716.25
43470	716.25
43480	716.25
43490	716.25
43500	716.25
43510	716.25
43520	737.01
43530	716.25
43540	716.25
43550	716.25
43560	716.25
43570	732.73
43580	810.32
43590	766.08
43600	805.8
43610	716.25
43620	716.25
43630	716.25
43640	716.25
43650	716.25
43670	716.25
43680	764.93
44000	791.62
44010	716.25
44020	735.97
44030	901.56
44040	791.62
44050	734.14
44060	716.25
44070	1000.53
44080	716.25
44090	791.62
44100	791.62
44110	716.25
44120	716.25
44130	843.38
44140	716.25
44150	716.25
44160	716.25
44170	716.25
44180	791.62
44190	926.56
44200	845.47
44210	791.62
44220	716.25
44230	791.62
44240	915.86
44250	762.41
44260	716.25
44270	778.98
44280	716.25
44290	716.25
44300	798.06
44310	716.25
44320	791.62
44330	770.02
44340	716.25
44350	716.25
44360	791.62
44370	716.25
44380	716.25
44390	716.25
44400	791.62
44410	793.1
44420	716.25
44430	805.57
44440	716.25
44450	716.25
44460	791.62
44470	780.8
44480	722.61
44490	750.03
44500	887.21
44510	716.25
44520	791.62
44530	716.25
44540	716.25
44550	793.5
44560	716.25
44570	935.35
44580	804.46
44590	794.91
44600	716.25
44610	716.25
44620	716.25
44630	753.73
44640	739.18
44650	735.65
44660	787.99
44670	832.08
44680	894.29
44690	825.96
44700	716.25
44710	716.25
44720	716.25
44730	791.62
44740	791.62
44750	748.41
44760	791.62
44770	791.62
44780	791.62
44790	791.62
44800	739.72
44810	791.62
44820	791.62
44830	791.62
44840	882.73
44850	791.62
44860	791.62
44870	743.37
44880	892.48
44890	791.62
44900	719.68
44910	748.36
44920	737.99
44930	791.62
44940	862.93
45000	946.02
45010	822.29
45020	850.6
45030	896.09
45040	760.14
45050	716.25
45060	935.89
45070	791.62
45080	768.26
45090	791.62
45100	855.56
45110	787.53
45113	897.29
45120	938.58
45130	924.74
45140	731.26
45150	848.67
45160	814.35
45170	868.02
45180	917.46
45190	772.39
45200	732.34
45201	806.46
45210	1034.03
45220	813.87
45221	863.18
45222	734.8
45223	816.59
45224	876.01
45230	739.04
45240	791.62
45250	919.32
45251	916.79
45260	915.36
45270	810.59
45280	1243.12
45281	896.14
45290	797.28
45291	740.45
45292	875.85
45300	746.26
45301	977.18
45310	1000.99
45311	948.56
45312	788.75
45320	791.62
45321	806.29
45330	1019.37
45340	772.95
45341	924.47
45350	743.47
45360	1041.92
45361	716.25
45362	907.76
45370	1106.94
45380	827.87
45390	998.67
45391	924.16
45392	818.3
45400	891.66
45410	949.36
45420	839.23
45421	977.94
45430	886.54
45431	771.65
45440	991.74
45450	902.06
45451	860.47
45460	740.57
45470	872.84
45480	791.62
45490	776.98
45500	788.53
45510	788.54
45511	780.3
45520	783.71
45521	808.82
45522	744.34
45530	928.88
45531	917.63
45540	748.83
45541	1030.53
45542	818.13
45550	1007.91
45551	953.88
45552	716.25
45560	1175.02
45561	830.94
45562	766.78
45563	937.54
45564	791.66
45570	793.24
45580	828.83
45581	849.51
45582	798.59
45583	843.58
45590	891.07
45591	980.02
45592	716.25
45600	1010.06
45610	1064.19
45620	796.89
45621	829.62
45630	896.57
45631	791.62
45632	1098.02
45640	827.58
45650	791.62
45651	760.42
45652	971.45
45653	886.47
45654	862.95
45660	769.04
45661	840.12
45662	830.23
45670	952.43
45671	814.08
45672	716.25
45680	989.95
45681	910.09
45690	909.37
45691	716.25
45700	970.48
45710	852.87
45711	1014.22
45720	1007.13
45721	900.59
45722	808.6
45730	938.22
45731	791.62
45732	1193
45733	837.31
45734	721.66
45740	716.25
45741	902.46
45742	902.65
45743	953.92
45744	921.41
45750	844.41
45751	882.77
45752	889.55
45753	1143.79
45754	794.47
45755	827.3
45756	850.73
45757	1056.85
45758	781.37
45759	885.92
45760	799.52
45761	779.84
45762	1095.14
45770	898.62
45771	948.53
45772	786.49
45780	716.25
45781	797.28
45782	748.63
45783	788.94
45784	968.76
45785	753.31
45790	887.87
45791	736.88
45792	979.46
45793	716.25
45794	836.05
45795	1022.34
45796	909.81
45797	772.52
45800	868.28
45801	1013.1
45802	716.25
45803	925.59
45804	883.49
45810	796.91
45820	747.81
45821	915.21
45822	814.53
45830	945.44
45831	782.81
45832	774.19
45840	1033.11
45841	815.22
45842	819.92
45843	885.81
45844	906.91
45845	798.17
45850	840.71
45860	771.01
45861	716.25
45870	992.31
45871	891.02
45872	760.94
45873	736.45
45874	952.09
45875	821.83
45876	857.64
45877	930.03
45878	796.36
45879	978.36
45880	716.25
45881	845.58
45882	834.51
45883	814.5
45884	1029.45
45885	961.47
45886	834.64
45887	773.59
45888	793.91
45889	891.73
45890	847.4
45891	740.32
45892	878.49
45893	805.17
45900	774.76
45901	745.4
45902	716.25
45903	1051.24
45904	716.25
45905	848.98
45910	916.5
45911	733.87
45912	716.25
45913	870.59
45920	1144.23
45921	946.04
45930	716.25
45940	791.62
45941	851.63
45942	885.26
45943	868.03
45944	954.71
45945	718.92
45946	716.25
45947	871.98
45948	828.7
45949	844.08
45950	921.35
45951	821.21
45952	716.25
45953	761.42
45954	805.24
45955	929.84
45960	722.93
45961	849.02
45962	716.25
45970	835.13
45971	875.51
45972	928.91
45973	870.48
45974	893.86
45980	932.31
45981	851.33
45982	799.69
45983	784.59
46000	786.19
46010	716.25
46020	716.25
46030	716.25
46040	944.2
46050	791.62
46060	724.49
46070	716.25
46080	716.25
46090	716.25
46100	716.25
46110	791.62
46120	716.25
46130	716.25
46140	791.62
46150	716.25
46160	716.25
46170	791.62
46180	716.25
46190	716.25
46200	716.25
46210	791.62
46220	791.62
46230	716.25
46240	791.62
46250	716.25
46260	716.25
46270	716.25
46280	791.62
47000	716.25
47010	716.25
47020	716.25
47030	716.25
47040	716.25
47050	716.25
47060	716.25
47070	716.25
47080	716.25
47090	716.25
47100	716.25
47110	716.25
47120	716.25
47130	716.25
48010	524.56
48020	641.89
49000	716.25
49010	716.25
49011	791.62
49020	738.87
49030	791.62
49040	716.25
49050	716.25
49060	791.62
49070	716.25
49080	777.36
49088	716.25
49090	716.25
49100	716.25
49110	791.62
49111	791.62
49120	716.25
49130	855.39
49140	716.25
49141	716.25
49150	716.25
49160	791.62
49170	716.25
49180	791.62
49190	716.25
49191	716.25
49194	791.62
49200	791.62
49210	791.62
49211	749.59
49212	791.62
49213	716.25
49220	791.62
49230	791.62
49240	791.62
49241	716.25
49250	761.11
49260	791.62
49270	716.25
49280	716.25
49288	791.62
49290	791.62
49291	791.62
49300	791.62
49310	716.25
49320	716.25
49328	716.25
49330	791.62
49340	716.25
49342	791.62
49343	716.25
49350	716.25
49360	791.62
49370	791.62
49380	716.25
49390	716.25
49400	777.9
49410	716.25
49411	791.62
49420	791.62
49421	716.25
49430	791.62
49440	716.25
49450	716.25
49451	791.62
49460	791.62
49470	791.62
49480	791.62
49490	791.62
49500	791.62
49510	716.25
49520	835.47
49522	716.25
49530	791.62
49540	791.62
49550	716.25
49551	716.25
49560	716.25
49561	716.25
49563	791.62
49565	1207.39
49570	791.62
49580	716.25
49590	716.25
49600	716.25
49620	716.25
49621	791.62
49622	791.62
49641	791.62
49650	716.25
49660	716.25
49661	840.23
49670	716.25
49680	716.25
49690	716.25
49700	716.25
49701	791.62
49710	716.25
49711	791.62
49712	791.62
49720	791.62
49730	716.25
49740	791.62
49750	791.62
49770	716.25
49771	716.25
49780	716.25
49790	716.25
49791	791.62
49800	791.62
49801	791.62
49810	716.25
49820	716.25
49830	804.13
49838	791.62
49840	791.62
49850	716.25
49860	716.25
49867	716.25
49870	716.25
49880	791.62
49890	791.62
49891	716.25
49892	791.62
49900	791.62
49910	791.62
49920	716.25
49921	791.62
49930	791.62
49950	791.62
49951	716.25
49960	716.25
49961	791.62
49962	716.25
49970	743.08
49980	716.25
49981	791.62
50000	716.25
50010	716.25
50020	716.25
50030	716.25
50040	716.25
50050	791.62
50060	729.9
50070	716.25
50080	716.25
50090	716.25
50100	723.69
50110	716.25
50120	716.25
50130	716.25
50140	791.62
50150	716.25
50160	791.62
50170	791.62
50180	716.25
50190	716.25
50200	716.25
50210	716.25
50220	725.12
50230	716.25
50240	716.25
50250	716.25
50260	791.62
50270	716.25
50280	751.16
50290	791.62
50300	791.62
50310	791.62
50320	716.25
50330	791.62
50340	739.86
50350	716.25
50360	716.25
50370	716.25
50380	716.25
51000	718.42
51010	791.62
51020	791.62
51030	716.25
51040	743.51
51050	791.62
51060	716.25
51070	791.62
51080	782.03
51090	809.52
51100	716.25
51110	716.25
51120	716.25
51130	716.25
51140	789.58
51150	716.25
51160	716.25
51170	716.25
51180	791.62
51190	791.62
51200	716.25
51210	791.62
51220	861.75
51230	729.81
51240	716.25
51250	734.32
51260	716.25
51270	716.25
51280	720.33
51290	833.78
51300	723.9
51310	716.25
51320	716.25
51330	716.25
51340	805.51
51350	716.25
51360	716.25
51370	716.25
51380	716.25
51390	791.62
51400	759.02
51410	716.25
51420	716.25
51430	716.25
51440	716.25
51450	717.54
51460	716.25
51470	716.25
51480	716.25
51490	791.62
51500	716.25
51510	716.25
51520	716.25
51530	716.25
51540	740.08
52000	717.31
52010	716.25
52020	716.25
52030	716.25
52040	791.62
52050	716.25
52060	716.25
52070	791.62
52080	716.25
52090	716.25
52100	791.62
52110	716.25
52120	791.62
52130	716.25
52140	716.25
52150	791.62
52160	716.25
52170	716.25
52180	716.25
52190	716.25
52200	716.25
52210	716.25
52220	716.25
52230	716.25
52240	791.62
52250	716.25
52260	716.25
52270	716.25
52280	716.25
52290	791.62
52300	791.62
52310	716.25
52320	716.25
52330	716.25
52340	716.25
52350	716.25
52360	716.25
52370	716.25
52380	716.25
52381	716.25
52390	791.62
52400	716.25
52410	791.62
52420	716.25
52430	791.62
52440	791.62
52450	716.25
52460	791.62
52470	716.25
52480	716.25
52490	716.25
52500	791.62
52510	716.25
52520	716.25
52530	716.25
52540	791.62
52550	716.25
52560	716.25
52570	716.25
52580	716.25
52590	716.25
52600	716.25
52610	716.25
52620	716.25
52630	716.25
52640	716.25
52650	791.62
52660	791.62
52670	716.25
52680	716.25
52690	791.62
52700	716.25
53000	788.38
53010	716.25
53020	780.82
53030	810.7
53040	727.68
53050	778.33
53060	779.81
53070	716.25
53080	940.96
53090	716.25
53100	716.25
53110	716.25
53120	716.25
53130	716.25
53140	716.25
53150	739.51
53160	716.25
53170	720.8
53180	740.84
53190	795.61
53200	716.25
53210	724.91
53220	716.25
65010	699.98
65020	674.42
65030	474.37
65040	459.96
65050	478.91
65060	463.32
65070	567.57
65080	462.76
65090	453.06
65100	461.29
65110	466.19
65120	446.09
65130	429.3
65140	463.84
65150	502.93
65160	473.16
65170	468.13
65180	473.37
65190	428.63
65200	447.63
65210	524.81
65220	463.32
	
