PRVDRNUM	PRWI	TCHOP	DSHOPG	COLACP	GAF	TCHCP	DSHCPG	COLA	URSPA	OPCCR	CPCCR
100287	1.0248	0	0.05349	1	1.0169	0	0.04003	1	LURBAN	0.234	0.025
100288	1.0248	0	0.4335	1	1.0169	0	0.14211	1	LURBAN	0.242	0.02
100289	1.0248	0.1156	0	1	1.0169	0.106	0.02906	1	LURBAN	0.255	0.023
100290	0.9315	0	0	1	0.9526	0	0	1	RURAL	0.366	0.054
100291	0.938	0	0.02783	1	0.9571	0	0	1	OURBAN	0.266	0.047
100292	0.8733	0	0	1	0.9114	0	0	1	OURBAN	0.278	0.06
100296	1.0009	0.01819	0.18309	1	1.0006	0.01444	0.07402	1	LURBAN	0.262	0.025
100298	0.9028	0	0	1	0.9324	0	0	1	OURBAN	1.204	0.033
100299	0.9771	0	0	1	0.9843	0	0.02009	1	OURBAN	0.397	0.116
100300	0.9771	0	0	1	0.9843	0	0	1	OURBAN	0.269	0.02259
100301	0.8733	0	0	1	0.9114	0	0	1	OURBAN	0.251	0.023
100302	0.9285	0	0	1	0.9505	0	0	1	LURBAN	0.251	0.023
110001	0.8583	0	0.18421	1	0.9007	0	0.07432	1	OURBAN	0.415	0.049
110002	0.9813	0	0.19688	1	0.9872	0	0	1	RURAL	0.439	0.038
110003	0.7861	0.00404	0.164	1	0.8481	0.00478	0	1	RURAL	0.352	0.045
110004	0.8963	0	0.15215	1	0.9278	0	0.0659	1	OURBAN	0.391	0.028
110005	0.9813	0	0	1	0.9872	0	0	1	LURBAN	0.271	0.032
110006	0.9997	0	0.13323	1	0.9998	0	0.06096	1	OURBAN	0.365	0.029
110007	0.8667	0.02006	0.28147	1	0.9067	0.01518	0.10027	1	OURBAN	0.381	0.033
110008	0.9813	0	0.12	1	0.9872	0	0	1	LURBAN	0.3	0.023
110010	0.9813	0.2768	0.08125	1	0.9872	0.22178	0.04751	1	LURBAN	0.393	0.031
110011	0.9813	0	0.11322	1	0.9872	0	0.05576	1	LURBAN	0.343	0.032
110015	0.9813	0	0.12	1	0.9872	0	0	1	LURBAN	0.338	0.06
110016	0.8588	0	0.13818	1	0.9010	0	0	1	RURAL	0.554	0.043
110018	0.9813	0	0.11398	1	0.9872	0	0	1	LURBAN	0.348	0.037
110020	0.9813	0	0.11166	1	0.9872	0	0.05536	1	LURBAN	0.316	0.025
110023	0.9813	0	0.13204	1	0.9872	0	0	1	RURAL	0.244	0.028
110024	0.8891	0	0.15957	1	0.9227	0	0.06784	1	OURBAN	0.262	0.024
110025	0.9765	0	0.11672	1	0.9838	0	0.05667	1	OURBAN	0.346	0.036
110026	0.7861	0	0.11223	1	0.8481	0	0	1	RURAL	0.418	0.02
110027	0.7861	0	0.12	1	0.8481	0	0	1	RURAL	0.521	0.054
110028	0.9599	0	0.12269	1	0.9724	0	0.05822	1	OURBAN	0.319	0.02
110029	0.9813	0	0.12043	1	0.9872	0	0.05763	1	OURBAN	0.343	0.032
110030	0.9813	0	0.11591	1	0.9872	0	0	1	LURBAN	0.211	0.029
110031	0.9813	0	0.16805	1	0.9872	0	0.07007	1	LURBAN	0.187	0.017
110032	0.7861	0	0.11693	1	0.8481	0	0	1	RURAL	0.431	0.032
110033	0.9813	0.03939	0.07127	1	0.9872	0.06471	0	1	LURBAN	0.324	0.026
110034	0.9599	0.31445	0.32887	1	0.9724	0.33404	0.11315	1	OURBAN	0.424	0.023
110035	0.9813	0	0.07292	1	0.9872	0	0.04537	1	LURBAN	0.396	0.02
110036	0.8891	0.12476	0.21611	1	0.9227	0.08503	0.08276	1	OURBAN	0.308	0.027
110038	0.8454	0	0.17723	1	0.8914	0	0	1	RURAL	0.381	0.026
110039	0.9599	0	0.05493	1	0.9724	0	0.0405	1	OURBAN	0.44	0.042
110040	0.9813	0	0.05956	1	0.9872	0	0	1	LURBAN	0.37	0.019
110041	0.9813	0	0.12	1	0.9872	0	0	1	RURAL	0.402	0.033
110042	0.9813	0	0.04431	1	0.9872	0	0	1	LURBAN	0.465	0.029
110043	0.8891	0	0.02928	1	0.9227	0	0.03222	1	OURBAN	0.278	0.027
110044	0.7861	0	0.12	1	0.8481	0	0	1	RURAL	0.395	0.061
110045	0.9813	0	0.12	1	0.9872	0	0	1	LURBAN	0.497	0.035
110046	0.9813	0	0.12	1	0.9872	0	0	1	LURBAN	0.34	0.023
110050	0.8583	0	0.05359	1	0.9007	0	0	1	OURBAN	0.272	0.027
110051	0.7861	0	0.068	1	0.8481	0	0	1	RURAL	0.544	0.04
110054	0.9813	0.05633	0.25704	1	0.9872	0.056	0.0937	1	OURBAN	0.276	0.027
110059	0.7861	0	0.03822	1	0.8481	0	0	1	RURAL	0.516	0.034
110064	0.902	0.04847	0.32987	1	0.9318	0.04377	0.11342	1	OURBAN	0.359	0.032
110069	0.9568	0	0.12173	1	0.9702	0	0.05797	1	OURBAN	0.444	0.026
110071	0.7861	0	0.12	1	0.8481	0	0	1	RURAL	0.339	0.029
110073	0.7861	0	0.12	1	0.8481	0	0	1	RURAL	0.448	0.029
110074	0.9997	0	0.12447	1	0.9998	0	0.05868	1	OURBAN	0.31	0.042
110075	0.8891	0	0.29355	1	0.9227	0	0	1	RURAL	0.192	0.026
110076	0.9813	0	0.22457	1	0.9872	0	0.08501	1	LURBAN	0.37	0.029
110078	0.9813	0.08429	0.22068	1	0.9872	0.06237	0.08398	1	LURBAN	0.396	0.018
110079	0.9813	0.28199	0.35	1	0.9872	0.29978	0.1189	1	LURBAN	0.376	0.043
110082	0.9813	0	0	1	0.9872	0	0.01335	1	LURBAN	0.28	0.02
110083	0.9813	0.00621	0	1	0.9872	0.00393	0.01777	1	LURBAN	0.354	0.024
110086	0.7861	0	0.12	1	0.8481	0	0	1	RURAL	0.404	0.042
110087	0.9813	0	0.11763	1	0.9872	0	0.05691	1	LURBAN	0.378	0.024
110089	0.7861	0	0.12	1	0.8481	0	0	1	RURAL	0.386	0.061
110091	0.9813	0	0.16961	1	0.9872	0	0.07048	1	LURBAN	0.42	0.026
110092	0.7861	0	0.12	1	0.8481	0	0	1	RURAL	0.524	0.045
110095	0.8667	0	0.22918	1	0.9067	0	0	1	RURAL	0.361	0.029
110100	0.8651	0	0.10285	1	0.9055	0	0	1	RURAL	0.479	0.025
110101	0.7928	0	0.12	1	0.8530	0	0	1	RURAL	0.372	0.027
110104	0.7861	0	0.12	1	0.8481	0	0	1	RURAL	0.423	0.019
110105	0.7861	0	0.12	1	0.8481	0	0	1	RURAL	0.443	0.051
110107	0.9749	0.08589	0.21419	1	0.9827	0.05845	0.08225	1	OURBAN	0.376	0.021
110109	0.7861	0	0.12	1	0.8481	0	0	1	RURAL	0.404	0.041
110111	0.9599	0	0.09141	1	0.9724	0	0	1	OURBAN	0.518	0.037
110112	0.7861	0	0.10132	1	0.8481	0	0	1	RURAL	0.372	0.027
110113	0.9599	0	0.12	1	0.9724	0	0	1	OURBAN	0.564	0.018
110115	0.9813	0.11502	0.37166	1	0.9872	0.12857	0.12491	1	LURBAN	0.202	0.012
110121	0.8454	0	0.12	1	0.8914	0	0	1	RURAL	0.399	0.027
110122	0.8454	0	0.22052	1	0.8914	0	0.08394	1	OURBAN	0.421	0.034
110124	0.7861	0	0.12	1	0.8481	0	0	1	RURAL	0.4	0.042
110125	0.9568	0	0.12	1	0.9702	0	0	1	RURAL	0.246	0.027
110128	0.8891	0	0.12	1	0.9227	0	0	1	RURAL	0.328	0.033
110129	0.902	0	0	1	0.9318	0	0.02824	1	OURBAN	0.351	0.039
110130	0.7861	0	0.12	1	0.8481	0	0	1	RURAL	0.513	0.054
110132	0.7861	0	0.12	1	0.8481	0	0	1	RURAL	0.463	0.03
110135	0.7861	0	0.12	1	0.8481	0	0	1	RURAL	0.465	0.022
110142	0.8046	0	0.12	1	0.8617	0	0	1	RURAL	0.368	0.035
110143	0.9813	0	0.18163	1	0.9872	0	0.07364	1	LURBAN	0.35	0.024
110146	0.9089	0	0.12	1	0.9367	0	0	1	RURAL	0.437	0.053
110150	0.9813	0	0.17004	1	0.9872	0	0	1	RURAL	0.411	0.049
110153	0.9568	0	0.05185	1	0.9702	0	0	1	OURBAN	0.581	0.043
110161	0.9813	0	0.08602	1	0.9872	0	0.04874	1	LURBAN	0.326	0.029
110163	0.8667	0	0.11474	1	0.9067	0	0.05616	1	OURBAN	0.313	0.035
110164	0.9749	0	0.13062	1	0.9827	0	0.06028	1	OURBAN	0.257	0.022
110165	0.9813	0	0.2328	1	0.9872	0	0.08721	1	LURBAN	0.312	0.021
110168	0.9813	0	0	1	0.9872	0	0.02671	1	OURBAN	0.228	0.023
110172	0.9813	0.04795	0.29888	1	0.9872	0.11279	0.10499	1	LURBAN	0.304	0.033
110177	0.9599	0	0.15442	1	0.9724	0	0.06649	1	OURBAN	0.214	0.017
110183	0.9813	0	0	1	0.9872	0	0	1	LURBAN	0.362	0.025
110184	0.9813	0	0.0741	1	0.9872	0	0	1	LURBAN	0.358	0.03
110186	0.902	0	0.13058	1	0.9318	0	0.06027	1	OURBAN	0.263	0.028
110187	0.9813	0	0.12	1	0.9872	0	0	1	LURBAN	0.321	0.015
110189	0.9813	0	0.20589	1	0.9872	0	0	1	RURAL	0.265	0.026
110190	0.8102	0	0.12	1	0.8658	0	0	1	RURAL	0.516	0.042
110191	0.9813	0	0.10491	1	0.9872	0	0.05361	1	LURBAN	0.316	0.027
110192	0.9813	0	0.05357	1	0.9872	0	0.04006	1	LURBAN	0.226	0.029
110194	0.7861	0	0.12	1	0.8481	0	0	1	RURAL	0.283	0.012
110198	0.9813	0	0.07335	1	0.9872	0	0.04548	1	LURBAN	0.208	0.022
110200	0.902	0	0	1	0.9318	0	0	1	OURBAN	0.29	0.018
110201	0.9749	0	0.03747	1	0.9827	0	0.03485	1	OURBAN	0.299	0.027
110203	0.9813	0.15368	0	1	0.9872	0.13285	0	1	LURBAN	0.594	0.029
110205	0.8368	0	0.12	1	0.8851	0	0	1	RURAL	0.352	0.017
110209	0.7861	0	0.12	1	0.8481	0	0	1	RURAL	0.492	0.019
110212	0.8204	0	0.12	1	0.8732	0	0	1	OURBAN	0.339	0.05
110215	0.9813	0	0	1	0.9872	0	0.01864	1	LURBAN	0.377	0.017
110219	0.9813	0.00936	0.28587	1	0.9872	0.0108	0.10146	1	LURBAN	0.232	0.017
110225	0.9813	0	0.10545	1	0.9872	0	0	1	LURBAN	0.316	0.023
110226	0.9813	0	0	1	0.9872	0	0.02561	1	LURBAN	0.427	0.02869
110228	0.9813	0	0.06894	1	0.9872	0	0.04435	1	LURBAN	0.367	0.02869
120001	1.1306	0.07393	0.16185	1.0788	1.0877	0.05137	0.06844	1.25	OURBAN	0.323	0.026
120002	1.0741	0	0.08507	1.0788	1.0502	0	0	1.25	RURAL	0.462	0.034
120004	1.1306	0.12332	0.10964	1.0788	1.0877	0.09225	0	1.25	OURBAN	0.498	0.023
120005	1.0741	0	0.12	1.05358	1.0502	0	0	1.17	RURAL	0.46	0.035
120006	1.1306	0	0.19057	1.0788	1.0877	0	0.076	1.25	OURBAN	0.338	0.024
120007	1.1306	0.04945	0	1.0788	1.0877	0.0425	0.02174	1.25	OURBAN	0.416	0.022
120010	1.1306	0.04862	0.15931	1.0788	1.0877	0.04763	0.06777	1.25	OURBAN	0.374	0.033
120011	1.1306	0.01022	0	1.0788	1.0877	0.0079	0.0157	1.25	OURBAN	0.848	0.02
120014	1.0741	0	0	1.0788	1.0502	0	0	1.25	RURAL	0.367	0.034
120019	1.0741	0	0.12	1.05358	1.0502	0	0	1.17	RURAL	0.593	0.038
120022	1.1306	0.02215	0.05134	1.0788	1.0877	0.01702	0.03934	1.25	OURBAN	0.344	0.027
120026	1.1306	0	0.10111	1.0788	1.0877	0	0.05263	1.25	OURBAN	0.342	0.047
120027	1.1306	0	0.29069	1.0788	1.0877	0	0.10277	1.25	OURBAN	0.387	0.029
120028	1.1306	0	0.06489	1.05358	1.0877	0	0	1.17	RURAL	0.358	0.056
130002	0.8707	0	0.09663	1	0.9095	0	0	1	RURAL	0.485	0.04
130003	0.9615	0	0.0525	1	0.9735	0	0.03971	1	OURBAN	0.524	0.026
130006	0.9497	0.01195	0.12419	1	0.9653	0.01124	0.05861	1	OURBAN	0.607	0.046
130007	0.9497	0.01948	0.05068	1	0.9653	0.02526	0.03912	1	OURBAN	0.482	0.039
130013	0.9497	0	0.11155	1	0.9653	0	0.05533	1	OURBAN	0.433	0.03
130014	0.9497	0.00681	0.24146	1	0.9653	0.00896	0.08952	1	OURBAN	0.331	0.03
130018	0.9273	0	0.07184	1	0.9496	0	0.04509	1	OURBAN	0.321	0.044
130024	0.8493	0	0.04607	1	0.8942	0	0	1	RURAL	0.667	0.06
130025	0.7818	0	0.12	1	0.8449	0	0	1	RURAL	0.619	0.04
130028	0.9187	0.04904	0.15144	1	0.9436	0.04121	0.06571	1	OURBAN	0.456	0.047
130049	1.0227	0	0.03768	1	1.0155	0	0.03492	1	OURBAN	0.459	0.028
130063	0.9497	0	0	1	0.9653	0	0	1	OURBAN	0.725	0.089
130065	0.9273	0	0.12	1	0.9496	0	0	1	OURBAN	0.381	0.052
130066	0.9674	0	0	1	0.9776	0	0	1	OURBAN	0.532	0.093
130067	0.9273	0	0.12	1	0.9496	0	0	1	OURBAN	0.48262	0.03908
130068	0.9674	0	0.02782	1	0.9776	0	0	1	OURBAN	0.474	0.036
140001	0.8715	0	0.03357	1	0.9101	0	0	1	RURAL	0.362	0.024
140002	0.8983	0	0.03028	1	0.9292	0	0.03254	1	LURBAN	0.274	0.02
140007	1.0588	0	0	1	1.0399	0	0.02108	1	LURBAN	0.319	0.028
140008	1.0588	0.0054	0	1	1.0399	0.00563	0.02296	1	LURBAN	0.164	0.011
140010	1.0588	0.14383	0	1	1.0399	0.10468	0.01655	1	LURBAN	0.34	0.037
140011	0.8346	0	0	1	0.8835	0	0	1	RURAL	0.393	0.028
140012	1.0472	0	0.03846	1	1.0321	0	0	1	RURAL	0.327	0.026
140013	0.9385	0	0	1	0.9575	0	0.02617	1	OURBAN	0.302	0.028
140015	0.8983	0.03382	0	1	0.9292	0.03517	0	1	RURAL	0.442	0.04
140018	1.0588	0.21418	0.51752	1	1.0399	0.19876	0.16591	1	LURBAN	0.275	0.024
140019	0.8346	0	0.02989	1	0.8835	0	0	1	RURAL	0.398	0.045
140026	0.8661	0	0	1	0.9062	0	0	1	RURAL	0.491	0.037
140029	1.0588	0.04561	0.08851	1	1.0399	0.03223	0.04938	1	LURBAN	0.23	0.025
140030	1.0588	0	0.05448	1	1.0399	0	0.04035	1	LURBAN	0.319	0.001
140032	0.8983	0	0	1	0.9292	0	0	1	RURAL	0.512	0.038
140033	1.0472	0	0.23535	1	1.0321	0	0.08789	1	OURBAN	0.441	0.007
140034	0.8983	0	0.0719	1	0.9292	0	0	1	RURAL	0.443	0.031
140040	0.9226	0	0.04042	1	0.9463	0	0	1	RURAL	0.255	0.036
140043	0.8894	0	0	1	0.9229	0	0	1	RURAL	0.426	0.044
140046	0.8983	0	0.03969	1	0.9292	0	0	1	RURAL	0.437	0.027
140048	1.0588	0.00213	0.16797	1	1.0399	0.00209	0.07005	1	LURBAN	0.359	0.024
140049	1.0588	0.12183	0.1906	1	1.0399	0.11934	0.07601	1	LURBAN	0.292	0.02
140051	1.0588	0.08033	0.08447	1	1.0399	0.06276	0.04834	1	LURBAN	0.31	0.025
140052	0.8983	0	0.06572	1	0.9292	0	0.04352	1	LURBAN	0.265	0.016
140053	0.8943	0.05915	0.11057	1	0.9264	0.07343	0.05508	1	OURBAN	0.325	0.028
140054	1.0588	0.13717	0.09519	1	1.0399	0.08681	0.0511	1	LURBAN	0.216	0.024
140058	0.8983	0	0.02644	1	0.9292	0	0	1	RURAL	0.334	0.034
140059	0.8983	0	0.04168	1	0.9292	0	0	1	LURBAN	0.532	0.022
140062	1.0588	0	0	1	1.0399	0	0.00513	1	LURBAN	0.393	0.018
140063	1.0588	0.00648	0.03562	1	1.0399	0.00651	0.03426	1	LURBAN	0.292	0.015
140064	0.9226	0	0.03048	1	0.9463	0	0	1	RURAL	0.349	0.019
140065	1.0588	0.05694	0	1	1.0399	0.04831	0.01166	1	LURBAN	0.259	0.044
140066	0.8983	0	0.44851	1	0.9292	0	0.14632	1	LURBAN	0.537	0.018
140067	0.9385	0.11166	0.12798	1	0.9575	0.07313	0.05959	1	OURBAN	0.304	0.021
140068	1.0588	0	0.50149	1	1.0399	0	0.16133	1	LURBAN	0.498	0.011
140075	1.0588	0.2614	0.26448	1	1.0399	0.37882	0.0957	1	LURBAN	0.278	0.014
140077	0.8983	0	0.48439	1	0.9292	0	0.15647	1	LURBAN	0.469	0.025
140080	1.0588	0.19834	0.12449	1	1.0399	0.21644	0.05869	1	LURBAN	0.244	0.019
140082	1.0588	0.17323	0.25836	1	1.0399	0.18939	0.09405	1	LURBAN	0.22	0.023
140083	1.0588	0.00865	0.53261	1	1.0399	0.00694	0.17024	1	LURBAN	0.471	0.012
140084	1.0472	0	0.14401	1	1.0321	0	0.06377	1	OURBAN	0.387	0.027
140088	1.0588	0.35899	0.24016	1	1.0399	0.33032	0.08918	1	LURBAN	0.29	0.019
140089	0.8346	0	0	1	0.8835	0	0	1	RURAL	0.437	0.039
140091	0.9316	0.06509	0.08157	1	0.9526	0.053	0.04759	1	OURBAN	0.306	0.018
140093	0.9245	0	0.06756	1	0.9477	0	0.044	1	OURBAN	0.291	0.022
140094	1.0588	0.03587	0.44399	1	1.0399	0.0374	0.14505	1	LURBAN	0.29	0.014
140095	1.0588	0.02023	0.50957	1	1.0399	0.01917	0.16364	1	LURBAN	0.369	0.018
140100	1.0472	0.01362	0	1	1.0321	0.0171	0	1	OURBAN	0.457	0.037
140101	1.0588	0	0	1	1.0399	0	0	1	LURBAN	0.406	0.056
140103	1.0588	0.01529	0.484	1	1.0399	0.01433	0.15635	1	LURBAN	0.329	0.016
140105	1.0588	0.00681	0.03208	1	1.0399	0.00762	0.03312	1	LURBAN	0.346	0.036
140110	1.0472	0	0.02639	1	1.0321	0	0	1	RURAL	0.461	0.038
140113	0.9316	0.02901	0.08025	1	0.9526	0.03176	0.04725	1	OURBAN	0.289	0.032
140114	1.0588	0.07069	0.21868	1	1.0399	0.05279	0.08345	1	LURBAN	0.182	0.016
140115	1.0588	0.01082	0.41867	1	1.0399	0.01107	0.13796	1	LURBAN	0.33	0.023
140116	1.0588	0	0	1	1.0399	0	0.02169	1	LURBAN	0.367	0.027
140117	1.0588	0.10282	0	1	1.0399	0.07637	0.0107	1	LURBAN	0.258	0.017
140118	1.0588	0	0.0768	1	1.0399	0	0.04637	1	LURBAN	0.289	0.017
140119	1.0588	0.34717	0.15921	1	1.0399	0.36354	0.06775	1	LURBAN	0.239	0.017
140120	0.9385	0	0.04516	1	0.9575	0	0	1	OURBAN	0.335	0.027
140122	1.0588	0.04956	0	1	1.0399	0.04027	0.01806	1	LURBAN	0.273	0.039
140124	1.0588	0.43495	0.34237	1	1.0399	0.40478	0.11685	1	LURBAN	0.288	0.026
140125	0.8983	0	0.32093	1	0.9292	0	0.11098	1	LURBAN	0.167	0.011
140127	0.9484	0.02412	0.03142	1	0.9644	0.02416	0.03291	1	OURBAN	0.367	0.04
140130	1.0472	0	0	1	1.0321	0	0.00632	1	OURBAN	0.358	0.035
140133	1.0588	0	0.20423	1	1.0399	0	0.07961	1	LURBAN	0.228	0.015
140135	0.8346	0.02407	0.04725	1	0.8835	0.02234	0.03801	1	OURBAN	0.309	0.038
140137	0.8983	0	0.07849	1	0.9292	0	0	1	LURBAN	0.573	0.064
140143	1.0472	0	0	1	1.0321	0	0	1	RURAL	0.38	0.03
140145	0.8983	0	0	1	0.9292	0	0	1	LURBAN	0.542	0.054
140147	0.8346	0	0.07554	1	0.8835	0	0	1	RURAL	0.397	0.019
140148	0.8943	0.12706	0.03786	1	0.9264	0.13269	0.03498	1	OURBAN	0.334	0.025
140150	1.0588	0.46699	0.3455	1	1.0399	0.52673	0.1177	1	LURBAN	0.495	0.014
140151	1.0588	0.01368	0.42126	1	1.0399	0.03596	0.13868	1	LURBAN	0.329	0.018
140152	1.0588	0	0.35521	1	1.0399	0	0.12037	1	LURBAN	0.346	0.018
140155	1.0472	0.00344	0.06367	1	1.0321	0.00291	0.043	1	OURBAN	0.298	0.027
140158	1.0588	0.15611	0.28865	1	1.0399	0.22181	0.10222	1	LURBAN	0.296	0.022
140160	0.9704	0	0.03466	1	0.9796	0	0	1	RURAL	0.365	0.017
140161	1.0472	0	0.02901	1	1.0321	0	0	1	RURAL	0.452	0.045
140162	0.9484	0	0	1	0.9644	0	0.02804	1	OURBAN	0.318	0.025
140164	0.8983	0.03393	0.17233	1	0.9292	0.0301	0	1	RURAL	0.356	0.03
140166	0.8346	0.00087	0.13966	1	0.8835	0.00102	0.06264	1	OURBAN	0.415	0.047
140167	0.8346	0	0	1	0.8835	0	0	1	RURAL	0.477	0.025
140172	1.0588	0.13793	0.07959	1	1.0399	0.11279	0.04708	1	LURBAN	0.305	0.022
140174	1.0588	0	0.05544	1	1.0399	0	0.04066	1	LURBAN	0.24	0.018
140176	1.0588	0	0.06033	1	1.0399	0	0	1	LURBAN	0.422	0.04
140177	1.0588	0.02657	0.54963	1	1.0399	0.02587	0.17513	1	LURBAN	0.248	0.013
140179	1.0588	0.00491	0.08056	1	1.0399	0.00419	0.04733	1	LURBAN	0.226	0.015
140180	1.0588	0.0507	0.4428	1	1.0399	0.03398	0.14472	1	LURBAN	0.253	0.018
140181	1.0588	0	0.26183	1	1.0399	0	0.09498	1	LURBAN	0.357	0.008
140182	1.0588	0.30098	0.21369	1	1.0399	0.32421	0.08212	1	LURBAN	0.286	0.021
140184	0.8346	0	0.12214	1	0.8835	0	0	1	RURAL	0.216	0.028
140185	0.8983	0	0.04887	1	0.9292	0	0.03854	1	LURBAN	0.44	0.028
140186	1.0472	0	0.12802	1	1.0321	0	0.0596	1	OURBAN	0.295	0.033
140187	0.8983	0.02306	0.0312	1	0.9292	0.02874	0.03283	1	LURBAN	0.262	0.022
140189	0.8346	0	0.05275	1	0.8835	0	0	1	RURAL	0.408	0.029
140191	1.0588	0	0.11828	1	1.0399	0	0.05707	1	LURBAN	0.305	0.025
140197	1.0588	0	0.19282	1	1.0399	0	0.07659	1	LURBAN	0.368	0.024
140200	1.0588	0	0	1	1.0399	0	0.00954	1	LURBAN	0.279	0.015
140202	1.0472	0	0.04253	1	1.0321	0	0.03649	1	OURBAN	0.239	0.026
140206	1.0588	0.00675	0.54661	1	1.0399	0.00694	0.17426	1	LURBAN	0.336	0.019
140207	1.0588	0	0.21793	1	1.0399	0	0.08325	1	LURBAN	0.353	0.025
140208	1.0588	0.18914	0.05887	1	1.0399	0.13536	0.04177	1	LURBAN	0.333	0.022
140209	0.9385	0.05617	0.12419	1	0.9575	0.04551	0.05861	1	OURBAN	0.253	0.02
140210	0.8346	0	0	1	0.8835	0	0	1	RURAL	0.517	0.03
140211	1.0588	0	0	1	1.0399	0	0.01185	1	LURBAN	0.351	0.026
140213	1.0588	0	0.10754	1	1.0399	0	0.05429	1	LURBAN	0.334	0.029
140217	1.0588	0	0	1	1.0399	0	0.0245	1	LURBAN	0.268	0.02
140223	1.0588	0.18208	0.03417	1	1.0399	0.17461	0.03379	1	LURBAN	0.339	0.027
140224	1.0588	0.22836	0.09505	1	1.0399	0.26097	0.05106	1	LURBAN	0.262	0.02
140228	0.9805	0.02965	0.12985	1	0.9866	0.02648	0.06008	1	OURBAN	0.266	0.023
140231	1.0588	0	0	1	1.0399	0	0.01404	1	LURBAN	0.266	0.062
140233	1.0472	0	0	1	1.0321	0	0.01867	1	OURBAN	0.382	0.02
140234	0.8661	0	0.03134	1	0.9062	0	0	1	RURAL	0.434	0.046
140239	0.9805	0	0.15448	1	0.9866	0	0.06651	1	OURBAN	0.387	0.024
140240	1.0588	0.14468	0.15612	1	1.0399	0.09398	0.06694	1	LURBAN	0.265	0.018
140242	1.0588	0	0	1	1.0399	0	0.01677	1	LURBAN	0.29	0.033
140250	1.0588	0	0.04767	1	1.0399	0	0.03815	1	LURBAN	0.341	0.022
140251	1.0588	0.01395	0.06174	1	1.0399	0.01212	0.0425	1	LURBAN	0.222	0.012
140252	1.0588	0	0	1	1.0399	0	0.01465	1	LURBAN	0.352	0.032
140258	1.0588	0	0	1	1.0399	0	0.02322	1	LURBAN	0.3	0.017
140275	0.8894	0	0.07854	1	0.9229	0	0.04681	1	OURBAN	0.449	0.047
140276	1.0588	0.32724	0.08977	1	1.0399	0.31921	0.0497	1	LURBAN	0.352	0.018
140280	0.8894	0	0.05642	1	0.9229	0	0.04098	1	OURBAN	0.427	0.026
140281	1.0588	0.26791	0.05849	1	1.0399	0.21727	0.04165	1	LURBAN	0.293	0.033
140286	1.0588	0	0	1	1.0399	0	0.02939	1	LURBAN	0.379	0.037
140288	1.0588	0	0	1	1.0399	0	0.01239	1	LURBAN	0.29	0.024
140289	0.8983	0	0.04068	1	0.9292	0	0.03589	1	LURBAN	0.314	0.029
140290	1.0588	0.00208	0	1	1.0399	0.00192	0.02691	1	LURBAN	0.255	0.025
140291	1.0472	0	0	1	1.0321	0	0.00741	1	OURBAN	0.356	0.023
140292	1.0588	0	0.32274	1	1.0399	0	0.11148	1	LURBAN	0.303	0.028
140294	0.8346	0	0.04404	1	0.8835	0	0	1	RURAL	0.226	0.027
140300	1.0588	0.04785	0.31891	1	1.0399	0.04374	0.11043	1	LURBAN	0.907	0.021
140301	1.0588	0.04561	0.22394	1	1.0399	0.05703	0.08485	1	LURBAN	0.288	0.026
140303	1.0588	0	0	1	1.0399	0	0	1	LURBAN	0.433	0.089
150001	0.9718	0	0.04735	1	0.9806	0	0	1	LURBAN	0.523	0.027
150002	1.0472	0.01076	0.17586	1	1.0321	0.01013	0.07212	1	OURBAN	0.411	0.05
150003	0.8677	0	0	1	0.9074	0	0.01604	1	OURBAN	0.418	0.019
150004	1.0472	0.0133	0.11737	1	1.0321	0.01272	0.05684	1	OURBAN	0.324	0.032
150005	0.9718	0	0	1	0.9806	0	0.0213	1	LURBAN	0.577	0.088
150006	0.9504	0	0.03064	1	0.9658	0	0.03265	1	OURBAN	0.363	0.051
150007	0.9464	0	0.06052	1	0.9630	0	0.04219	1	OURBAN	0.387	0.032
150008	1.0472	0	0.21237	1	1.0321	0	0.08177	1	OURBAN	0.51	0.051
150009	0.903	0.0067	0.11043	1	0.9325	0.00532	0.05504	1	LURBAN	0.36	0.03
150010	0.9464	0	0.05459	1	0.9630	0	0.04039	1	OURBAN	0.506	0.047
150011	0.959	0	0.07476	1	0.9717	0	0	1	RURAL	0.556	0.067
150012	0.9643	0.05101	0.04511	1	0.9754	0.05116	0.03732	1	OURBAN	0.337	0.026
150015	0.8899	0	0.07967	1	0.9232	0	0.0471	1	OURBAN	0.355	0.045
150017	0.9041	0.01594	0.03923	1	0.9333	0.01055	0.03542	1	OURBAN	0.292	0.033
150018	0.9541	0	0.04523	1	0.9683	0	0.03736	1	OURBAN	0.428	0.04
150021	0.9041	0.00892	0.09338	1	0.9333	0.00825	0.05063	1	OURBAN	0.372	0.034
150022	0.8727	0	0	1	0.9110	0	0	1	RURAL	0.395	0.073
150023	0.959	0.02885	0.08773	1	0.9717	0.02298	0.04918	1	OURBAN	0.338	0.029
150024	0.9718	0.26502	0.40283	1	0.9806	0.29177	0.13354	1	LURBAN	0.505	0.014
150026	0.9541	0	0.05939	1	0.9683	0	0.04191	1	OURBAN	0.431	0.033
150029	0.9643	0.03229	0.10332	1	0.9754	0.02868	0	1	OURBAN	0.331	0.019
150030	0.959	0	0.05621	1	0.9717	0	0.04091	1	LURBAN	0.497	0.043
150033	0.9718	0.02471	0	1	0.9806	0.01929	0.02733	1	LURBAN	0.478	0.037
