PRVDRNUM	PRWI	TCHOP	DSHOPG	COLACP	GAF	TCHCP	DSHCPG	COLA	URSPA	OPCCR	CPCCR
030105	1.0111	0	0	1	1.0076	0	0.01738	1	LURBAN	0.229	0.021
030106	1.0111	0	0.51888	1	1.0076	0	0.1663	1	LURBAN	0.267	0.027
030107	1.0111	0	0	1	1.0076	0	0	1	LURBAN	0.356	0.053
030108	1.0111	0	0.07358	1	1.0076	0	0	1	LURBAN	0.423	0.085
030110	1.0111	0	0.12	1	1.0076	0	0	1	LURBAN	0.253	0.026
030111	0.9417	0	0.12	1	0.9597	0	0	1	OURBAN	0.587	0.029
030112	1.0111	0	0	1	1.0076	0	0	1	LURBAN	0.762	0.023
030113	1.4401	0	0.12	1	1.2837	0	0	1	RURAL	0.36	0.023
030114	0.9417	0	0	1	0.9597	0	0	1	OURBAN	0.305	0.023
030115	1.0111	0	0.1268	1	1.0076	0	0.05929	1	LURBAN	0.324	0.023
030117	0.9334	0	0.09183	1	0.9539	0	0	1	OURBAN	0.36	0.023
030118	0.9961	0	0	1	0.9973	0	0	1	OURBAN	0.284	0.023
030119	1.0111	0	0	1	1.0076	0	0	1	LURBAN	0.284	0.023
040001	0.8872	0	0.12	1	0.9213	0	0	1	OURBAN	0.447	0.026
040002	0.7516	0	0.1636	1	0.8224	0	0	1	RURAL	0.491	0.036
040004	0.8872	0.03861	0.06305	1	0.9213	0.02973	0.04284	1	OURBAN	0.325	0.029
040007	0.8961	0.00507	0.14917	1	0.9276	0.00606	0.06512	1	OURBAN	0.28	0.019
040010	0.8872	0	0.07999	1	0.9213	0	0.04719	1	OURBAN	0.45	0.051
040011	0.7516	0	0.07062	1	0.8224	0	0	1	RURAL	0.618	0.081
040014	0.8725	0	0.14434	1	0.9108	0	0	1	RURAL	0.209	0.015
040015	0.7516	0	0.12	1	0.8224	0	0	1	RURAL	0.451	0.04
040016	0.8961	0.30751	0.29972	1	0.9276	0.22769	0.10521	1	OURBAN	0.386	0.015
040017	0.8715	0	0.1007	1	0.9101	0	0	1	RURAL	0.382	0.02
040018	0.8053	0	0.12332	1	0.8622	0	0.05838	1	OURBAN	0.186	0.034
040019	0.8964	0	0.12	1	0.9278	0	0	1	RURAL	0.519	0.052
040020	0.8964	0.02242	0.095	1	0.9278	0.01594	0.05105	1	OURBAN	0.523	0.015
040021	0.8961	0	0.04783	1	0.9276	0	0.0382	1	OURBAN	0.171	0.011
040022	0.8872	0.02081	0.1033	1	0.9213	0.01178	0.05319	1	OURBAN	0.301	0.022
040026	0.9106	0	0.06456	1	0.9379	0	0.04323	1	OURBAN	0.198	0.01
040027	0.862	0	0.04755	1	0.9033	0	0	1	RURAL	0.413	0.046
040029	0.8961	0	0.06122	1	0.9276	0	0.04237	1	OURBAN	0.418	0.038
040036	0.8961	0	0.042	1	0.9276	0	0.03632	1	OURBAN	0.321	0.018
040039	0.8153	0	0.11963	1	0.8695	0	0	1	RURAL	0.487	0.034
040041	0.8725	0	0.20459	1	0.9108	0	0	1	RURAL	0.213	0.014
040042	0.9314	0.05034	0.31693	1	0.9525	0.08844	0.10989	1	LURBAN	0.419	0.005
040047	0.7633	0	0.0278	1	0.8311	0	0	1	RURAL	0.586	0.121
040050	0.7516	0	0.10771	1	0.8224	0	0	1	RURAL	0.384	0.025
040051	0.7516	0	0.12	1	0.8224	0	0	1	RURAL	0.551	0.034
040055	0.8053	0.03007	0.12324	1	0.8622	0.02096	0.05836	1	OURBAN	0.292	0.027
040062	0.8053	0	0.09711	1	0.8622	0	0.0516	1	OURBAN	0.345	0.022
040067	0.7523	0	0.12	1	0.8229	0	0	1	RURAL	0.395	0.028
040069	0.8964	0	0.20224	1	0.9278	0	0	1	RURAL	0.464	0.05
040071	0.8725	0.048	0.19818	1	0.9108	0.03933	0.07801	1	OURBAN	0.332	0.025
040072	0.7516	0	0.10724	1	0.8224	0	0	1	RURAL	0.429	0.035
040074	0.8961	0	0.10445	1	0.9276	0	0	1	OURBAN	0.447	0.039
040076	0.8725	0	0.07165	1	0.9108	0	0	1	OURBAN	0.343	0.021
040078	0.9106	0	0.17243	1	0.9379	0	0.07122	1	OURBAN	0.168	0.012
040080	0.8503	0	0.12	1	0.8949	0	0	1	RURAL	0.174	0.013
040081	0.7873	0	0.04278	1	0.8489	0	0	1	RURAL	1.102	0.056
040084	0.8961	0	0.04516	1	0.9276	0	0.03733	1	OURBAN	0.416	0.05
040085	0.8964	0	0.12	1	0.9278	0	0	1	RURAL	0.225	0.031
040088	0.7765	0.0238	0.16225	1	0.8409	0.02393	0	1	RURAL	0.26	0.024
040091	0.7782	0	0.12	1	0.8422	0	0	1	RURAL	0.258	0.027
040100	0.8725	0	0.0667	1	0.9108	0	0	1	RURAL	0.304	0.025
040114	0.8961	0.00589	0.05658	1	0.9276	0.00447	0.04103	1	OURBAN	0.308	0.01
040118	0.8503	0	0.087	1	0.8949	0	0.04899	1	OURBAN	0.247	0.015
040119	0.8725	0	0.06981	1	0.9108	0	0	1	RURAL	0.304	0.028
040134	0.8961	0	0	1	0.9276	0	0	1	OURBAN	0.328	0.031
040137	0.8961	0	0	1	0.9276	0	0	1	OURBAN	0.328	0.038
040138	0.8872	0	0.02723	1	0.9213	0	0	1	OURBAN	0.28	0.047
040141	0.8872	0	0.12	1	0.9213	0	0	1	OURBAN	0.408	0.089
040142	0.9106	0	0	1	0.9379	0	0	1	OURBAN	0.4	0.082
040145	0.8503	0	0	1	0.8949	0	0	1	OURBAN	0.331	0.075
040147	0.8961	0	0	1	0.9276	0	0	1	OURBAN	0.332	0.02576
050002	1.5354	0	0.37181	1	1.3413	0	0.12494	1	LURBAN	0.224	0.01
050006	1.2652	0	0.16186	1	1.1748	0	0	1	RURAL	0.26	0.019
050007	1.4948	0	0	1	1.3169	0	0.02434	1	LURBAN	0.229	0.017
050008	1.4828	0.00529	0.06943	1	1.3097	0.00836	0.04448	1	LURBAN	0.228	0.011
050009	1.4268	0	0.11053	1	1.2756	0	0.05506	1	OURBAN	0.263	0.015
050013	1.4268	0	0.10252	1	1.2756	0	0.05299	1	OURBAN	0.204	0.014
050014	1.2919	0	0	1	1.1917	0	0	1	RURAL	0.329	0.039
050016	1.2055	0	0	1	1.1365	0	0	1	OURBAN	0.186	0.017
050017	1.3068	0.00202	0.15757	1	1.2011	0.00158	0.06732	1	LURBAN	0.2	0.005
050018	1.1736	0	0.86242	1	1.1159	0	0.26891	1	LURBAN	0.435	0.033
050022	1.1736	0	0.24738	1	1.1159	0	0.09111	1	LURBAN	0.197	0.017
050024	1.1736	0	0.52107	1	1.1159	0	0.16692	1	LURBAN	0.216	0.009
050025	1.1736	0.2802	0.29916	1	1.1159	0.2713	0.10506	1	LURBAN	0.307	0.024
050026	1.1736	0	0.18413	1	1.1159	0	0.0743	1	LURBAN	0.192	0.01
050028	1.1736	0	0.09383	1	1.1159	0	0	1	RURAL	0.341	0.021
050030	1.1736	0	0.21162	1	1.1159	0	0.08157	1	OURBAN	0.241	0.011
050036	1.1736	0	0.17988	1	1.1159	0	0.07318	1	OURBAN	0.2	0.011
050038	1.5441	0.18108	0.59658	1	1.3465	0.17183	0.18875	1	LURBAN	0.374	0.029
050039	1.1736	0	0.08689	1	1.1159	0	0.04896	1	OURBAN	0.209	0.008
050040	1.1736	0.29007	0.39625	1	1.1159	0.32115	0.13171	1	LURBAN	0.238	0.016
050042	1.2652	0	0.12	1	1.1748	0	0	1	RURAL	0.308	0.014
050043	1.5354	0.00055	0.24366	1	1.3413	0.00062	0.09011	1	LURBAN	0.208	0.008
050045	1.1736	0	0.3021	1	1.1159	0	0.10586	1	OURBAN	0.316	0.017
050046	1.1736	0	0	1	1.1159	0	0	1	OURBAN	0.284	0.015
050047	1.4828	0.10693	0.091	1	1.3097	0.08519	0.05002	1	LURBAN	0.221	0.016
050054	1.1736	0	0.12	1	1.1159	0	0	1	LURBAN	0.291	0.019
050055	1.4828	0	0.48804	1	1.3097	0	0.1575	1	LURBAN	0.305	0.022
050056	1.1736	0	0.36895	1	1.1159	0	0.12416	1	LURBAN	0.246	0.015
050057	1.1736	0	0.27243	1	1.1159	0	0.09784	1	OURBAN	0.225	0.012
050058	1.1736	0	0.56106	1	1.1159	0	0.17843	1	LURBAN	0.159	0.008
050060	1.1736	0.08768	0.43774	1	1.1159	0.0758	0.1433	1	OURBAN	0.305	0.022
050063	1.1736	0.00496	0.77954	1	1.1159	0.00453	0.24335	1	LURBAN	0.145	0.002
050067	1.202	0	0.12	1	1.1343	0	0	1	OURBAN	0.273	0.003
050069	1.1736	0	0.11519	1	1.1159	0	0.05627	1	LURBAN	0.204	0.012
050070	1.4948	0	0	1	1.3169	0	0.00954	1	LURBAN	0.456	0.026
050071	1.5344	0.13869	0	1	1.3407	0.10878	0.00802	1	LURBAN	0.322	0.019
050072	1.5344	0.01438	0	1	1.3407	0.00933	0.00694	1	LURBAN	0.244	0.015
050073	1.5344	0.01071	0	1	1.3407	0.00677	0.02643	1	OURBAN	0.376	0.035
050075	1.5354	0.09726	0	1	1.3413	0.08602	0.01482	1	LURBAN	0.529	0.026
050076	1.5344	0.13807	0	1	1.3407	0.11499	0.01456	1	LURBAN	0.422	0.024
050077	1.1736	0.06967	0.28416	1	1.1159	0.0618	0.101	1	LURBAN	0.232	0.013
050078	1.1736	0	0.14097	1	1.1159	0	0.06298	1	LURBAN	0.208	0.015
050079	1.5344	0	0.31179	1	1.3407	0	0.1085	1	LURBAN	0.166	0.007
050082	1.1736	0	0.17416	1	1.1159	0	0.07167	1	OURBAN	0.219	0.015
050084	1.1942	0	0.25503	1	1.1292	0	0.09316	1	OURBAN	0.177	0.007
050089	1.1736	0	0.61377	1	1.1159	0	0.19378	1	LURBAN	0.193	0.01
050090	1.4802	0	0.06042	1	1.3081	0	0	1	OURBAN	0.336	0.019
050091	1.1736	0	0.88289	1	1.1159	0	0.2753	1	LURBAN	0.185	0.011
050093	1.1736	0	0.13199	1	1.1159	0	0.06064	1	OURBAN	0.287	0.022
050096	1.1736	0.02832	0.12	1	1.1159	0.08761	0	1	LURBAN	0.29	0.02
050099	1.1736	0	0.09819	1	1.1159	0	0.05187	1	LURBAN	0.238	0.013
050100	1.1736	0	0.12771	1	1.1159	0	0.05952	1	LURBAN	0.207	0.011
050101	1.5344	0	0.29733	1	1.3407	0	0.10457	1	OURBAN	0.274	0.016
050102	1.1736	0	0.34335	1	1.1159	0	0.11711	1	LURBAN	0.282	0.018
050103	1.1736	0.10051	0.60123	1	1.1159	0.0758	0.19011	1	LURBAN	0.212	0.013
050104	1.1736	0	0.63803	1	1.1159	0	0.20091	1	LURBAN	0.239	0.016
050107	1.1736	0	0.24593	1	1.1159	0	0.09072	1	OURBAN	0.198	0.01
050108	1.3068	0.0106	0.23038	1	1.2011	0.00822	0.08656	1	LURBAN	0.2	0.014
050110	1.1736	0	0.10993	1	1.1159	0	0	1	OURBAN	0.512	0.013
050111	1.1736	0	0.4506	1	1.1159	0	0.14691	1	LURBAN	0.261	0.013
050112	1.1736	0.03871	0.09329	1	1.1159	0.04409	0.05061	1	LURBAN	0.293	0.011
050113	1.4948	0.0073	0.12	1	1.3169	0.00697	0	1	LURBAN	0.586	0.044
050114	1.1736	0.00768	0.12698	1	1.1159	0.0087	0.05933	1	LURBAN	0.234	0.015
050115	1.1736	0.00142	0.14791	1	1.1159	0.00104	0.06479	1	LURBAN	0.275	0.021
050116	1.1736	0.02108	0.28713	1	1.1159	0.01754	0.1018	1	LURBAN	0.191	0.008
050118	1.202	0	0.06228	1	1.1343	0	0	1	OURBAN	0.109	0.009
050121	1.1736	0	0.12	1	1.1159	0	0	1	OURBAN	0.195	0.018
050122	1.1942	0	0.15196	1	1.1292	0	0.06585	1	OURBAN	0.245	0.01
050124	1.1736	0	0.05399	1	1.1159	0	0	1	LURBAN	0.24	0.012
050125	1.5441	0	0.46189	1	1.3465	0	0.15009	1	LURBAN	0.194	0.021
050126	1.1736	0	0.40895	1	1.1159	0	0.13525	1	LURBAN	0.238	0.022
050127	1.3068	0	0.12139	1	1.2011	0	0.05788	1	LURBAN	0.231	0.012
050128	1.1736	0.00295	0.08923	1	1.1159	0.0028	0.04956	1	LURBAN	0.283	0.024
050129	1.1736	0	0.29101	1	1.1159	0	0.10286	1	LURBAN	0.212	0.013
050131	1.4802	0	0	1	1.3081	0	0	1	LURBAN	0.263	0.066
050132	1.1736	0.04065	0.37281	1	1.1159	0.03957	0.12522	1	LURBAN	0.162	0.016
050133	1.2919	0	0.18586	1	1.1917	0	0.07475	1	OURBAN	0.343	0.019
050135	1.1736	0	0.48792	1	1.1159	0	0.15747	1	LURBAN	0.186	0.001
050136	1.4802	0	0.07778	1	1.3081	0	0	1	OURBAN	0.239	0.011
050137	1.1736	0.00327	0.05029	1	1.1159	0.0039	0.039	1	LURBAN	0.19	0.022
050138	1.1736	0.18244	0.04252	1	1.1159	0.17061	0.03648	1	LURBAN	0.181	0.019
050139	1.1736	0.00827	0	1	1.1159	0.00808	0.01977	1	LURBAN	0.222	0.013
050140	1.1736	0.04831	0	1	1.1159	0.04115	0.02386	1	LURBAN	0.111	0.014
050145	1.4594	0	0	1	1.2955	0	0.0219	1	OURBAN	0.372	0.039
050149	1.1736	0.01889	0.71266	1	1.1159	0.01627	0.22311	1	LURBAN	0.249	0.013
050150	1.2919	0	0	1	1.1917	0	0	1	RURAL	0.306	0.014
050152	1.4828	0.00153	0.28186	1	1.3097	0.00291	0.10038	1	LURBAN	0.21	0.013
050153	1.5441	0.0237	0.18986	1	1.3465	0.02833	0.07581	1	LURBAN	0.177	0.009
050158	1.1736	0.0229	0.05849	1	1.1159	0.01912	0	1	LURBAN	0.157	0.006
