mprovno	ssa	county
520063	52	Washington
520008	52	Waukesha
520062	52	Waukesha
520170	52	Waukesha
520045	52	Winnebago
520198	52	Winnebago
520048	52	Winnebago
520037	52	Wood
520033	52	Wood
520103	52	Waukesha
530025	53	Albany
530002	53	Campbell
530009	53	Carbon
530008	53	Fremont
530010	53	Fremont
530014	53	Laramie
530017	53	Lincoln
530012	53	Natrona
530033	53	Natrona
530006	53	Sheridan
530011	53	Sweetwater
530015	53	Teton
530032	53	Uinta
660001	66	Mp
670011	67	Bastrop
670054	67	Bexar
670051	67	Brazos
670025	67	Collin
670002	67	Dallas
670049	67	Dallas
670010	67	Denton
670033	67	Denton
670039	67	Denton
670047	67	El Paso
670004	67	Fayette
670053	67	Fort Bend
670019	67	Harris
670012	67	Harris
670040	67	Harris
670048	67	Harris
670032	67	Harris
670024	67	Harris
670029	67	Harris
670027	67	Harris
670031	67	Harris
670008	67	Harris
670005	67	Harrist
670007	67	Jefferson
670018	67	Liberty
670050	67	Lubbock
670038	67	Montgomery
670044	67	Rockwall
670046	67	Tarrant
670042	67	Tarrant
670023	67	Tarrant
670045	67	Tarrant
670006	67	Travis
670043	67	Travis
670041	67	Williamson
670034	67	Williamson
670052	67	Wise
