PRVDRNUM	PRWI	TCHOP	DSHOPG	COLACP	GAF	TCHCP	DSHCPG	COLA	URSPA	OPCCR	CPCCR
10001	0.8401	0	0.1274	1	0.8875	0	0.05944	1	OURBAN	0.273	0.028
10005	0.8632	0	0.11018	1	0.9042	0	0	1	RURAL	0.317	0.058
10006	0.7878	0	0.07113	1	0.8493	0	0.04491	1	OURBAN	0.222	0.018
10007	0.7618	0	0.10188	1	0.83	0	0	1	RURAL	0.467	0.058
10008	0.7792	0	0.12	1	0.8429	0	0	1	RURAL	0.372	0.021
10009	0.8679	0	0.07806	1	0.9075	0	0.04669	1	OURBAN	0.177	0.014
10010	0.8632	0	0.07651	1	0.9042	0	0	1	RURAL	0.307	0.043
10011	0.8754	0.02737	0.03727	1	0.9129	0.01126	0.03479	1	LURBAN	0.3	0.022
10012	0.9489	0	0.12	1	0.9647	0	0	1	RURAL	0.232	0.02
10015	0.7664	0	0.12	1	0.8334	0	0	1	RURAL	0.495	0.037
10016	0.8754	0	0.07623	1	0.9129	0	0.04622	1	LURBAN	0.19	0.019
10018	0.8754	0.20578	0	1	0.9129	0.2635	0	1	LURBAN	0.618	0.079
10019	0.7878	0	0.13472	1	0.8493	0	0.06135	1	OURBAN	0.367	0.038
10021	0.767	0	0.12	1	0.8339	0	0	1	RURAL	0.387	0.03
10022	0.9739	0	0.09168	1	0.9821	0	0	1	OURBAN	0.369	0.02
10023	0.8302	0.0492	0.25309	1	0.8804	0.02274	0.09264	1	OURBAN	0.206	0.015
10024	0.8302	0	0.1098	1	0.8804	0	0.05488	1	OURBAN	0.265	0.033
10025	0.8464	0	0.10384	1	0.8921	0	0	1	RURAL	0.508	0.031
10027	0.7644	0	0.12	1	0.832	0	0	1	RURAL	0.502	0.037
10029	0.8464	0	0.12104	1	0.8921	0	0.05779	1	OURBAN	0.424	0.049
10032	0.7943	0	0.05806	1	0.8541	0	0	1	RURAL	0.564	0.018
10033	0.8754	0.14656	0.19946	1	0.9129	0.06636	0.07835	1	LURBAN	0.254	0.024
10034	0.8302	0	0.06701	1	0.8804	0	0	1	OURBAN	0.461	0.042
10035	0.8632	0	0.0972	1	0.9042	0	0	1	RURAL	0.284	0.044
10036	0.7618	0	0.12	1	0.83	0	0	1	RURAL	0.236	0.018
10038	0.8025	0	0.04322	1	0.8601	0	0.03671	1	OURBAN	0.169	0.014
10039	0.8953	0.02188	0.07969	1	0.9271	0.00842	0.04711	1	OURBAN	0.216	0.016
10040	0.8022	0	0.11126	1	0.8599	0	0.05525	1	OURBAN	0.121	0.008
10043	0.8754	0	0.08084	1	0.9129	0	0	1	LURBAN	0.465	0.03
10044	0.7618	0	0.02517	1	0.83	0	0	1	RURAL	0.363	0.037
10045	0.784	0	0.0877	1	0.8465	0	0	1	RURAL	0.353	0.034
10046	0.8022	0	0.04283	1	0.8599	0	0.03658	1	OURBAN	0.152	0.014
10047	0.7745	0	0.11871	1	0.8395	0	0	1	RURAL	0.58	0.034
10049	0.7644	0	0.12	1	0.832	0	0	1	RURAL	0.179	0.01
10050	0.8754	0	0.08771	1	0.9129	0	0	1	LURBAN	0.358	0.047
10051	0.8731	0	0.12	1	0.9113	0	0	1	OURBAN	0.975	0.034
10052	0.8302	0	0.12	1	0.8804	0	0	1	RURAL	0.383	0.028
10054	0.8679	0	0.15316	1	0.9075	0	0.06616	1	OURBAN	0.161	0.013
10055	0.829	0	0.04885	1	0.8795	0	0.03853	1	OURBAN	0.154	0.014
10056	0.8754	0.00169	0	1	0.9129	0.00055	0.01428	1	LURBAN	0.346	0.037
10058	0.8754	0	0.05699	1	0.9129	0	0	1	LURBAN	0.575	0.041
10059	0.8679	0	0.12	1	0.9075	0	0	1	OURBAN	0.352	0.03
10061	0.8716	0	0.12	1	0.9102	0	0	1	RURAL	0.389	0.027
10062	0.7743	0	0.09859	1	0.8393	0	0	1	OURBAN	0.495	0.05
10064	0.8754	0.12893	0.05361	1	0.9129	0.07386	0.04007	1	LURBAN	0.315	0.016
10065	0.8632	0	0.1368	1	0.9042	0	0	1	RURAL	0.38	0.049
10066	0.7618	0	0.03188	1	0.83	0	0	1	RURAL	0.449	0.008
10069	0.7618	0	0.08518	1	0.83	0	0	1	RURAL	0.24	0.016
10073	0.7618	0	0.07025	1	0.83	0	0	1	RURAL	0.515	0.028
10078	0.8025	0.0099	0.11383	1	0.8601	0.00317	0.05592	1	OURBAN	0.201	0.017
10079	0.8953	0	0.14161	1	0.9271	0	0.06314	1	OURBAN	0.429	0.048
10083	0.8084	0	0.05761	1	0.8645	0	0	1	RURAL	0.221	0.02
10085	0.8679	0	0.09153	1	0.9075	0	0.05016	1	OURBAN	0.286	0.032
10086	0.7618	0	0.12	1	0.83	0	0	1	RURAL	0.226	0.023
10087	0.7828	0.29158	0.26971	1	0.8456	0.16608	0.0971	1	OURBAN	0.429	0.011
10089	0.8754	0	0.12565	1	0.9129	0	0.05899	1	LURBAN	0.193	0.028
10090	0.8	0	0.05022	1	0.8583	0	0.03897	1	OURBAN	0.296	0.02
10091	0.7664	0	0.12	1	0.8334	0	0	1	RURAL	0.324	0.025
10092	0.8731	0.04196	0.13412	1	0.9113	0.01431	0.06119	1	OURBAN	0.234	0.019
10095	0.8731	0	0.12	1	0.9113	0	0	1	OURBAN	0.615	0.09
10097	0.8302	0	0.12	1	0.8804	0	0	1	OURBAN	0.571	0.065
10099	0.7618	0	0.12	1	0.83	0	0	1	RURAL	0.422	0.034
10100	0.8084	0	0	1	0.8645	0	0	1	RURAL	0.308	0.03
10101	0.8632	0	0.30647	1	0.9042	0	0.10705	1	OURBAN	0.252	0.024
10102	0.8302	0	0.12	1	0.8804	0	0	1	RURAL	0.935	0.024
10103	0.8754	0.06192	0.06952	1	0.9129	0.02797	0.0445	1	LURBAN	0.162	0.013
10104	0.8754	0.05416	0.06006	1	0.9129	0.02565	0.04208	1	LURBAN	0.167	0.01
10108	0.8302	0	0.04241	1	0.8804	0	0	1	OURBAN	0.194	0.017
10109	0.8023	0	0.12	1	0.86	0	0	1	RURAL	0.439	0.019
10110	0.7833	0	0.12	1	0.846	0	0	1	RURAL	0.425	0.049
10112	0.7618	0	0.12	1	0.83	0	0	1	RURAL	0.532	0.047
10113	0.7828	0.0006	0.0905	1	0.8456	0.00123	0.04989	1	OURBAN	0.293	0.019
10114	0.8754	0	0.07888	1	0.9129	0	0.0469	1	LURBAN	0.218	0.015
10118	0.8302	0.04159	0.36027	1	0.8804	0.02058	0	1	RURAL	0.274	0.02
10120	0.7618	0	0.1076	1	0.83	0	0	1	RURAL	0.361	0.03
10125	0.8094	0	0.11401	1	0.8652	0	0	1	RURAL	0.269	0.041
10126	0.8302	0	0.12	1	0.8804	0	0	1	RURAL	0.205	0.028
10128	0.7664	0	0.12	1	0.8334	0	0	1	RURAL	0.335	0.039
10129	0.7752	0	0.12	1	0.84	0	0	1	RURAL	0.462	0.092
10130	0.8754	0	0.07101	1	0.9129	0	0	1	LURBAN	0.452	0.018
10131	0.8953	0	0	1	0.9271	0	0.01639	1	OURBAN	0.136	0.016
10137	0.8754	0.01227	0.2768	1	0.9129	0.02897	0.09901	1	LURBAN	0.69	0.021
10138	0.7684	0	0.12	1	0.8349	0	0	1	RURAL	0.628	0.02
10139	0.8754	0	0	1	0.9129	0	0.02077	1	LURBAN	0.129	0.012
10143	0.8632	0	0.06494	1	0.9042	0	0	1	RURAL	0.153	0.012
10144	0.7828	0.00164	0	1	0.8456	0.00062	0.0232	1	OURBAN	0.35	0.039
10145	0.8731	0	0.20358	1	0.9113	0	0.07944	1	OURBAN	0.276	0.023
10146	0.8025	0	0.12	1	0.8601	0	0	1	OURBAN	0.234	0.035
10148	0.7618	0	0.12	1	0.83	0	0	1	RURAL	0.417	0.017
10149	0.8302	0	0.20898	1	0.8804	0	0.08087	1	OURBAN	0.167	0.013
10150	0.8464	0	0.12	1	0.8921	0	0	1	RURAL	0.173	0.024
10152	0.7828	0.12178	0.14693	1	0.8456	0.16717	0.06453	1	OURBAN	0.415	0.02
10157	0.7878	0	0.04007	1	0.8493	0	0.03569	1	OURBAN	0.274	0.047
10158	0.7878	0	0.12	1	0.8493	0	0	1	RURAL	0.211	0.028
10164	0.8632	0	0.13222	1	0.9042	0	0.0607	1	OURBAN	0.201	0.016
10167	0.8754	0	0.03429	1	0.9129	0	0	1	LURBAN	0.753	0.088
10168	0.9028	0	0.12	1	0.9324	0	0	1	OURBAN	0.944	.
20001	1.1852	0.03313	0.18909	1.07565	1.1234	0.01338	0.07561	1.24	OURBAN	0.392	0.023
20006	1.1852	0	0.12	1.0788	1.1234	0	0	1.25	OURBAN	0.417	0.047
20008	1.2554	0	0.12	1.07565	1.1685	0	0	1.24	RURAL	0.789	0.063
20012	1.1852	0	0.17782	1.07565	1.1234	0	0.07264	1.24	OURBAN	0.574	0.047
20014	1.1852	0	0.10305	1.0788	1.1234	0	0	1.25	RURAL	0.865	0.058
20017	1.1852	0	0.13445	1.07565	1.1234	0	0.06128	1.24	OURBAN	0.271	0.032
20018	1.9249	0	0.12	1.0788	1.5659	0	0	1.25	RURAL	0.751	0.038
20024	1.1852	0	0.11823	1.0788	1.1234	0	0	1.25	RURAL	0.634	0.087
20026	1.9249	0	0.12	1.07565	1.5659	0	0	1.24	RURAL	0.421	0.038
20027	1.9249	0	0.04585	1.0788	1.5659	0	0	1.25	RURAL	0.751	0.038
20028	1.1852	0	0	1.07565	1.1234	0	0	1.24	OURBAN	0.421	0.038
30001	1.0224	0	0.5246	1	1.0153	0	0.16793	1	LURBAN	0.278	0.015
30002	1.0224	0.11598	0.21161	1	1.0153	0.04218	0.08157	1	LURBAN	0.239	0.023
30006	0.9407	0.0492	0.19615	1	0.959	0.01708	0.07747	1	OURBAN	0.434	0.032
30007	1.1263	0	0.11317	1	1.0849	0	0	1	OURBAN	0.263	0.02
30010	0.9407	0	0.18753	1	0.959	0	0.0752	1	OURBAN	0.288	0.022
30011	0.9407	0	0.08107	1	0.959	0	0.04746	1	OURBAN	0.287	0.018
30012	1.016	0	0.07961	1	1.0109	0	0.04709	1	OURBAN	0.391	0.036
30013	0.9866	0	0.10432	1	0.9908	0	0.05346	1	OURBAN	0.33	0.025
30014	1.0224	0.01319	0.11193	1	1.0153	0.00452	0.05543	1	LURBAN	0.23	0.01
30016	1.0224	0	0.18334	1	1.0153	0	0.07409	1	LURBAN	0.354	0.051
30017	1.0224	0.03181	0.23369	1	1.0153	0.01911	0.08745	1	LURBAN	0.222	0.028
30018	1.0224	0	0.16682	1	1.0153	0	0.06974	1	LURBAN	0.233	0.017
30019	1.0224	0.03761	0.12	1	1.0153	0.01582	0	1	LURBAN	0.237	0.031
30022	1.0224	0.23066	0.64079	1	1.0153	0.13175	0.20172	1	LURBAN	0.295	0.009
30023	1.1609	0	0.29596	1	1.1076	0	0.1042	1	OURBAN	0.364	0.026
30024	1.0224	0.11322	0.33702	1	1.0153	0.0449	0.11538	1	LURBAN	0.202	0.016
30030	1.0224	0.03192	0.34766	1	1.0153	0.02187	0.1183	1	LURBAN	0.353	0.035
30033	1.1263	0	0.12	1	1.0849	0	0	1	RURAL	0.228	0.025
30036	1.0224	0	0.12025	1	1.0153	0	0.05759	1	LURBAN	0.225	0.015
30037	1.0224	0	0.13146	1	1.0153	0	0.0605	1	LURBAN	0.198	0.028
30038	1.0224	0.03134	0.05532	1	1.0153	0.01147	0.04063	1	LURBAN	0.274	0.015
30043	0.8824	0	0.12	1	0.9179	0	0	1	RURAL	0.385	0.022
30055	0.9988	0.06937	0.1291	1	0.9992	0.03221	0.05988	1	OURBAN	0.419	0.031
30061	1.0224	0.00322	0	1	1.0153	0.00103	0.02398	1	LURBAN	0.213	0.011
30062	0.8824	0	0.12	1	0.9179	0	0	1	RURAL	0.477	0.029
30064	0.9407	0.31429	0.33422	1	0.959	0.14472	0.11461	1	OURBAN	0.288	0.013
30065	1.0224	0	0.14856	1	1.0153	0	0.06496	1	LURBAN	0.305	0.022
30067	0.9122	0	0.03854	1	0.939	0	0	1	RURAL	0.35	0.021
30068	0.8824	0	0.12	1	0.9179	0	0	1	RURAL	0.547	0.044
30069	1.1275	0	0.04348	1	1.0856	0	0.03679	1	OURBAN	0.264	0.031
30071	1.4402	0	0.12	1	1.2838	0	0	1	RURAL	0.404	0.022
30073	1.4402	0	0.12	1	1.2838	0	0	1	RURAL	0.282	0.022
30074	1.4402	0	0.12	1	1.2838	0	0	1	RURAL	0.282	0.022
30077	1.4402	0	0.12	1	1.2838	0	0	1	RURAL	0.404	0.022
30078	1.4402	0	0.12	1	1.2838	0	0	1	RURAL	0.282	0.022
30083	1.0224	0	0.15985	1	1.0153	0	0.06792	1	LURBAN	0.235	0.026
30084	1.4402	0	0.12	1	1.2838	0	0	1	RURAL	0.404	0.022
30085	0.9407	0	0.07994	1	0.959	0	0.04717	1	OURBAN	0.236	0.018
30087	1.0224	0.00415	0	1	1.0153	0.00151	0.019	1	LURBAN	0.276	0.021
30088	1.0224	0	0.03861	1	1.0153	0	0.03522	1	LURBAN	0.209	0.011
30089	1.0224	0	0.11045	1	1.0153	0	0.05505	1	LURBAN	0.278	0.022
30092	1.0224	0.00387	0.09484	1	1.0153	0.00172	0.05101	1	LURBAN	0.252	0.026
30093	1.0224	0	0.04448	1	1.0153	0	0.03712	1	LURBAN	0.207	0.012
30094	1.0224	0	0.18173	1	1.0153	0	0.07367	1	LURBAN	0.26	0.021
30099	0.8824	0	0.07898	1	0.9179	0	0	1	RURAL	0.649	0.034
30100	0.9407	0	0	1	0.959	0	0	1	OURBAN	0.303	0.023
30101	1.1342	0	0.07589	1	1.0901	0	0.04613	1	OURBAN	0.181	0.015
30102	1.0224	0	0.02501	1	1.0153	0	0	1	LURBAN	0.256	0.023
30103	1.0224	0.13551	0	1	1.0153	0.04926	0.00238	1	LURBAN	0.365	0.029
30105	1.0224	0	0	1	1.0153	0	0.01395	1	LURBAN	0.22	0.018
30106	1.0224	0	0.49957	1	1.0153	0	0.16078	1	LURBAN	0.267	0.027
30107	1.0224	0	0	1	1.0153	0	0	1	LURBAN	0.338	0.046
30108	1.0224	0	0.0431	1	1.0153	0	0	1	LURBAN	0.423	0.031
30110	1.0224	0	0.25418	1	1.0153	0	0.09293	1	LURBAN	0.259	0.03
30111	0.9407	0	0.32306	1	0.959	0	0.11156	1	OURBAN	0.515	0.03
30112	1.0224	0	0	1	1.0153	0	0	1	LURBAN	0.251	0.046
30113	1.4402	0	0.12	1	1.2838	0	0	1	RURAL	0.404	0.022
30114	0.9407	0	0	1	0.959	0	0	1	OURBAN	0.254	0.042
30115	1.0224	0	0.17508	1	1.0153	0	0.07192	1	LURBAN	0.259	0.055
30117	0.9801	0	0.08017	1	0.9863	0	0	1	OURBAN	0.329	0.022
30118	1.016	0	0.02839	1	1.0109	0	0	1	OURBAN	0.924	0.022
30119	1.0224	0	0.03403	1	1.0153	0	0	1	LURBAN	0.235	0.022
30120	1.0224	0	0	1	1.0153	0	0	1	LURBAN	0.381	0.022
30121	1.0224	0	0	1	1.0153	0	0.00727	1	LURBAN	0.284	0.022
30122	1.0224	0	0	1	1.0153	0	0	1	LURBAN	0.282	.
40001	0.9097	0	0.10316	1	0.9372	0	0	1	OURBAN	0.387	0.024
40002	0.7645	0	0.17589	1	0.832	0	0	1	RURAL	0.506	0.051
40004	0.9097	0.04295	0.0571	1	0.9372	0.0152	0.0412	1	OURBAN	0.324	0.027
40007	0.8766	0.00746	0.17371	1	0.9138	0.00301	0.07155	1	OURBAN	0.27	0.021
40010	0.9097	0	0.08552	1	0.9372	0	0.04861	1	OURBAN	0.419	0.044
40011	0.7645	0	0.07582	1	0.832	0	0	1	RURAL	0.619	0.082
40014	0.8766	0	0.11515	1	0.9138	0	0	1	RURAL	0.301	0.02
40015	0.7645	0	0.12	1	0.832	0	0	1	RURAL	0.518	0.05
40016	0.8766	0.30053	0.28473	1	0.9138	0.12293	0.10115	1	OURBAN	0.38	0.015
40017	0.8918	0	0.09876	1	0.9246	0	0	1	RURAL	0.356	0.021
40018	0.7814	0	0.09381	1	0.8446	0	0.05074	1	OURBAN	0.179	0.032
40019	0.8876	0	0.12	1	0.9216	0	0	1	RURAL	0.455	0.034
40020	0.8876	0.02039	0.13239	1	0.9216	0.01142	0.06074	1	OURBAN	0.495	0.014
40021	0.8766	0	0	1	0.9138	0	0.02664	1	OURBAN	0.198	0.011
40022	0.9097	0.02215	0.08513	1	0.9372	0.01428	0.04851	1	OURBAN	0.273	0.025
40026	0.9112	0	0.05792	1	0.9383	0	0.04147	1	OURBAN	0.257	0.013
40027	0.8523	0	0.04919	1	0.8963	0	0	1	RURAL	0.405	0.044
40029	0.8766	0	0.08792	1	0.9138	0	0.04923	1	OURBAN	0.391	0.034
40036	0.8766	0	0.06875	1	0.9138	0	0.0443	1	OURBAN	0.304	0.02
40039	0.8415	0	0.12371	1	0.8885	0	0	1	RURAL	0.462	0.035
40041	0.8766	0	0.20711	1	0.9138	0	0	1	RURAL	0.212	0.014
40042	0.9294	0.05761	0.29751	1	0.9511	0.04154	0.10462	1	LURBAN	0.331	0.023
40047	0.7762	0	0	1	0.8407	0	0	1	RURAL	0.564	0.087
40050	0.7645	0	0.12	1	0.832	0	0	1	RURAL	0.384	0.033
40051	0.7645	0	0.12	1	0.832	0	0	1	RURAL	0.567	0.032
40055	0.7814	0.03007	0.13381	1	0.8446	0.01253	0.06111	1	OURBAN	0.315	0.027
40062	0.7814	0	0.1052	1	0.8446	0	0.05369	1	OURBAN	0.322	0.021
40067	0.7652	0	0.12	1	0.8325	0	0	1	RURAL	0.426	0.033
40069	0.8876	0	0.1809	1	0.9216	0	0	1	RURAL	0.452	0.04
40071	0.8766	0.04826	0.19182	1	0.9138	0.03062	0.07633	1	OURBAN	0.308	0.024
40072	0.7645	0	0.13658	1	0.832	0	0	1	RURAL	0.482	0.031
40074	0.8766	0	0.12	1	0.9138	0	0	1	OURBAN	0.469	0.041
40076	0.8766	0	0.07981	1	0.9138	0	0	1	OURBAN	0.358	0.026
40078	0.9112	0	0.16991	1	0.9383	0	0.07056	1	OURBAN	0.153	0.009
40080	0.8423	0	0.12	1	0.8891	0	0	1	RURAL	0.157	0.009
40081	0.8002	0	0.03357	1	0.8584	0	0	1	RURAL	1.102	0.056
40084	0.8766	0	0.09531	1	0.9138	0	0.05113	1	OURBAN	0.381	0.034
40085	0.8876	0	0.12	1	0.9216	0	0	1	RURAL	0.211	0.033
40088	0.7759	0.01792	0.12002	1	0.8405	0.01039	0	1	RURAL	0.243	0.024
40091	0.8063	0	0.12	1	0.8629	0	0	1	RURAL	0.349	0.016
40114	0.8766	0.00529	0.10497	1	0.9138	0.00206	0.05363	1	OURBAN	0.29	0.01
40118	0.7645	0	0.05231	1	0.832	0	0.03965	1	OURBAN	0.235	0.012
40119	0.8766	0	0.20588	1	0.9138	0	0	1	RURAL	0.315	0.036
40134	0.8766	0	0	1	0.9138	0	0	1	OURBAN	0.254	0.022
40137	0.8766	0	0.04516	1	0.9138	0	0	1	OURBAN	0.297	0.024
40138	0.9097	0	0.02555	1	0.9372	0	0	1	OURBAN	0.257	0.037
40141	0.9097	0	0.12	1	0.9372	0	0	1	OURBAN	0.365	0.091
40142	0.9112	0	0	1	0.9383	0	0	1	OURBAN	0.335	0.059
40145	0.8423	0	0	1	0.8891	0	0	1	OURBAN	0.187	0.062
40147	0.8766	0	0	1	0.9138	0	0	1	OURBAN	0.303	0.049
40148	0.8766	0	0	1	0.9138	0	0	1	OURBAN	0.336	0.025
50002	1.564	0	0.39984	1	1.3584	0	0.13271	1	LURBAN	0.224	0.01
50006	1.2935	0	0.16725	1	1.1927	0	0	1	RURAL	0.243	0.018
50007	1.5211	0	0	1	1.3327	0	0.02203	1	LURBAN	0.223	0.015
50008	1.5065	0.00327	0.11933	1	1.324	0.00388	0.05735	1	LURBAN	0.219	0.01
50009	1.4125	0	0.09652	1	1.2668	0	0.05144	1	OURBAN	0.251	0.014
50013	1.4125	0	0.10118	1	1.2668	0	0.05265	1	OURBAN	0.208	0.015
50014	1.2973	0	0	1	1.1951	0	0	1	RURAL	0.314	0.039
50016	1.1972	0	0	1	1.1312	0	0	1	OURBAN	0.162	0.015
50017	1.3088	0.00838	0.17996	1	1.2024	0.00282	0.0732	1	LURBAN	0.173	0.005
50018	1.2032	0	0.84493	1	1.1351	0	0.26347	1	LURBAN	0.391	0.029
50022	1.1972	0	0.28272	1	1.1312	0	0.10061	1	LURBAN	0.183	0.013
50024	1.1972	0	0.49962	1	1.1312	0	0.1608	1	LURBAN	0.232	0.011
50025	1.1972	0.28107	0.29378	1	1.1312	0.13125	0.10361	1	LURBAN	0.315	0.025
50026	1.1972	0	0.15636	1	1.1312	0	0.067	1	LURBAN	0.19	0.01
50028	1.1972	0	0.12	1	1.1312	0	0	1	RURAL	0.327	0.018
50030	1.1972	0	0.22624	1	1.1312	0	0.08546	1	OURBAN	0.22	0.01
50036	1.1972	0	0.16328	1	1.1312	0	0.06881	1	OURBAN	0.194	0.009
50038	1.5902	0.16371	0.60796	1	1.3739	0.0735	0.19208	1	LURBAN	0.329	0.027
50039	1.1972	0	0.06802	1	1.1312	0	0.04411	1	OURBAN	0.198	0.008
50040	1.2032	0.30989	0.46111	1	1.1351	0.17602	0.14988	1	LURBAN	0.238	0.016
50042	1.2935	0	0.12	1	1.1927	0	0	1	RURAL	0.296	0.01
50043	1.564	0.00055	0.25665	1	1.3584	0.00031	0.09359	1	LURBAN	0.2	0.008
50045	1.1972	0	0.33506	1	1.1312	0	0.11484	1	OURBAN	0.277	0.013
50046	1.2032	0	0	1	1.1351	0	0	1	OURBAN	0.232	0.013
50047	1.5065	0.10503	0.10545	1	1.324	0.04267	0.05375	1	LURBAN	0.221	0.016
50054	1.1972	0	0.09687	1	1.1312	0	0	1	LURBAN	0.326	0.021
50055	1.5065	0	0.48698	1	1.324	0	0.1572	1	LURBAN	0.264	0.022
50056	1.2032	0	0.39267	1	1.1351	0	0.13072	1	LURBAN	0.279	0.017
50057	1.1972	0	0.2502	1	1.1312	0	0.09186	1	OURBAN	0.224	0.012
50058	1.2032	0	0.56292	1	1.1351	0	0.17897	1	LURBAN	0.16	0.007
50060	1.1972	0.08943	0.46592	1	1.1312	0.03804	0.15123	1	OURBAN	0.253	0.028
50063	1.2032	0	0.8066	1	1.1351	0	0.25164	1	LURBAN	0.155	0.003
50067	1.2114	0	0.12	1	1.1403	0	0	1	OURBAN	0.259	0.002
50069	1.1985	0	0.11165	1	1.132	0	0.05535	1	LURBAN	0.212	0.013
50070	1.5211	0	0	1	1.3327	0	0.00684	1	LURBAN	0.456	0.026
50071	1.5902	0.13489	0	1	1.3739	0.0539	0.01191	1	LURBAN	0.322	0.012
50072	1.563	0.01411	0	1	1.3578	0.00472	0.00717	1	LURBAN	0.244	0.013
50073	1.5518	0.00914	0	1	1.3511	0.00293	0.03001	1	OURBAN	0.376	0.035
50075	1.564	0.10021	0	1	1.3584	0.04351	0.02492	1	LURBAN	0.529	0.026
50076	1.5518	0.13864	0	1	1.3511	0.0503	0.02067	1	LURBAN	0.422	0.015
50077	1.1972	0.06657	0.28306	1	1.1312	0.02991	0.1007	1	LURBAN	0.225	0.01
50078	1.2032	0	0.17468	1	1.1351	0	0.07181	1	LURBAN	0.192	0.013
50079	1.563	0	0.25008	1	1.3578	0	0.09183	1	LURBAN	0.192	0.009
50082	1.2032	0	0.19299	1	1.1351	0	0.07664	1	OURBAN	0.225	0.016
50084	1.2104	0	0.2813	1	1.1397	0	0.10023	1	OURBAN	0.175	0.007
50089	1.1983	0	0.59286	1	1.1319	0	0.18767	1	LURBAN	0.186	0.007
50090	1.5282	0	0.05833	1	1.337	0	0	1	OURBAN	0.345	0.017
50091	1.2032	0	0.85229	1	1.1351	0	0.26576	1	LURBAN	0.175	0.004
50093	1.1972	0	0.14715	1	1.1312	0	0.06459	1	OURBAN	0.256	0.02
50096	1.2032	0.02832	0.12	1	1.1351	0.05381	0	1	LURBAN	0.336	0.022
50099	1.1983	0	0.1082	1	1.1319	0	0.05446	1	LURBAN	0.252	0.013
50100	1.1972	0	0.08039	1	1.1312	0	0.04729	1	LURBAN	0.207	0.011
50101	1.5518	0	0.28841	1	1.3511	0	0.10215	1	OURBAN	0.269	0.02
50102	1.1972	0	0.29775	1	1.1312	0	0.10468	1	LURBAN	0.284	0.023
50103	1.2032	0.09454	0.53698	1	1.1351	0.03652	0.17149	1	LURBAN	0.205	0.02
50104	1.2032	0	0.73687	1	1.1351	0	0.2304	1	LURBAN	0.237	0.012
50107	1.1972	0	0.25009	1	1.1312	0	0.09183	1	OURBAN	0.201	0.012
50108	1.3088	0.01055	0.22859	1	1.2024	0.00398	0.08609	1	LURBAN	0.212	0.014
50110	1.1972	0	0.12	1	1.1312	0	0	1	OURBAN	0.573	0.011
50111	1.2032	0	0.46671	1	1.1351	0	0.15146	1	LURBAN	0.298	0.014
50112	1.2032	0.0395	0.12927	1	1.1351	0.01658	0.05993	1	LURBAN	0.293	0.01
50113	1.5211	0.00681	0.12	1	1.3327	0.00267	0	1	LURBAN	0.547	0.027
50115	1.1972	0.00104	0.13456	1	1.1312	0.00038	0.06131	1	LURBAN	0.241	0.017
50116	1.2032	0.0191	0.31137	1	1.1351	0.00844	0.10838	1	LURBAN	0.189	0.006
50118	1.2114	0	0.04235	1	1.1403	0	0	1	OURBAN	0.108	0.008
50121	1.1972	0	0.21817	1	1.1312	0	0.08331	1	OURBAN	0.242	0.021
50122	1.2104	0	0.17287	1	1.1397	0	0.07133	1	OURBAN	0.173	0.006
50124	1.2032	0	0.05118	1	1.1351	0	0.03928	1	LURBAN	0.233	0.009
50125	1.5902	0	0.43536	1	1.3739	0	0.14263	1	LURBAN	0.181	0.014
50126	1.2032	0	0.35472	1	1.1351	0	0.12024	1	LURBAN	0.192	0.017
50127	1.3088	0	0.12	1	1.2024	0	0	1	LURBAN	0.222	0.007
50128	1.1972	0.00126	0.13388	1	1.1312	0.00062	0.06113	1	LURBAN	0.28	0.02
50129	1.1983	0	0.27402	1	1.1319	0	0.09826	1	LURBAN	0.198	0.01
50131	1.5518	0	0	1	1.3511	0	0	1	LURBAN	0.285	0.035
50132	1.2032	0	0.44234	1	1.1351	0	0.14459	1	LURBAN	0.193	0.013
50133	1.2973	0	0.21736	1	1.1951	0	0.0831	1	OURBAN	0.366	0.017
50135	1.2032	0	0.57209	1	1.1351	0	0.18163	1	LURBAN	0.196	0.008
50136	1.5282	0	0.07149	1	1.337	0	0	1	OURBAN	0.249	0.013
50137	1.2032	0.00366	0.11021	1	1.1351	0.00212	0.05498	1	LURBAN	0.272	0.025
50138	1.2032	0.17452	0.03234	1	1.1351	0.08137	0.0332	1	LURBAN	0.181	0.019
50139	1.2032	0.00762	0.03537	1	1.1351	0.00395	0.03418	1	LURBAN	0.214	0.013
50140	1.1983	0.04779	0	1	1.1319	0.02059	0.02625	1	LURBAN	0.111	0.014
50145	1.4797	0	0	1	1.3078	0	0.01867	1	OURBAN	0.327	0.037
50149	1.2032	0.01211	0.71203	1	1.1351	0.00479	0.22292	1	LURBAN	0.248	0.014
50150	1.2973	0	0	1	1.1951	0	0	1	RURAL	0.287	0.015
50152	1.5065	0.00366	0.34728	1	1.324	0.00228	0.11819	1	LURBAN	0.212	0.014
50153	1.5902	0.02359	0.22736	1	1.3739	0.01337	0.08576	1	LURBAN	0.172	0.008
50158	1.2032	0.02236	0	1	1.1351	0.01025	0	1	LURBAN	0.157	0.007
50159	1.2032	0.10498	0.55369	1	1.1351	0.05152	0.17631	1	OURBAN	0.272	0.008
50167	1.2104	0.11652	0.54039	1	1.1397	0.05214	0.17247	1	OURBAN	0.55	0.038
50168	1.1985	0	0.02549	1	1.132	0	0.031	1	LURBAN	0.225	0.019
