PRVDRNUM	PRWI	TCHOP	DSHOPG	COLACP	GAF	TCHCP	DSHCPG	COLA	URSPA	OPCCR	CPCCR
100265	0.8984	0	0	1	0.9293	0	0.01635	1	LURBAN	0.227	0.034
100266	0.8616	0	0	1	0.903	0	0	1	OURBAN	0.322	0.042
100267	0.9737	0	0	1	0.9819	0	0.00494	1	OURBAN	0.194	0.024
100268	1.0002	0	0.05604	1	1.0001	0	0.04086	1	LURBAN	0.211	0.024
100269	1.0002	0.02859	0.1757	1	1.0001	0.01043	0.07208	1	LURBAN	0.177	0.023
100275	1.0002	0.03929	0.14071	1	1.0001	0.01344	0.06291	1	LURBAN	0.184	0.027
100276	1.0002	0	0.1153	1	1.0001	0	0.0563	1	LURBAN	0.233	0.009
100277	0.9845	0	0	1	0.9894	0	0	1	LURBAN	0.81	0.023
100279	0.9483	0	0.29837	1	0.9643	0	0.10485	1	OURBAN	0.23	0.033
100281	1.0002	0	0.14858	1	1.0001	0	0.06496	1	LURBAN	0.249	0.02
100284	0.9845	0.05895	0.48171	1	0.9894	0.02739	0.15571	1	LURBAN	0.309	0.02
100285	1.0002	0	0.21647	1	1.0001	0	0.08286	1	LURBAN	0.271	0.061
100286	0.9801	0	0	1	0.9863	0	0	1	OURBAN	0.281	0.026
100287	1.0002	0	0.06303	1	1.0001	0	0.04284	1	LURBAN	0.232	0.026
100288	1.0002	0	0.41423	1	1.0001	0	0.13672	1	LURBAN	0.222	0.019
100289	1.0002	0.08354	0	1	1.0001	0.03345	0.01705	1	LURBAN	0.202	0.018
100290	0.8954	0	0	1	0.9271	0	0	1	RURAL	0.28	0.035
100291	0.9383	0	0.03029	1	0.9573	0	0.03254	1	OURBAN	0.307	0.05
100292	0.8616	0	0	1	0.903	0	0	1	OURBAN	0.237	0.047
100296	0.9845	0.01819	0.1925	1	0.9894	0.00722	0.07651	1	LURBAN	0.255	0.024
100298	0.8963	0	0.05712	1	0.9278	0	0	1	OURBAN	0.244	0.067
100299	0.9737	0	0	1	0.9819	0	0.01666	1	OURBAN	0.363	0.095
100302	0.9166	0	0	1	0.9421	0	0	1	LURBAN	0.28	0.015
110001	0.8716	0	0.15754	1	0.9102	0	0.06731	1	OURBAN	0.369	0.037
110002	0.9739	0	0.1939	1	0.9821	0	0	1	RURAL	0.437	0.042
110003	0.7814	0.0018	0.17997	1	0.8446	0.00129	0	1	RURAL	0.342	0.04
110004	0.8847	0	0.16572	1	0.9195	0	0.06945	1	OURBAN	0.346	0.027
110005	0.9739	0	0	1	0.9821	0	0	1	LURBAN	0.267	0.029
110006	0.9118	0	0.12725	1	0.9387	0	0.0594	1	OURBAN	0.363	0.027
110007	0.8737	0.02284	0.31644	1	0.9117	0.00857	0.10976	1	OURBAN	0.342	0.031
110008	0.9739	0	0.10258	1	0.9821	0	0	1	LURBAN	0.275	0.019
110010	0.9739	0.2838	0.05847	1	0.9821	0.1054	0.04165	1	LURBAN	0.38	0.03
110011	0.9739	0	0.10308	1	0.9821	0	0.05314	1	LURBAN	0.333	0.032
110015	0.9739	0	0.12	1	0.9821	0	0	1	LURBAN	0.377	0.032
110016	0.8464	0	0.18018	1	0.8921	0	0	1	RURAL	0.545	0.042
110018	0.9739	0	0.08919	1	0.9821	0	0	1	LURBAN	0.337	0.037
110020	0.9739	0	0.09441	1	0.9821	0	0.0509	1	LURBAN	0.316	0.025
110023	0.9739	0	0.12261	1	0.9821	0	0	1	RURAL	0.235	0.024
110024	0.8909	0	0.15	1	0.9239	0	0.06534	1	OURBAN	0.253	0.022
110025	0.986	0	0.14196	1	0.9904	0	0.06324	1	OURBAN	0.356	0.03
110026	0.7814	0	0.09821	1	0.8446	0	0	1	RURAL	0.395	0.021
110027	0.7814	0	0.12	1	0.8446	0	0	1	RURAL	0.572	0.063
110028	0.9571	0	0.12099	1	0.9704	0	0.05778	1	OURBAN	0.301	0.02
110029	0.9739	0	0.11467	1	0.9821	0	0.05614	1	OURBAN	0.302	0.025
110030	0.9739	0	0.11244	1	0.9821	0	0.05556	1	LURBAN	0.19	0.024
110031	0.9739	0	0.15871	1	0.9821	0	0.06762	1	LURBAN	0.172	0.016
110032	0.7814	0	0.0938	1	0.8446	0	0	1	RURAL	0.428	0.032
110033	0.9739	0.03939	0.05088	1	0.9821	0.03236	0	1	LURBAN	0.324	0.026
110034	0.9571	0.30897	0.32	1	0.9704	0.1741	0.11073	1	OURBAN	0.43	0.031
110035	0.9739	0	0.07542	1	0.9821	0	0.04601	1	LURBAN	0.407	0.021
110036	0.8909	0.11768	0.23278	1	0.9239	0.04085	0.08721	1	OURBAN	0.305	0.029
110038	0.8365	0	0.17657	1	0.8849	0	0	1	RURAL	0.365	0.027
110039	0.9571	0	0.09768	1	0.9704	0	0.05174	1	OURBAN	0.407	0.039
110040	0.9739	0	0.11049	1	0.9821	0	0	1	LURBAN	0.372	0.02
110041	0.9739	0	0.10162	1	0.9821	0	0	1	RURAL	0.555	0.052
110042	0.9739	0	0.04343	1	0.9821	0	0	1	LURBAN	0.429	0.022
110043	0.8909	0	0.02704	1	0.9239	0	0.0315	1	OURBAN	0.274	0.026
110044	0.7814	0	0.12	1	0.8446	0	0	1	RURAL	0.394	0.06
110045	0.9739	0	0.12	1	0.9821	0	0	1	LURBAN	0.362	0.072
110046	0.9739	0	0.12	1	0.9821	0	0	1	LURBAN	0.312	0.025
110050	0.8529	0	0.05188	1	0.8968	0	0	1	OURBAN	0.296	0.031
110051	0.7814	0	0.10066	1	0.8446	0	0	1	RURAL	0.545	0.04
110054	0.9739	0.05427	0.23295	1	0.9821	0.0237	0.08725	1	OURBAN	0.258	0.024
110059	0.7814	0	0	1	0.8446	0	0	1	RURAL	0.559	0.04
110064	0.9028	0.04618	0.34117	1	0.9324	0.02408	0.11652	1	OURBAN	0.399	0.036
110069	0.9584	0	0.12122	1	0.9713	0	0.05784	1	OURBAN	0.415	0.021
110071	0.7814	0	0.12	1	0.8446	0	0	1	RURAL	0.304	0.027
110073	0.7814	0	0.12	1	0.8446	0	0	1	RURAL	0.466	0.034
110074	0.9118	0	0.1689	1	0.9387	0	0.07029	1	OURBAN	0.309	0.036
110075	0.8808	0	0.27464	1	0.9168	0	0	1	RURAL	0.193	0.02
110076	0.9739	0.00355	0.22777	1	0.9821	0.00154	0.08587	1	LURBAN	0.354	0.031
110078	0.9739	0.08459	0.22434	1	0.9821	0.02966	0.08495	1	LURBAN	0.376	0.017
110079	0.9739	0.28194	0.35	1	0.9821	0.14183	0.1189	1	LURBAN	0.373	0.035
110082	0.9739	0	0	1	0.9821	0	0.01107	1	LURBAN	0.299	0.023
110083	0.9739	0.00632	0	1	0.9821	0.00215	0.01987	1	LURBAN	0.323	0.022
110086	0.7814	0	0.12	1	0.8446	0	0	1	RURAL	0.409	0.041
110087	0.9739	0	0.13956	1	0.9821	0	0.06261	1	LURBAN	0.41	0.033
110089	0.7814	0	0.12	1	0.8446	0	0	1	RURAL	0.375	0.066
110091	0.9739	0	0.17335	1	0.9821	0	0.07146	1	LURBAN	0.372	0.026
110092	0.7814	0	0.12	1	0.8446	0	0	1	RURAL	0.55	0.039
110095	0.8401	0	0.2537	1	0.8875	0	0	1	RURAL	0.377	0.029
110100	0.8604	0	0.12	1	0.9022	0	0	1	RURAL	0.406	0.017
110101	0.7881	0	0.12	1	0.8495	0	0	1	RURAL	0.362	0.026
110104	0.7814	0	0.12	1	0.8446	0	0	1	RURAL	0.436	0.024
110105	0.7814	0	0.12	1	0.8446	0	0	1	RURAL	0.464	0.051
110107	0.9779	0.08619	0.221	1	0.9848	0.03155	0.08406	1	OURBAN	0.357	0.02
110109	0.7814	0	0.12	1	0.8446	0	0	1	RURAL	0.358	0.038
110111	0.9571	0	0.07911	1	0.9704	0	0	1	OURBAN	0.493	0.031
110112	0.8401	0	0.09942	1	0.8875	0	0	1	RURAL	0.44	0.044
110113	0.9571	0	0.12	1	0.9704	0	0	1	OURBAN	0.567	0.016
110115	0.9739	0.11249	0.34684	1	0.9821	0.06055	0.11807	1	LURBAN	0.186	0.012
110121	0.8365	0	0.12	1	0.8849	0	0	1	RURAL	0.439	0.03
110122	0.8365	0	0.17647	1	0.8849	0	0.07228	1	OURBAN	0.41	0.032
110124	0.7814	0	0.12	1	0.8446	0	0	1	RURAL	0.405	0.042
110125	0.9584	0	0.26536	1	0.9713	0	0	1	RURAL	0.233	0.025
110128	0.8808	0	0.12	1	0.9168	0	0	1	RURAL	0.308	0.028
110129	0.9028	0	0	1	0.9324	0	0.02504	1	OURBAN	0.324	0.028
110130	0.7814	0	0.12	1	0.8446	0	0	1	RURAL	0.439	0.039
110132	0.7814	0	0.12	1	0.8446	0	0	1	RURAL	0.443	0.03
110135	0.7814	0	0.12	1	0.8446	0	0	1	RURAL	0.496	0.026
110142	0.7999	0	0.12	1	0.8582	0	0	1	RURAL	0.397	0.04
110143	0.9739	0	0.22537	1	0.9821	0	0.08523	1	LURBAN	0.335	0.023
110146	0.9075	0	0.12	1	0.9357	0	0	1	RURAL	0.598	0.06
110150	0.9739	0	0.13233	1	0.9821	0	0	1	RURAL	0.399	0.044
110153	0.9584	0	0.06457	1	0.9713	0	0	1	OURBAN	0.541	0.034
110161	0.9739	0	0.06202	1	0.9821	0	0.04258	1	LURBAN	0.315	0.026
110163	0.8737	0	0.12279	1	0.9117	0	0.05824	1	OURBAN	0.282	0.031
110164	0.9779	0	0.13665	1	0.9848	0	0.06185	1	OURBAN	0.242	0.022
110165	0.9739	0	0.24263	1	0.9821	0	0.08984	1	LURBAN	0.31	0.018
110168	0.9739	0	0	1	0.9821	0	0.02934	1	OURBAN	0.222	0.023
110172	0.9739	0.04795	0.29184	1	0.9821	0.05639	0.10308	1	LURBAN	0.304	0.033
110177	0.9571	0	0.19971	1	0.9704	0	0.07841	1	OURBAN	0.2	0.017
110183	0.9739	0	0	1	0.9821	0	0	1	LURBAN	0.362	0.029
110184	0.9739	0	0.07814	1	0.9821	0	0	1	LURBAN	0.329	0.03
110186	0.9028	0	0.16139	1	0.9324	0	0.06832	1	OURBAN	0.26	0.027
110187	0.9739	0	0.12	1	0.9821	0	0	1	LURBAN	0.303	0.018
110189	0.9739	0	0.13568	1	0.9821	0	0	1	RURAL	0.249	0.023
110190	0.8055	0	0.12	1	0.8623	0	0	1	RURAL	0.493	0.031
110191	0.9739	0	0.11411	1	0.9821	0	0.05599	1	LURBAN	0.296	0.041
110192	0.9739	0	0.05874	1	0.9821	0	0.04173	1	LURBAN	0.198	0.023
110194	0.7814	0	0.12	1	0.8446	0	0	1	RURAL	0.283	0.012
110198	0.9739	0	0.07872	1	0.9821	0	0.04686	1	LURBAN	0.188	0.02
110200	0.9028	0	0	1	0.9324	0	0	1	OURBAN	0.274	0.016
110201	0.9779	0	0.0363	1	0.9848	0	0.03448	1	OURBAN	0.28	0.028
110203	0.9739	0.11132	0	1	0.9821	0.03857	0	1	LURBAN	0.546	0.037
110205	0.8321	0	0.09254	1	0.8817	0	0	1	RURAL	0.315	0.018
110209	0.7814	0	0.12	1	0.8446	0	0	1	RURAL	0.551	0.018
110212	0.8133	0	0.12	1	0.868	0	0	1	OURBAN	0.306	0.042
110215	0.9739	0	0	1	0.9821	0	0.0282	1	LURBAN	0.336	0.023
110219	0.9739	0.01674	0.30274	1	0.9821	0.00676	0.10603	1	LURBAN	0.204	0.017
110225	0.9739	0	0.12	1	0.9821	0	0	1	LURBAN	0.325	0.022
110226	0.9739	0	0.12	1	0.9821	0	0	1	LURBAN	0.335	0.086
110228	0.9739	0	0	1	0.9821	0	0.02351	1	LURBAN	0.367	0.028
110229	0.9739	0	0.09183	1	0.9821	0	0.05023	1	LURBAN	0.314	0.036
110230	0.7814	0	0	1	0.8446	0	0	1	OURBAN	0.351	0.028
120001	1.1549	0.06977	0.20759	1.0788	1.1036	0.02701	0.0805	1.25	OURBAN	0.321	0.027
120002	1.118	0	0.11384	1.0788	1.0794	0	0	1.25	RURAL	0.458	0.038
120004	1.1549	0.12682	0.0792	1.0788	1.1036	0.08047	0	1.25	OURBAN	0.58	0.032
120005	1.118	0	0.12	1.05674	1.0794	0	0	1.18	RURAL	0.548	0.033
120006	1.1549	0	0.19459	1.0788	1.1036	0	0.07706	1.25	OURBAN	0.337	0.023
120007	1.1549	0.05648	0	1.0788	1.1036	0.02299	0.02555	1.25	OURBAN	0.396	0.022
120010	1.1549	0.04862	0.17348	1.0788	1.1036	0.02382	0.07149	1.25	OURBAN	0.442	0.03
120011	1.1549	0.00946	0	1.0788	1.1036	0.00377	0.01632	1.25	OURBAN	0.848	0.02
120014	1.118	0	0	1.0788	1.0794	0	0	1.25	RURAL	0.492	0.023
120019	1.118	0	0.12	1.05674	1.0794	0	0	1.18	RURAL	0.577	0.045
120022	1.1549	0.02215	0.05045	1.0788	1.1036	0.00878	0.03905	1.25	OURBAN	0.352	0.028
120026	1.1549	0	0.09241	1.0788	1.1036	0	0.05038	1.25	OURBAN	0.37	0.038
120027	1.1549	0	0.25767	1.0788	1.1036	0	0.09387	1.25	OURBAN	0.428	0.035
120028	1.1549	0	0.09423	1.05358	1.1036	0	0	1.17	RURAL	0.447	0.034
130002	0.9061	0	0.10548	1	0.9347	0	0	1	RURAL	0.485	0.04
130003	0.9524	0	0.04382	1	0.9672	0	0.0369	1	OURBAN	0.47	0.021
130006	0.9292	0.01136	0.1268	1	0.951	0.00421	0.05929	1	OURBAN	0.607	0.046
130007	0.9292	0.01739	0.10318	1	0.951	0.00743	0.05316	1	OURBAN	0.463	0.039
130013	0.9292	0	0.13678	1	0.951	0	0.06188	1	OURBAN	0.47	0.038
130014	0.9292	0.00659	0.24994	1	0.951	0.00458	0.09179	1	OURBAN	0.325	0.031
130018	0.9069	0	0.07879	1	0.9353	0	0.04688	1	OURBAN	0.305	0.033
130024	0.8243	0	0.0516	1	0.8761	0	0	1	RURAL	0.647	0.051
130025	0.7568	0	0.12	1	0.8263	0	0	1	RURAL	0.619	0.04
130028	0.9069	0.05028	0.18434	1	0.9353	0.02479	0.07435	1	OURBAN	0.456	0.047
130049	1.0277	0	0.03906	1	1.0189	0	0.03537	1	OURBAN	0.448	0.028
130063	0.9292	0	0	1	0.951	0	0	1	OURBAN	0.655	0.042
130065	0.9069	0	0.12	1	0.9353	0	0	1	OURBAN	0.344	0.06
130066	0.947	0	0	1	0.9634	0	0	1	OURBAN	0.5	0.107
140001	0.8767	0	0.05394	1	0.9138	0	0	1	RURAL	0.34	0.03
140002	0.8963	0	0.04418	1	0.9278	0	0.03702	1	LURBAN	0.262	0.022
140007	1.0275	0	0	1	1.0188	0	0.02141	1	LURBAN	0.288	0.027
140008	1.0275	0.0054	0	1	1.0188	0.00282	0.02441	1	LURBAN	0.186	0.013
140010	1.0275	0.14383	0	1	1.0188	0.05234	0.01693	1	LURBAN	0.321	0.03
140011	0.8398	0	0	1	0.8873	0	0	1	RURAL	0.409	0.035
140012	1.0275	0	0.0698	1	1.0188	0	0	1	RURAL	0.285	0.023
140013	0.9121	0	0	1	0.9389	0	0.02858	1	OURBAN	0.283	0.025
140015	0.8963	0.03382	0	1	0.9278	0.01327	0	1	RURAL	0.431	0.042
140018	1.0275	0.21052	0.46926	1	1.0188	0.09691	0.15218	1	LURBAN	0.281	0.022
140019	0.8398	0	0.03783	1	0.8873	0	0	1	RURAL	0.433	0.048
140026	0.8713	0	0	1	0.91	0	0	1	RURAL	0.456	0.039
140029	1.0275	0.0395	0.1173	1	1.0188	0.01454	0.05682	1	LURBAN	0.224	0.02
140030	1.0275	0	0.07438	1	1.0188	0	0.04574	1	LURBAN	0.271	0.03
140032	0.8963	0	0	1	0.9278	0	0	1	RURAL	0.458	0.034
140034	0.8963	0	0.08221	1	0.9278	0	0	1	RURAL	0.447	0.031
140040	0.9121	0	0.05827	1	0.9389	0	0	1	RURAL	0.227	0.029
140043	0.857	0	0	1	0.8997	0	0	1	RURAL	0.428	0.044
140046	0.8963	0	0.0666	1	0.9278	0	0	1	RURAL	0.403	0.028
140048	1.0275	0.00213	0.1765	1	1.0188	0.00105	0.07229	1	LURBAN	0.361	0.022
140049	1.0275	0.12183	0.17803	1	1.0188	0.05967	0.07269	1	LURBAN	0.317	0.022
140051	1.0275	0.07059	0.08096	1	1.0188	0.0279	0.04743	1	LURBAN	0.347	0.025
140052	0.8963	0	0.07319	1	0.9278	0	0	1	LURBAN	0.262	0.013
140053	0.9099	0.0715	0.11785	1	0.9374	0.03672	0.05696	1	OURBAN	0.316	0.027
140054	1.0275	0.13717	0.09464	1	1.0188	0.04341	0.05096	1	LURBAN	0.214	0.022
140058	0.8963	0	0.03607	1	0.9278	0	0	1	RURAL	0.352	0.036
140059	0.8963	0	0.06302	1	0.9278	0	0	1	LURBAN	0.532	0.026
140062	1.0275	0	0	1	1.0188	0	0.00533	1	LURBAN	0.367	0.015
140063	1.0275	0.01706	0.04252	1	1.0188	0.00928	0.03648	1	LURBAN	0.322	0.015
140064	0.9121	0	0.02565	1	0.9389	0	0	1	RURAL	0.33	0.019
140065	1.0275	0.05669	0	1	1.0188	0.02454	0.0119	1	LURBAN	0.27	0.044
140066	0.8963	0	0.47021	1	0.9278	0	0.15245	1	LURBAN	0.528	0.018
140067	0.9121	0.11054	0.1424	1	0.9389	0.03591	0.06335	1	OURBAN	0.276	0.019
140068	1.0275	0	0.51039	1	1.0188	0	0.16387	1	LURBAN	0.267	0.008
140075	1.0275	0.2931	0.36634	1	1.0188	0.22327	0.12343	1	LURBAN	0.273	0.015
140077	0.8963	0	0.51099	1	0.9278	0	0.16404	1	LURBAN	0.469	0.025
140080	1.0275	0.17958	0.14089	1	1.0188	0.10822	0.06296	1	LURBAN	0.242	0.02
140082	1.0275	0.17323	0.24298	1	1.0188	0.09469	0.08993	1	LURBAN	0.238	0.021
140083	1.0275	0.00594	0.49569	1	1.0188	0.00235	0.15968	1	LURBAN	0.492	0.02
140084	1.0357	0	0.17264	1	1.0243	0	0.07127	1	OURBAN	0.302	0.037
140088	1.0275	0.35899	0.24104	1	1.0188	0.16516	0.08941	1	LURBAN	0.238	0.018
140089	0.8398	0	0	1	0.8873	0	0	1	RURAL	0.449	0.041
140091	0.9386	0.07681	0.09868	1	0.9575	0.0265	0.052	1	OURBAN	0.313	0.02
140093	0.9675	0	0.07892	1	0.9776	0	0.04691	1	OURBAN	0.23	0.02
140094	1.0275	0.03587	0.38299	1	1.0188	0.0187	0.12804	1	LURBAN	0.251	0.01
140095	1.0275	0.00892	0.45425	1	1.0188	0.00422	0.14794	1	LURBAN	0.321	0.021
140100	1.0357	0.01362	0	1	1.0243	0.00855	0	1	OURBAN	0.444	0.037
140101	1.0275	0	0	1	1.0188	0	0	1	LURBAN	0.384	0.058
140103	1.0275	0.01534	0.53828	1	1.0188	0.00665	0.17186	1	LURBAN	0.335	0.017
140110	1.0275	0	0.02861	1	1.0188	0	0	1	RURAL	0.428	0.036
140113	0.9386	0.02901	0.09007	1	0.9575	0.01588	0.04978	1	OURBAN	0.25	0.034
140114	1.0275	0.07069	0.22571	1	1.0188	0.0264	0.08532	1	LURBAN	0.204	0.016
140115	1.0275	0.01082	0.39804	1	1.0188	0.00553	0.13221	1	LURBAN	0.345	0.023
140116	1.0289	0	0	1	1.0197	0	0.02274	1	LURBAN	0.341	0.025
140117	1.0275	0.10282	0	1	1.0188	0.03819	0.01065	1	LURBAN	0.262	0.015
140118	1.0275	0	0.0899	1	1.0188	0	0.04974	1	LURBAN	0.289	0.025
140119	1.0275	0.34994	0.17353	1	1.0188	0.18358	0.07151	1	LURBAN	0.255	0.014
140120	0.9121	0	0.04872	1	0.9389	0	0	1	OURBAN	0.347	0.028
140122	1.0275	0.04545	0	1	1.0188	0.01997	0.02126	1	LURBAN	0.29	0.044
140124	1.0275	0.36931	0.34708	1	1.0188	0.21489	0.11814	1	LURBAN	0.312	0.025
140125	0.8963	0	0.33385	1	0.9278	0	0.11451	1	LURBAN	0.137	0.012
140127	0.9485	0.02412	0.07088	1	0.9644	0.01208	0.04485	1	OURBAN	0.384	0.037
140130	1.0357	0	0	1	1.0243	0	0.00642	1	OURBAN	0.307	0.032
140133	1.0275	0	0.22523	1	1.0188	0	0.08519	1	LURBAN	0.251	0.015
140135	0.885	0.02407	0.0833	1	0.9197	0.01117	0.04804	1	OURBAN	0.309	0.038
140137	0.8963	0	0.08241	1	0.9278	0	0	1	LURBAN	0.576	0.055
140143	1.0275	0	0	1	1.0188	0	0	1	RURAL	0.38	0.03
140145	0.8963	0	0	1	0.9278	0	0	1	LURBAN	0.518	0.049
140147	0.8398	0	0.09602	1	0.8873	0	0	1	RURAL	0.397	0.019
140148	0.9099	0.12443	0.04039	1	0.9374	0.05347	0.03579	1	OURBAN	0.334	0.025
140150	1.0275	0.40932	0.37999	1	1.0188	0.2635	0.12721	1	LURBAN	0.347	0.015
140151	1.0275	0.01368	0.45424	1	1.0188	0.01798	0.14794	1	LURBAN	0.335	0.019
140155	1.039	0.00344	0.06227	1	1.0265	0.00146	0.04264	1	OURBAN	0.283	0.026
140158	1.0275	0.18995	0.33027	1	1.0188	0.09853	0.11354	1	LURBAN	0.306	0.019
140160	0.9721	0	0.04001	1	0.9808	0	0	1	RURAL	0.403	0.017
140161	0.8566	0	0.05105	1	0.8994	0	0	1	RURAL	0.467	0.046
140162	0.9485	0	0.03184	1	0.9644	0	0.03304	1	OURBAN	0.315	0.024
140164	0.8963	0.03393	0.17595	1	0.9278	0.01664	0	1	RURAL	0.359	0.032
140166	0.8398	0.00016	0.17187	1	0.8873	0.00008	0.07107	1	OURBAN	0.357	0.043
140167	0.8398	0	0	1	0.8873	0	0	1	RURAL	0.477	0.025
140172	1.0275	0.12888	0.0891	1	1.0188	0.049	0.04953	1	LURBAN	0.329	0.026
140174	1.0275	0	0.06397	1	1.0188	0	0.04308	1	LURBAN	0.236	0.017
140176	1.0289	0	0.05374	1	1.0197	0	0	1	LURBAN	0.371	0.036
140177	1.0275	0.02885	0.55668	1	1.0188	0.01354	0.17717	1	LURBAN	0.284	0.004
140179	1.0275	0.00491	0.07701	1	1.0188	0.00209	0.04642	1	LURBAN	0.229	0.016
140180	1.0275	0.0507	0.48997	1	1.0188	0.01699	0.15805	1	LURBAN	0.273	0.021
140181	1.0275	0	0.27153	1	1.0188	0	0.09759	1	LURBAN	0.336	0.008
140182	1.0275	0.30098	0.22457	1	1.0188	0.16211	0.08501	1	LURBAN	0.284	0.02
140184	0.8398	0	0.14107	1	0.8873	0	0	1	RURAL	0.196	0.024
140185	0.8963	0	0.06193	1	0.9278	0	0.04255	1	LURBAN	0.438	0.027
140186	1.039	0	0.11618	1	1.0265	0	0.05653	1	OURBAN	0.256	0.029
140187	0.8963	0.02306	0.04162	1	0.9278	0.00928	0.03619	1	LURBAN	0.309	0.02
140189	0.8398	0	0.05007	1	0.8873	0	0	1	RURAL	0.428	0.028
140191	1.0275	0	0.11687	1	1.0188	0	0.05671	1	LURBAN	0.305	0.025
140197	1.0275	0	0.37927	1	1.0188	0	0.12701	1	LURBAN	0.368	0.024
140200	1.0275	0	0	1	1.0188	0	0.01004	1	LURBAN	0.271	0.015
140202	1.0357	0	0.04092	1	1.0243	0	0.03597	1	OURBAN	0.236	0.027
140206	1.0275	0.00806	0.56414	1	1.0188	0.00304	0.17933	1	LURBAN	0.336	0.019
140207	1.0275	0	0.28019	1	1.0188	0	0.09993	1	LURBAN	0.275	0.023
140208	1.0275	0.18914	0.0601	1	1.0188	0.06921	0.04208	1	LURBAN	0.339	0.02
140209	0.9121	0.05256	0.12772	1	0.9389	0.02275	0.05953	1	OURBAN	0.237	0.03
140210	0.8398	0	0.02566	1	0.8873	0	0	1	RURAL	0.567	0.03
140211	1.0275	0	0	1	1.0188	0	0.0112	1	LURBAN	0.318	0.025
140213	1.0275	0	0.09111	1	1.0188	0	0.05005	1	LURBAN	0.313	0.036
140217	1.0275	0	0	1	1.0188	0	0.02577	1	LURBAN	0.242	0.018
140223	1.0275	0.18208	0.03545	1	1.0188	0.08731	0.0342	1	LURBAN	0.337	0.027
140224	1.0275	0.22657	0.09433	1	1.0188	0.1282	0.05088	1	LURBAN	0.285	0.019
140228	0.9825	0.02529	0.13696	1	0.988	0.01124	0.06193	1	OURBAN	0.357	0.03
140231	1.0275	0	0	1	1.0188	0	0.01447	1	LURBAN	0.286	0.026
140233	0.9825	0	0	1	0.988	0	0.01983	1	OURBAN	0.381	0.02
140234	0.8713	0	0.04217	1	0.91	0	0	1	RURAL	0.413	0.051
140239	0.9825	0	0.18388	1	0.988	0	0.07423	1	OURBAN	0.383	0.023
140240	1.0275	0.1296	0.17517	1	1.0188	0.0695	0.07194	1	LURBAN	0.293	0.019
140242	1.0275	0	0	1	1.0188	0	0.01753	1	LURBAN	0.286	0.033
140250	1.0275	0	0.04133	1	1.0188	0	0.0361	1	LURBAN	0.315	0.021
140251	1.0275	0.01395	0.07438	1	1.0188	0.00606	0.04574	1	LURBAN	0.235	0.012
140252	1.0275	0	0	1	1.0188	0	0.0126	1	LURBAN	0.335	0.031
140258	1.0275	0	0	1	1.0188	0	0.02163	1	LURBAN	0.282	0.017
140275	0.857	0	0.10696	1	0.8997	0	0.05414	1	OURBAN	0.449	0.048
140276	1.0275	0.32724	0.09198	1	1.0188	0.15961	0.05027	1	LURBAN	0.399	0.022
140280	0.857	0	0.06503	1	0.8997	0	0.04335	1	OURBAN	0.412	0.02
140281	1.0275	0.22015	0.08168	1	1.0188	0.08405	0.04762	1	LURBAN	0.312	0.035
140286	1.0275	0	0.0328	1	1.0188	0	0.03335	1	LURBAN	0.355	0.021
140288	1.0275	0	0	1	1.0188	0	0.01164	1	LURBAN	0.296	0.024
140289	0.8963	0	0.04335	1	0.9278	0	0.03675	1	LURBAN	0.342	0.024
140290	1.0275	0.00208	0.02895	1	1.0188	0.00093	0.03211	1	LURBAN	0.295	0.046
140291	1.0357	0	0	1	1.0243	0	0.00803	1	OURBAN	0.348	0.032
140292	1.0275	0	0.26615	1	1.0188	0	0.09614	1	LURBAN	0.296	0.046
140294	0.8398	0	0.07763	1	0.8873	0	0	1	RURAL	0.233	0.026
140300	1.0275	0.05179	0.35015	1	1.0188	0.02187	0.11898	1	LURBAN	1.052	0.021
140301	1.0275	0.04561	0.21053	1	1.0188	0.02765	0.08128	1	LURBAN	0.312	0.025
140303	1.0275	0	0	1	1.0188	0	0	1	LURBAN	0.433	0.089
150001	0.9783	0	0.05359	1	0.9851	0	0	1	LURBAN	0.522	0.029
150002	1.0274	0.01076	0.17901	1	1.0187	0.00506	0.07295	1	OURBAN	0.41	0.058
150003	0.902	0	0	1	0.9318	0	0.01767	1	OURBAN	0.36	0.028
150004	1.0274	0.01227	0.11915	1	1.0187	0.00629	0.0573	1	OURBAN	0.355	0.027
150005	0.9783	0	0	1	0.9851	0	0.02152	1	LURBAN	0.566	0.082
150006	0.9396	0	0.02543	1	0.9582	0	0.03098	1	OURBAN	0.332	0.043
150007	0.9225	0	0.07023	1	0.9463	0	0.04468	1	OURBAN	0.411	0.032
150008	1.0274	0	0.20318	1	1.0187	0	0.07933	1	OURBAN	0.469	0.048
150009	0.9209	0.00768	0.11229	1	0.9451	0.00255	0.05552	1	LURBAN	0.323	0.029
150010	0.9225	0	0.05027	1	0.9463	0	0.03899	1	OURBAN	0.459	0.045
150011	0.9661	0	0.09924	1	0.9767	0	0	1	RURAL	0.435	0.066
150012	0.9783	0.05127	0.0582	1	0.9851	0.02576	0.04156	1	OURBAN	0.336	0.016
150015	0.9267	0	0.08565	1	0.9492	0	0.04864	1	OURBAN	0.324	0.048
150017	0.8975	0.01421	0.05826	1	0.9286	0.00511	0.04158	1	OURBAN	0.267	0.033
150018	0.9525	0	0.03847	1	0.9672	0	0.03518	1	OURBAN	0.43	0.039
