hrr	region	zip5
230	2	01036
230	2	01075
230	2	01035
230	2	01098
230	2	01370
230	2	01040
230	2	01038
230	2	01301
230	2	01152
230	2	01111
231	2	01477
231	2	01473
231	2	01536
231	2	01068
231	2	01613
231	2	01431
231	2	01583
231	2	01010
231	2	01506
231	2	01615
231	2	01740
231	2	01614
231	2	01517
231	2	01582
231	2	01611
231	2	01081
231	2	01526
231	2	01568
231	2	01509
231	2	01468
231	2	01436
231	2	01501
231	2	01515
231	2	01355
231	2	01519
231	2	01453
231	2	01331
231	2	01605
231	2	01535
231	2	01518
231	2	01653
231	2	01580
231	2	01430
231	2	01522
231	2	01601
231	2	01074
231	2	01440
231	2	01654
231	2	01570
231	2	01747
231	2	01532
231	2	01749
231	2	01521
231	2	01586
231	2	01756
231	2	01608
231	2	01525
231	2	01378
231	2	01607
231	2	01603
231	2	01545
231	2	01602
231	2	01534
231	2	01474
231	2	01588
231	2	01606
231	2	01610
231	2	01531
231	2	01569
231	2	01564
231	2	01542
231	2	01475
231	2	01540
231	2	01364
231	2	01438
231	2	01366
231	2	01524
231	2	01420
231	2	01503
231	2	01590
231	2	01452
231	2	01505
231	2	01507
231	2	01612
231	2	01562
231	2	01752
231	2	01581
231	2	01368
231	2	01604
231	2	01462
231	2	01005
231	2	01609
231	2	01546
231	2	01516
231	2	01541
231	2	01538
231	2	01571
231	2	01543
231	2	01655
231	2	01561
231	2	01520
231	2	01527
231	2	01560
231	2	01508
231	2	01523
231	2	01566
231	2	01537
231	2	01510
231	2	01441
232	7	49246
232	7	49268
232	7	49233
232	7	49254
232	7	49204
232	7	48104
232	7	49265
232	7	48103
232	7	48113
232	7	49241
232	7	48374
232	7	49263
232	7	49269
232	7	49237
232	7	48158
232	7	49279
232	7	48197
232	7	49240
232	7	49289
232	7	48176
232	7	49288
232	7	49261
232	7	49259
232	7	49257
232	7	48175
232	7	48141
232	7	48178
232	7	48240
232	7	48169
232	7	48336
232	7	48186
232	7	48185
232	7	48190
232	7	48188
232	7	48143
232	7	48332
232	7	49281
232	7	48836
232	7	48107
232	7	49236
232	7	48170
232	7	48863
232	7	48114
232	7	48844
232	7	48187
232	7	48198
232	7	48109
232	7	48168
232	7	48375
232	7	48239
232	7	48111
232	7	49283
232	7	48242
232	7	48189
232	7	49272
232	7	48115
232	7	49277
232	7	48106
232	7	48130
232	7	49287
232	7	49285
232	7	49230
232	7	49203
232	7	49229
232	7	49221
232	7	48191
232	7	48843
232	7	48855
232	7	48184
232	7	49286
232	7	49249
232	7	48165
232	7	49282
232	7	48137
232	7	48153
232	7	49201
232	7	48160
232	7	48167
232	7	49253
232	7	48116
232	7	48112
232	7	48816
232	7	48105
232	7	48174
232	7	48151
232	7	48108
232	7	48154
232	7	48376
232	7	49248
232	7	48152
232	7	48353
232	7	48139
232	7	49235
232	7	49256
232	7	48150
232	7	48335
232	7	49202
232	7	49247
232	7	49220
232	7	48118
233	7	48125
233	7	48122
233	7	48173
233	7	48136
233	7	48101
233	7	48164
233	7	48138
233	7	48193
233	7	48195
233	7	48127
233	7	48180
233	7	48146
233	7	48179
233	7	48124
233	7	48134
233	7	48123
233	7	48120
233	7	48183
233	7	48135
233	7	48218
233	7	48126
233	7	48229
233	7	48192
233	7	48121
234	7	48277
234	7	48238
234	7	48235
234	7	48208
234	7	48063
234	7	48049
234	7	48064
234	7	48226
234	7	48043
234	7	48255
234	7	48209
234	7	48207
234	7	48231
234	7	48059
234	7	48060
234	7	48036
234	7	48236
234	7	48091
234	7	48080
234	7	48023
234	7	48212
234	7	48041
234	7	48230
234	7	48205
234	7	48202
234	7	48311
234	7	48278
234	7	48028
234	7	48054
234	7	48097
234	7	48092
234	7	48234
234	7	48233
234	7	48224
234	7	48035
234	7	48288
234	7	48216
234	7	48260
234	7	48214
234	7	48088
234	7	48312
234	7	48397
234	7	48047
234	7	48203
234	7	48038
234	7	48039
234	7	48005
234	7	48217
234	7	48093
234	7	48062
234	7	48227
234	7	48422
234	7	48268
234	7	48027
234	7	48267
234	7	48079
234	7	48074
234	7	48044
234	7	48232
234	7	48051
234	7	48022
234	7	48089
234	7	48026
234	7	48469
234	7	48042
234	7	48050
234	7	48275
234	7	48032
234	7	48201
234	7	48014
234	7	48454
234	7	48243
234	7	48221
234	7	48094
234	7	48225
234	7	48244
234	7	48264
234	7	48272
234	7	48048
234	7	48265
234	7	48015
234	7	48204
234	7	48095
234	7	48001
234	7	48215
234	7	48466
234	7	48211
234	7	48313
234	7	48315
234	7	48450
234	7	48021
234	7	48066
234	7	48040
234	7	48046
234	7	48419
234	7	48006
234	7	48223
234	7	48219
234	7	48210
234	7	48081
234	7	48228
234	7	48213
234	7	48045
234	7	48401
234	7	48222
234	7	48090
234	7	48317
234	7	48266
234	7	48061
234	7	48065
234	7	48206
234	7	48269
234	7	48082
234	7	48004
234	7	48279
235	7	48531
235	7	48557
235	7	48420
235	7	48440
235	7	48428
235	7	48411
235	7	48529
235	7	48430
235	7	48503
235	7	48507
235	7	48463
235	7	48509
235	7	48435
235	7	48446
235	7	48480
235	7	48438
235	7	48464
235	7	48554
235	7	48553
235	7	48444
235	7	48423
235	7	48746
235	7	48551
235	7	48418
235	7	48460
235	7	48002
235	7	48003
235	7	48412
235	7	48506
235	7	48416
235	7	48421
235	7	48555
235	7	48550
235	7	48436
235	7	48437
235	7	48449
235	7	48455
235	7	48451
235	7	48461
235	7	48519
235	7	48501
235	7	48433
235	7	48556
235	7	48473
235	7	48505
235	7	48457
235	7	48532
235	7	48552
235	7	48458
235	7	48439
235	7	48502
235	7	48442
236	7	49468
236	7	49343
236	7	49460
236	7	49601
236	7	49413
236	7	49525
236	7	49418
236	7	49677
236	7	49421
236	7	49319
236	7	49327
236	7	49326
236	7	49518
236	7	48888
236	7	49301
236	7	49404
236	7	49530
236	7	49322
236	7	49356
236	7	49325
236	7	49424
236	7	48815
236	7	49403
236	7	48852
236	7	49330
236	7	49402
236	7	49588
236	7	49544
236	7	49550
236	7	49349
236	7	49346
236	7	49639
236	7	49416
236	7	49453
236	7	49347
236	7	49329
236	7	49406
236	7	49503
236	7	49663
236	7	49514
236	7	48881
236	7	49333
236	7	48884
236	7	49548
236	7	49401
236	7	49304
236	7	49505
236	7	49310
236	7	49348
236	7	49430
236	7	49434
236	7	49305
236	7	48887
236	7	49501
236	7	49631
236	7	49311
236	7	49632
236	7	49506
236	7	49429
236	7	49357
236	7	48849
236	7	49320
236	7	49338
236	7	49321
236	7	49408
236	7	49423
236	7	49656
236	7	49638
236	7	49335
236	7	49435
236	7	49464
236	7	49419
236	7	49336
236	7	49667
236	7	49314
236	7	49655
236	7	48809
236	7	49309
236	7	49312
236	7	48838
236	7	49302
236	7	49618
236	7	49341
236	7	49323
236	7	49510
236	7	49318
236	7	49523
236	7	49657
236	7	49560
236	7	49315
236	7	49507
236	7	49528
236	7	49331
236	7	49546
236	7	49345
236	7	49422
236	7	49307
236	7	49502
236	7	48897
236	7	48886
236	7	49534
236	7	48865
236	7	49509
236	7	49427
236	7	49642
236	7	49665
236	7	49412
236	7	49317
236	7	49508
236	7	49504
236	7	49058
236	7	48860
236	7	49623
236	7	48851
236	7	48846
236	7	49679
236	7	49306
236	7	49351
236	7	49651
236	7	49555
236	7	49426
236	7	48834
236	7	49688
236	7	49512
236	7	49337
236	7	49303
236	7	49355
236	7	48885
236	7	49428
236	7	48850
236	7	49316
236	7	49339
236	7	49073
236	7	48870
236	7	49599
236	7	49342
236	7	49515
236	7	49519
238	7	49042
238	7	49001
238	7	49028
238	7	49271
238	7	49078
238	7	49077
238	7	49029
238	7	49007
238	7	49239
238	7	49035
238	7	49069
238	7	49087
238	7	49004
238	7	49048
238	7	49099
238	7	49041
238	7	49020
238	7	49091
238	7	49245
238	7	49012
238	7	49242
238	7	49019
238	7	49030
238	7	49088
238	7	49094
238	7	49045
238	7	49051
238	7	49082
238	7	49053
238	7	49067
238	7	49034
238	7	49060
238	7	49032
238	7	49065
238	7	49068
238	7	49074
238	7	49072
238	7	49075
238	7	49016
238	7	49255
238	7	49089
238	7	49033
238	7	49092
238	7	49024
238	7	49061
238	7	49093
238	7	49050
238	7	49017
238	7	49002
238	7	49037
238	7	49055
238	7	49252
238	7	49258
238	7	49266
238	7	49005
238	7	49224
238	7	49344
238	7	49011
238	7	49014
238	7	49062
238	7	49008
238	7	49070
238	7	49021
238	7	49080
238	7	49010
238	7	49232
238	7	49071
238	7	49064
238	7	49047
238	7	49450
238	7	49250
238	7	49009
238	7	49328
238	7	49274
238	7	49036
238	7	49083
238	7	49097
238	7	49040
238	7	49006
238	7	49052
238	7	49026
238	7	49262
238	7	49015
238	7	49003
238	7	49081
238	7	49066
238	7	49227
238	7	49018
238	7	49079
239	7	48876
239	7	48615
239	7	49264
239	7	48845
239	7	48872
239	7	48909
239	7	48906
239	7	48811
239	7	48894
239	7	48856
239	7	49340
239	7	48956
239	7	48649
239	7	48632
239	7	48980
239	7	48918
239	7	48950
239	7	48882
239	7	49096
239	7	49284
239	7	48625
239	7	48848
239	7	48837
239	7	48840
239	7	48937
239	7	48820
239	7	48892
239	7	48804
239	7	48805
239	7	48875
239	7	48476
239	7	48818
239	7	48930
239	7	48830
239	7	48827
239	7	48813
239	7	48617
239	7	48825
239	7	48812
239	7	48921
239	7	48841
239	7	48896
239	7	48933
239	7	48833
239	7	48819
239	7	48822
239	7	48414
239	7	48871
239	7	48866
239	7	48878
239	7	48824
239	7	48912
239	7	48835
239	7	48919
239	7	48429
239	7	49076
239	7	48915
239	7	48873
239	7	48879
239	7	48802
239	7	48633
239	7	48895
239	7	48821
239	7	48854
239	7	48911
239	7	48808
239	7	48891
239	7	48864
239	7	48829
239	7	48924
239	7	48858
239	7	48842
239	7	49251
239	7	48916
239	7	48951
239	7	48877
239	7	48853
239	7	48883
239	7	48817
239	7	48847
239	7	48913
239	7	48662
239	7	48922
239	7	48859
239	7	48929
239	7	48826
239	7	49332
239	7	48807
239	7	48917
239	7	48910
239	7	48880
239	7	48862
239	7	48831
239	7	48908
239	7	48801
239	7	48823
239	7	48622
239	7	48832
239	7	48874
239	7	48890
239	7	48901
239	7	48893
239	7	48857
239	7	48806
239	7	48867
239	7	48889
240	7	49885
240	7	49827
240	7	49961
240	7	49748
240	7	49964
240	7	49835
240	7	49916
240	7	49952
240	7	49896
240	7	49806
240	7	49808
240	7	49953
240	7	49971
240	7	49902
240	7	49967
240	7	49962
240	7	49866
240	7	49817
240	7	49965
240	7	49917
240	7	49931
240	7	49873
240	7	49955
240	7	49814
240	7	49920
240	7	49838
240	7	49905
240	7	49854
240	7	49927
240	7	49855
240	7	49929
240	7	49919
240	7	49816
240	7	49935
240	7	49913
240	7	49861
240	7	54542
240	7	49829
240	7	49958
240	7	49822
240	7	49871
240	7	49901
240	7	49879
240	7	49849
240	7	49840
240	7	49894
240	7	49921
240	7	49868
240	7	49915
240	7	49807
240	7	49878
240	7	49930
240	7	49820
240	7	49833
240	7	49865
240	7	49946
240	7	49872
240	7	49836
240	7	49960
240	7	49839
240	7	49864
240	7	49886
240	7	49948
240	7	49874
240	7	49841
240	7	49805
240	7	49891
240	7	49922
240	7	49934
240	7	49963
240	7	49895
240	7	49862
240	7	49845
240	7	49945
240	7	49819
240	7	49884
240	7	49768
240	7	49908
240	7	49950
240	7	49970
240	7	49837
240	7	49826
240	7	49853
240	7	49880
240	7	49918
240	7	49818
240	7	49903
240	7	49883
242	7	49409
242	7	49431
242	7	49456
242	7	49449
242	7	49448
242	7	49417
242	7	49451
242	7	49411
242	7	49420
242	7	49445
242	7	49442
242	7	49452
242	7	49415
242	7	49444
242	7	49405
242	7	49425
242	7	49440
242	7	49463
242	7	49457
242	7	49443
242	7	49437
242	7	49455
242	7	49454
242	7	49458
242	7	49436
242	7	49441
242	7	49461
242	7	49459
243	7	49726
243	7	49793
243	7	49725
243	7	49752
243	7	49781
243	7	49713
243	7	49760
243	7	49729
243	7	49779
243	7	49759
243	7	49710
243	7	49745
243	7	49761
243	7	49796
243	7	49791
243	7	49756
243	7	49792
243	7	49701
243	7	49799
243	7	49728
243	7	49717
243	7	49743
243	7	49764
243	7	49780
243	7	49709
243	7	49719
243	7	49770
243	7	49775
243	7	49774
243	7	49740
243	7	49706
243	7	49720
243	7	49716
243	7	49705
243	7	49788
243	7	49795
243	7	49734
243	7	49790
243	7	49724
243	7	49755
243	7	49730
243	7	49785
243	7	49723
243	7	49718
243	7	49757
243	7	49736
243	7	49769
243	7	49783
243	7	49727
243	7	49735
243	7	49721
243	7	49762
243	7	49737
243	7	49711
243	7	49722
243	7	49715
243	7	49712
243	7	49749
243	7	49784
243	7	49765
243	7	49751
244	7	48362
244	7	48393
244	7	48357
244	7	48377
244	7	48361
244	7	48328
244	7	48321
244	7	48387
244	7	48330
244	7	48342
244	7	48382
244	7	48343
244	7	48341
244	7	48327
244	7	48304
244	7	48302
244	7	48329
244	7	48356
244	7	48326
244	7	48390
244	7	48381
244	7	48320
244	7	48383
244	7	48360
244	7	48462
244	7	48303
244	7	48324
244	7	48347
244	7	48350
244	7	48371
244	7	48340
244	7	48380
244	7	48386
244	7	48346
244	7	48391
244	7	48359
245	7	48331
245	7	48306
245	7	48333
245	7	48034
245	7	48012
245	7	48363
245	7	48067
245	7	48072
245	7	48309
245	7	48366
245	7	48009
245	7	48098
245	7	48367
245	7	48086
245	7	48318
245	7	48220
245	7	48310
245	7	48322
245	7	48030
245	7	48070
245	7	48301
245	7	48069
245	7	48334
245	7	48325
245	7	48025
245	7	48099
245	7	48075
245	7	48068
245	7	48083
245	7	48084
245	7	48017
245	7	48071
245	7	48307
245	7	48237
245	7	48370
245	7	48323
245	7	48037
245	7	48316
245	7	48007
245	7	48033
245	7	48308
245	7	48076
245	7	48314
245	7	48085
246	7	48410
246	7	48432
246	7	48739
246	7	48755
246	7	48721
246	7	48710
246	7	48732
246	7	48426
246	7	48747
246	7	48764
246	7	48619
246	7	48453
246	7	48647
246	7	48441
246	7	48607
246	7	48467
246	7	48605
246	7	48471
246	7	48475
246	7	48763
246	7	48427
246	7	48602
246	7	48608
246	7	48754
246	7	48750
246	7	48611
246	7	49746
246	7	48612
246	7	48417
246	7	48613
246	7	48618
246	7	48621
246	7	48743
246	7	48652
246	7	48634
246	7	48707
246	7	48726
246	7	48638
246	7	48674
246	7	48740
246	7	48703
246	7	48722
246	7	48727
246	7	48736
246	7	48642
246	7	48729
246	7	48741
246	7	48731
246	7	48468
246	7	48620
246	7	48768
246	7	48663
246	7	48635
246	7	48705
246	7	48761
246	7	49777
246	7	48456
246	7	48756
246	7	48720
246	7	48760
246	7	48734
246	7	48759
246	7	48735
246	7	48701
246	7	48787
246	7	48706
246	7	48738
246	7	48603
246	7	48724
246	7	48770
246	7	48650
246	7	48640
246	7	48733
246	7	48610
246	7	48748
246	7	48749
246	7	48624
246	7	48657
246	7	48658
246	7	48628
246	7	49753
246	7	48626
246	7	48661
246	7	48604
246	7	48725
246	7	49707
246	7	48655
246	7	48606
246	7	48757
246	7	48637
246	7	48728
246	7	49776
246	7	48765
246	7	49747
246	7	48742
246	7	48708
246	7	48730
246	7	48413
246	7	48659
246	7	48744
246	7	48445
246	7	48656
246	7	48472
246	7	48415
246	7	48631
246	7	48601
246	7	48686
246	7	48616
246	7	48641
246	7	49766
246	7	48636
246	7	48723
246	7	48766
246	7	48758
246	7	48609
246	7	49744
246	7	48737
246	7	48614
246	7	48762
246	7	48470
246	7	48667
246	7	48465
246	7	48745
246	7	48670
246	7	48767
246	7	48769
246	7	48623
246	7	48434
248	7	49119
248	7	49023
248	7	49039
248	7	49126
248	7	49022
248	7	49106
248	7	49043
248	7	49057
248	7	49038
248	7	49102
248	7	49085
248	7	49013
248	7	49098
248	7	49116
248	7	49125
248	7	49104
248	7	49103
248	7	49063
248	7	49111
248	7	49115
248	7	49027
248	7	49101
248	7	49090
248	7	49084
248	7	49127
249	7	49643
249	7	49649
249	7	49670
249	7	49733
249	7	49675
249	7	49625
249	7	49620
249	7	49739
249	7	48630
249	7	49616
249	7	48627
249	7	49680
249	7	49690
249	7	49634
249	7	49659
249	7	49629
249	7	49684
249	7	49619
249	7	49683
249	7	49682
249	7	49664
249	7	49673
249	7	49633
249	7	49613
249	7	48629
249	7	49630
249	7	49674
249	7	49646
249	7	49676
249	7	48651
249	7	49645
249	7	49617
249	7	49685
249	7	49610
249	7	49653
249	7	49654
249	7	48653
249	7	49628
249	7	49635
249	7	49696
249	7	49640
249	7	49615
249	7	49410
249	7	49689
249	7	49614
249	7	49666
249	7	49627
249	7	49637
249	7	49650
249	7	49622
249	7	49626
249	7	49612
249	7	49644
249	7	49738
249	7	49621
249	7	49686
249	7	49636
249	7	49797
249	7	49668
249	7	49660
249	7	49611
250	10	54846
250	10	55811
250	10	54890
250	10	55604
250	10	55720
250	10	54854
250	10	54814
250	10	49925
250	10	55815
250	10	54847
250	10	54832
250	10	54806
250	10	55733
250	10	55616
250	10	55768
250	10	54891
250	10	54880
250	10	55751
250	10	55787
250	10	49911
250	10	49947
250	10	54565
250	10	55766
250	10	55783
250	10	55782
250	10	55726
250	10	54874
250	10	54517
250	10	54816
250	10	55731
250	10	55605
250	10	55615
250	10	55735
250	10	55750
250	10	55795
250	10	55790
250	10	55704
250	10	55738
250	10	55701
250	10	55717
250	10	55732
250	10	55798
250	10	55711
250	10	55756
250	10	54546
250	10	54839
250	10	55736
250	10	54534
250	10	55767
250	10	55810
250	10	54865
250	10	55780
250	10	55718
250	10	54550
250	10	49959
250	10	54842
250	10	55814
250	10	55603
250	10	54876
250	10	55801
250	10	55777
250	10	55812
250	10	55779
250	10	55601
250	10	55712
250	10	55706
250	10	55803
250	10	55710
250	10	55805
250	10	55609
250	10	55765
250	10	55705
250	10	54856
250	10	54849
250	10	55802
250	10	55816
250	10	55808
250	10	54820
250	10	55771
250	10	49938
250	10	55724
250	10	55723
250	10	55791
250	10	55797
250	10	55792
250	10	54536
250	10	55708
250	10	55702
250	10	55707
250	10	55763
250	10	55613
250	10	55606
250	10	55734
250	10	54855
250	10	55612
250	10	54838
250	10	55804
250	10	54821
250	10	55757
250	10	54559
250	10	55749
250	10	49968
250	10	54850
250	10	49910
250	10	55796
250	10	55806
250	10	55741
250	10	55602
250	10	54864
250	10	54525
250	10	54827
250	10	54844
250	10	54834
250	10	55807
250	10	54873
250	10	55607
250	10	55614
250	10	54843
250	10	54836
250	10	54861
251	10	55069
251	10	55470
251	10	55346
251	10	56273
251	10	56176
251	10	56437
251	10	55415
251	10	55590
251	10	55592
251	10	55572
251	10	55747
251	10	55191
251	10	56425
251	10	55017
251	10	55396
251	10	56527
251	10	56283
251	10	54720
251	10	55439
251	10	55407
251	10	55559
251	10	55722
251	10	56639
251	10	55087
251	10	56209
251	10	55473
251	10	56218
251	10	56093
251	10	55384
251	10	55753
251	10	56443
251	10	55409
251	10	55304
251	10	55019
251	10	54826
251	10	55417
251	10	55425
251	10	55052
251	10	55574
251	10	56294
251	10	56021
251	10	55037
251	10	56628
251	10	55435
251	10	56033
251	10	55582
251	10	55378
251	10	54734
251	10	55575
251	10	55560
251	10	55355
251	10	55450
251	10	56655
251	10	56627
251	10	56063
251	10	56285
251	10	55036
251	10	55786
251	10	56084
251	10	56096
251	10	56224
251	10	56034
251	10	55381
251	10	54740
251	10	55401
251	10	56446
251	10	55428
251	10	56171
251	10	55388
251	10	54805
251	10	55030
251	10	55441
251	10	56328
251	10	55330
251	10	56044
251	10	55342
251	10	56090
251	10	55340
251	10	55080
251	10	55370
251	10	55339
251	10	56241
251	10	56022
251	10	55344
251	10	56384
251	10	56741
251	10	55785
251	10	54733
251	10	54829
251	10	56270
251	10	55307
251	10	56482
251	10	55448
251	10	56360
251	10	55440
251	10	55018
251	10	55764
251	10	56248
251	10	55334
251	10	56160
251	10	55430
251	10	55376
251	10	56162
251	10	56361
251	10	56636
251	10	55328
251	10	55410
251	10	56037
251	10	55359
251	10	54845
251	10	55310
251	10	56201
251	10	56237
251	10	56354
251	10	56649
251	10	56444
251	10	55372
251	10	56081
251	10	56358
251	10	55946
251	10	56434
251	10	56208
251	10	55393
251	10	55433
251	10	54741
251	10	56006
251	10	55458
251	10	55555
251	10	55781
251	10	55317
251	10	54738
251	10	55057
251	10	50451
251	10	56011
251	10	54730
251	10	56279
251	10	56088
251	10	56475
251	10	56382
251	10	55387
251	10	56025
251	10	56080
251	10	56343
251	10	56312
251	10	56662
251	10	55752
251	10	56047
251	10	56435
251	10	56442
251	10	55312
251	10	56228
251	10	55011
251	10	55721
251	10	55301
251	10	56401
251	10	55321
251	10	56688
251	10	55564
251	10	55367
251	10	56309
251	10	56364
251	10	55745
251	10	55405
251	10	54735
251	10	55742
251	10	56023
251	10	56232
251	10	56039
251	10	56518
251	10	55325
251	10	54702
251	10	56041
251	10	55341
251	10	55552
251	10	54725
251	10	56017
251	10	56326
251	10	56078
251	10	55483
251	10	55349
251	10	56293
251	10	55716
251	10	55418
251	10	56637
251	10	56229
251	10	55719
251	10	56281
251	10	56474
251	10	56353
251	10	55437
251	10	55579
251	10	55775
251	10	54764
251	10	56082
251	10	56588
251	10	56668
251	10	55449
251	10	55092
251	10	55347
251	10	55360
251	10	56060
251	10	55322
251	10	56243
251	10	55403
251	10	56266
251	10	56048
251	10	55573
251	10	54888
251	10	55442
251	10	56355
251	10	56456
251	10	55760
251	10	56345
251	10	55348
251	10	55784
251	10	56332
251	10	56284
251	10	56318
251	10	56481
251	10	56028
251	10	56459
251	10	55362
251	10	54772
251	10	56308
251	10	56251
251	10	55595
251	10	56003
251	10	54859
251	10	55488
251	10	56288
251	10	56073
251	10	56484
251	10	56657
251	10	56057
251	10	55584
251	10	54762
251	10	56069
251	10	55369
251	10	56027
251	10	56465
251	10	55040
251	10	55363
251	10	56207
251	10	55314
251	10	55758
251	10	54742
251	10	55569
251	10	54801
251	10	56679
251	10	56314
251	10	55316
251	10	55361
251	10	56654
251	10	55554
251	10	55305
251	10	56074
251	10	50514
251	10	55725
251	10	55561
251	10	56359
251	10	56056
251	10	56181
251	10	55122
251	10	56478
251	10	54724
251	10	56024
251	10	56071
251	10	55404
251	10	56325
251	10	55459
251	10	56121
251	10	55744
251	10	55051
251	10	56277
251	10	55472
251	10	55429
251	10	55553
251	10	55070
251	10	54813
251	10	54837
251	10	54875
251	10	55020
251	10	56085
251	10	56473
251	10	54871
251	10	56013
251	10	56477
251	10	55556
251	10	56373
251	10	56453
251	10	55983
251	10	55427
251	10	55566
251	10	55599
251	10	55713
251	10	56216
251	10	55044
251	10	56245
251	10	55563
251	10	54767
251	10	56472
251	10	55411
251	10	55402
251	10	56091
251	10	56289
251	10	55368
251	10	55596
251	10	56431
251	10	55412
251	10	55586
251	10	55365
251	10	56267
251	10	56323
251	10	55067
251	10	55591
251	10	55335
251	10	55063
251	10	56447
251	10	55385
251	10	56450
251	10	55323
251	10	56235
251	10	55124
251	10	55379
251	10	55438
251	10	56641
251	10	54751
251	10	54758
251	10	54893
251	10	55581
251	10	55730
251	10	56317
251	10	56214
251	10	55088
251	10	55336
251	10	55390
251	10	55593
251	10	55394
251	10	56252
251	10	54701
251	10	54757
251	10	56050
251	10	55032
251	10	55333
251	10	56292
251	10	55406
251	10	55391
251	10	55567
251	10	55398
251	10	55426
251	10	56448
251	10	56441
251	10	56166
251	10	55565
251	10	56253
251	10	55399
251	10	50465
251	10	54872
251	10	54812
251	10	55444
251	10	55597
251	10	56344
251	10	55413
251	10	56230
251	10	55315
251	10	54755
251	10	55709
251	10	55383
251	10	55121
251	10	55598
251	10	55397
251	10	55313
251	10	56210
251	10	56255
251	10	55303
251	10	54765
251	10	55436
251	10	55008
251	10	56098
251	10	55423
251	10	55769
251	10	54830
251	10	55072
251	10	55068
251	10	54889
251	10	56296
251	10	55414
251	10	56062
251	10	55484
251	10	56083
251	10	56236
251	10	56002
251	10	55005
251	10	55416
251	10	55029
251	10	55558
251	10	55006
251	10	56469
251	10	54840
251	10	56287
251	10	56240
251	10	55480
251	10	55568
251	10	56350
251	10	55309
251	10	56019
251	10	56054
251	10	55551
251	10	56330
251	10	56221
251	10	55014
251	10	55421
251	10	55331
251	10	55371
251	10	56297
251	10	55487
251	10	56313
251	10	55486
251	10	55748
251	10	56363
251	10	56010
251	10	56274
251	10	56315
251	10	54763
251	10	56068
251	10	56631
251	10	55021
251	10	56087
251	10	56058
251	10	55338
251	10	55434
251	10	55589
251	10	56455
251	10	56659
251	10	55454
251	10	55443
251	10	55447
251	10	55324
251	10	56065
251	10	55580
251	10	54703
251	10	54749
251	10	55578
251	10	56265
251	10	56342
251	10	55793
251	10	56681
251	10	55455
251	10	56653
251	10	55375
251	10	55460
251	10	56052
251	10	50556
251	10	55054
251	10	56658
251	10	55352
251	10	54722
251	10	55479
251	10	56389
251	10	56680
251	10	56669
251	10	55746
251	10	55358
251	10	55570
251	10	55587
251	10	56271
251	10	55357
251	10	56468
251	10	55053
251	10	56223
251	10	55585
251	10	55594
251	10	56244
251	10	55446
251	10	55345
251	10	55772
251	10	55007
251	10	55583
251	10	55356
251	10	55350
251	10	56551
251	10	55571
251	10	55420
251	10	56031
251	10	55424
251	10	55422
251	10	56055
251	10	55386
251	10	56075
251	10	55432
251	10	56672
251	10	55373
251	10	55112
251	10	55419
251	10	56452
251	10	54739
251	10	56030
251	10	56386
251	10	55576
251	10	55337
251	10	56339
251	10	55374
251	10	54728
251	10	56001
251	10	55364
251	10	56295
251	10	55550
251	10	56225
251	10	55467
251	10	55046
251	10	56260
251	10	56449
251	10	55332
251	10	55343
251	10	55354
251	10	55318
251	10	56211
251	10	56282
251	10	54743
251	10	56338
251	10	55588
251	10	56152
251	10	54013
251	10	55474
251	10	55485
251	10	56262
251	10	56319
251	10	55562
251	10	55306
251	10	55577
251	10	56249
251	10	55302
251	10	55445
251	10	55431
251	10	56227
251	10	55111
251	10	55327
251	10	57260
251	10	56222
251	10	55408
251	10	55557
251	10	55311
251	10	55366
251	10	55395
253	10	50435
253	10	55912
253	10	50645
253	10	56009
253	10	55940
253	10	55066
253	10	55963
253	10	54759
253	10	50628
253	10	55965
253	10	56032
253	10	55049
253	10	55027
253	10	55944
253	10	56007
253	10	50630
253	10	56020
253	10	55973
253	10	55929
253	10	55060
253	10	55933
253	10	55956
253	10	55977
253	10	55951
253	10	56046
253	10	55939
253	10	52155
253	10	56051
253	10	55903
253	10	55945
253	10	55955
253	10	56035
253	10	55065
253	10	55910
253	10	55909
253	10	52134
253	10	55934
253	10	55967
253	10	52136
253	10	56029
253	10	50661
253	10	50616
253	10	54014
253	10	55950
253	10	55949
253	10	55920
253	10	54756
253	10	56026
253	10	55972
253	10	55041
253	10	52163
253	10	54737
253	10	55961
253	10	55964
253	10	55975
253	10	55904
253	10	55906
253	10	56042
253	10	55026
253	10	56016
253	10	54721
253	10	55992
253	10	54750
253	10	55979
253	10	55968
253	10	56089
253	10	55902
253	10	55924
253	10	56014
253	10	55990
253	10	55927
253	10	50658
253	10	55936
253	10	55976
253	10	56045
253	10	55970
253	10	55981
253	10	55905
253	10	50659
253	10	55935
253	10	55953
253	10	55009
253	10	55991
253	10	54769
253	10	54736
253	10	55926
253	10	55985
253	10	50620
253	10	55089
253	10	52154
253	10	54622
253	10	50603
253	10	55957
253	10	56036
253	10	55901
253	10	52171
253	10	56072
253	10	55982
253	10	55918
253	10	55923
253	10	55960
253	10	54610
253	10	56097
253	10	55932
253	10	54723
253	10	56043
253	10	55917
254	10	56388
254	10	56231
254	10	56327
254	10	56357
254	10	56385
254	10	56376
254	10	55329
254	10	56387
254	10	55320
254	10	56310
254	10	56375
254	10	56371
254	10	56396
254	10	55308
254	10	56440
254	10	56333
254	10	56349
254	10	56369
254	10	55389
254	10	55377
254	10	56395
254	10	56334
254	10	56381
